"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"HOLMGÅRD SØ, Vandkemi","18.08.2008 12.00.00 +02:00","Vandløb",0.58,484940,6252816,"Oxygenmætning"," =",100,"pct",2
"Råstofsø NØ for Rødekro (G36) - vandkemi","14.06.2012 12.00.00 +02:00","Vandløb",4.5,523625,6104547,"Oxygenmætning"," =",77.8,"pct",2
"SØBYGÅRD SØ - vandkemi","19.12.1986 12.00.00 +01:00","Vandløb",0,550066,6234790,"Oxygen indhold"," =",11.31,"mg/l",2
"VESSØ","22.07.1993 12.00.00 +02:00","Vandløb",3,548964,6214249,"Oxygen indhold"," =",8.6,"mg/l",2
"Fårup Sø - vandkemi","06.07.1998 12.00.00 +02:00","Vandløb",0.19,525369,6176393,"Oxygen indhold"," =",7.6,"mg/l",2
"ESRUM SØ, kemi","01.07.2019 12.00.00 +02:00","Vandløb",12,711305,6213072,"Oxygenmætning"," =",67,"pct",3
"Ødis Sø - vandkemi","07.07.2023 12.00.00 +02:00","Vandløb",0.2135787,523789.9999588377,6139980.007625583,"Oxygen indhold","",11.17597,"mg/l",2
"GUNDSØMAGLE SØ ST AMT","25.05.2009 12.00.00 +02:00","Vandløb",1,700368,6180364,"Oxygenmætning"," =",107,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","17.01.2012 12.00.00 +01:00","Vandløb",2.01,552519,6218243,"Oxygen indhold"," =",11.7,"mg/l",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","04.09.1997 12.00.00 +02:00","Vandløb",0.95,504515,6211704,"Oxygen indhold"," =",8.3,"mg/l",2
"KNUD SØ, ØST - Kemistation","03.06.2013 12.00.00 +02:00","Vandløb",24.99,547982,6217718,"Oxygen indhold"," =",6,"mg/l",2
"SØHOLM SØ /001","20.09.2005 12.00.00 +02:00","Vandløb",10,571863,6125861,"Oxygen indhold"," =",0.1,"mg/l",2
"VEJLBO MOSE","05.05.2022 12.00.00 +02:00","Vandløb",0.4996803,534486.9999710252,6223271.003597897,"Oxygen indhold"," =",7.968749,"mg/l",2
"GRUSGRAVSSØ V. DYNDET","29.05.1991 12.00.00 +02:00","Vandløb",5,685895,6150354,"Oxygen indhold"," =",2.2,"mg/l",2
"NEDERSØ, Vandkemi","10.07.2023 12.00.00 +02:00","Vandløb",0.97,521056.9999636274,6198499.007464516,"Oxygen indhold","",10.8919,"mg/l",2
"ØRNSØ  - vandkemi","14.11.1995 12.00.00 +01:00","Vandløb",9,532481,6223358,"Oxygen indhold"," =",10.7,"mg/l",2
"Langesø /002","20.04.1998 12.00.00 +02:00","Vandløb",3,575712,6143790,"Oxygenmætning"," =",103,"pct",2
"VANDET SØ - vandkemi","21.05.2014 12.00.00 +02:00","Vandløb",9,473039,6319052,"Oxygen indhold"," =",10.87,"mg/l",2
"Østerå Sø - vandkemi","19.08.2014 12.00.00 +02:00","Vandløb",5,555818,6320159,"Oxygenmætning"," =",92,"pct",2
"Arreskov Sø /004","14.05.2018 12.00.00 +02:00","Vandløb",1,583299,6113387,"Oxygen indhold"," =",9.98,"mg/l",3
"SØNDERSØ, kemi","25.09.1989 12.00.00 +01:00","Vandløb",3,710238,6186185,"Oxygenmætning"," =",105.4,"pct",2
"NALDAL SØ - vandkemi","03.07.2014 12.00.00 +02:00","Vandløb",3.06,544095,6202157,"Oxygen indhold"," =",2.3,"mg/l",2
"BASTRUP SØ, kemi","18.08.1999 12.00.00 +02:00","Vandløb",3,704828,6190664,"Oxygen indhold"," =",8.5,"mg/l",2
"LYNGBY SØ, MIDT I VESTBASSIN, kemi","04.08.1988 12.00.00 +02:00","Vandløb",1,718006,6186555,"Oxygen indhold"," =",10.6,"mg/l",2
"VESTBIRK SØ - vandkemi","07.08.2008 12.00.00 +02:00","Vandløb",2,544046,6202980,"Oxygenmætning"," =",56,"pct",2
"ST.GRIB SØ","09.11.2005 12.00.00 +01:00","Vandløb",10.7,706078,6209294,"Oxygen indhold"," =",0.17,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","06.08.2012 12.00.00 +02:00","Vandløb",9.99,552519,6218243,"Oxygenmætning"," =",43.4,"pct",2
"OLLERUP SØ AMTST.1","29.03.1989 12.00.00 +02:00","Vandløb",1,594808,6103529,"Oxygenmætning"," =",120,"pct",2
"Råstofsø NØ for Rødekro (G36) - vandkemi","18.09.2007 12.00.00 +02:00","Vandløb",1,523625,6104547,"Oxygen indhold"," =",8.59,"mg/l",2
"TORP SØ","14.06.1999 12.00.00 +02:00","Vandløb",4.04,545640,6200822,"Oxygen indhold"," =",3.9,"mg/l",2
"GUNDSØMAGLE SØ ST AMT","13.05.1996 12.00.00 +02:00","Vandløb",1.4,700368,6180364,"Oxygen indhold"," =",15.8,"mg/l",2
"PYRITSØEN, kemi ","19.05.2022 12.00.00 +02:00","Vandløb",13.98,863551.3806034648,6126567.41182306,"Oxygen indhold","",11.7691,"mg/l",2
"Hundsø, Mors - vandkemi","14.08.2024 12.00.00 +02:00","Vandløb",1,493403.9935317448,6308255.004052031,"Oxygenmætning","",99.74,"pct",2
"TEBSTRUP SØ","11.04.2012 12.00.00 +02:00","Vandløb",4,554540,6201824,"Oxygenmætning"," =",104,"pct",2
"SNORREBAKKESØ","21.08.1997 12.00.00 +02:00","Vandløb",13,865358,6121169,"Oxygenmætning"," =",27.3,"pct",2
"Sortesø /001, Fyn","17.08.1992 12.00.00 +02:00","Vandløb",0.5,583515,6108993,"Oxygen indhold"," =",10.1,"mg/l",2
"Nymindestrømmen 3 - vandkemi","22.02.1996 12.00.00 +01:00","Vandløb",2.5,448779,6181626,"Oxygen indhold"," =",5.3,"mg/l",2
"ULVEDYBET - vandkemi","03.09.2002 12.00.00 +02:00","Vandløb",0.5,539589,6327186,"Oxygen indhold"," =",9.8,"mg/l",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","26.04.2011 12.00.00 +02:00","Vandløb",5.48,504515,6211704,"Oxygen indhold"," =",5.7,"mg/l",2
"SØGÅRD SØ (SYD, v. Vamdrup) - vandkemi","23.04.2002 12.00.00 +02:00","Vandløb",1.02,520785,6142631,"Oxygen indhold"," =",13.1,"mg/l",2
"RØDDING SØ, Vandkemi","08.08.2013 12.00.00 +02:00","Vandløb",1,530578,6261869,"Oxygen indhold"," =",6.1,"mg/l",2
"Engelsholm Sø - vandkemi","06.08.2013 12.00.00 +02:00","Vandløb",5,520069,6174893,"Oxygenmætning"," =",0,"pct",2
"Jels Oversø - vandkemi","25.05.1992 12.00.00 +02:00","Vandløb",0.2,515695,6136936,"Oxygen indhold"," =",14.8,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","31.05.2006 12.00.00 +02:00","Vandløb",31,552519,6218243,"Oxygenmætning"," =",45,"pct",2
"MES SØ, Vandkemi","20.09.2016 12.00.00 +02:00","Vandløb",0.2,509786,6201272,"Oxygen indhold"," =",10.31,"mg/l",3
"HUNO SØ Møn, kemi","13.08.1990 12.00.00 +02:00","Vandløb",1,725328,6098699,"Oxygen indhold"," =",7.3,"mg/l",2
"FURESØ, kemi","17.08.2022 12.00.00 +02:00","Vandløb",19,714083.9990448453,6189179.027232725,"Oxygenmætning","",10.7,"pct",1
"THORSØ, MIDT  THO1 - vandkemi","20.09.2007 12.00.00 +02:00","Vandløb",5,532734,6220120,"Oxygen indhold"," =",9.9,"mg/l",2
"Rudbøl Sø - vandkemi","12.09.2019 12.00.00 +02:00","Vandløb",0.2,484662,6083055,"Oxygenmætning"," =",72,"pct",3
"FURESØ, kemi","09.06.1994 12.00.00 +02:00","Vandløb",15.94,714084,6189179,"Oxygenmætning"," =",75.3,"pct",2
"Store Økssø - vandkemi","08.08.2019 12.00.00 +02:00","Vandløb",6,553034,6295933,"Oxygenmætning"," =",0.2,"pct",3
"TORP SØ","02.09.1999 12.00.00 +02:00","Vandløb",3.49,545640,6200822,"Oxygenmætning"," =",30.8,"pct",2
"Svanesø, MIDT","14.06.1995 12.00.00 +02:00","Vandløb",0.5,556984,6210253,"Oxygen indhold"," =",4.9,"mg/l",2
"Jels Nedersø - vandkemi","09.07.2007 12.00.00 +02:00","Vandløb",0.2,513937,6135204,"Oxygen indhold"," =",9.75,"mg/l",2
"Østerå Sø - vandkemi","20.05.2014 12.00.00 +02:00","Vandløb",2,555818,6320159,"Oxygenmætning"," =",109.3,"pct",2
"ALMINDSØ  ALM 1","23.09.1994 12.00.00 +02:00","Vandløb",13,534102,6222659,"Oxygenmætning"," =",10,"pct",2
"STUBBERGÅRD SØ, Vandkemi","30.01.1990 12.00.00 +01:00","Vandløb",8,495462,6253704,"Oxygen indhold"," =",13.7,"mg/l",2
"Gøttrup Sø - vandkemi","24.04.2012 12.00.00 +02:00","Vandløb",3,512913,6323214,"Oxygen indhold"," =",13.91,"mg/l",2
"Sandsøen - vandkemi","12.07.2011 12.00.00 +02:00","Vandløb",3,559962,6325360,"Oxygenmætning"," =",99,"pct",2
"78-soe-002/Rømø - vandkemi","22.05.2017 12.00.00 +02:00","Vandløb",3,467361,6107414,"Oxygenmætning"," =",88,"pct",3
"HVIDKILDE SØ /001","30.06.2022 12.00.00 +02:00","Vandløb",2.01,597396.0509870213,6103325.9557011565,"Oxygenmætning","",169.8397,"pct",2
"STRANDBY SØ - Kemi","17.08.1992 12.00.00 +02:00","Vandløb",1.5,684074,6070693,"Oxygenmætning"," =",97,"pct",2
"STUBBERGÅRD SØ, Vandkemi","22.06.2006 12.00.00 +02:00","Vandløb",8.5,495462,6253704,"Oxygen indhold"," =",0,"mg/l",2
"KIMMERSLEV SØ, kemi","25.08.2022 12.00.00 +02:00","Vandløb",1,688779.9998405922,6153065.003690881,"Oxygenmætning","",108,"pct",2
"HALD SØ, Vandkemi","26.05.2015 12.00.00 +02:00","Vandløb",26,520999,6247723,"Oxygen indhold"," =",8.8,"mg/l",2
"ESRUM SØ, kemi","08.06.1988 12.00.00 +02:00","Vandløb",2,711305,6213072,"Oxygen indhold"," =",10.3,"mg/l",2
"Strandsø nord for Harboslette - vandkemi","04.08.2015 12.00.00 +02:00","Vandløb",0.2,488376,6328885,"Oxygenmætning"," =",102.1,"pct",2
"VALLUM SØ, MIDT","28.09.1993 12.00.00 +01:00","Vandløb",0.2,594464,6249753,"Oxygenmætning"," =",75,"pct",2
"VEJLESØ, MIDT","19.05.2005 12.00.00 +02:00","Vandløb",0,717014,6190183,"Oxygenmætning"," =",107.7,"pct",2
"FURESØ, kemi","23.09.2010 12.00.00 +02:00","Vandløb",1,714084,6189179,"Oxygenmætning"," =",86,"pct",2
"BRYRUP LANGSØ,  BRY 1","15.06.2000 12.00.00 +02:00","Vandløb",2,532693,6208262,"Oxygenmætning"," =",112,"pct",2
"SØHOLM SØ /001","13.05.1997 12.00.00 +02:00","Vandløb",11,571863,6125861,"Oxygen indhold"," =",6.3,"mg/l",2
"MAGLESØ, kemi","02.08.2016 12.00.00 +02:00","Vandløb",5.9,669464,6168553,"Oxygenmætning"," =",0,"pct",3
"TYSTRUP SØ, kemi","29.07.2002 12.00.00 +02:00","Vandløb",12.23,663916,6137795,"Oxygenmætning"," =",71.4,"pct",2
"Kvie Sø - vandkemi","05.10.2021 12.00.00 +02:00","Vandløb",0.21,485559.0000121582,6175543.003664072,"Oxygen indhold"," =",9.72,"mg/l",2
"SLÅEN SØ - vandkemi","21.06.1989 12.00.00 +02:00","Vandløb",6,538285,6219967,"Oxygen indhold"," =",11.7,"mg/l",2
"BASTRUP SØ, kemi","20.03.2002 12.00.00 +01:00","Vandløb",5,704828,6190664,"Oxygen indhold"," =",13,"mg/l",2
"RUDKØBING MOSE","01.10.1990 12.00.00 +01:00","Vandløb",1.5,611170,6090005,"Oxygenmætning"," =",98,"pct",2
"SØLLERØD SØ, kemi","16.09.1991 12.00.00 +02:00","Vandløb",6.5,718410,6190956,"Oxygenmætning"," =",48.7,"pct",2
"ENSØ, Vandkemi","21.05.2024 12.00.00 +02:00","Vandløb",0.95,518718.9605561315,6199592.964411645,"Oxygenmætning","",80.9014,"pct",2
"SØBO SØ, vandkemi","07.07.2014 12.00.00 +02:00","Vandløb",5,576888,6118630,"Oxygenmætning"," =",3.6,"pct",2
"VEJLESØ, MIDT","05.08.1987 12.00.00 +02:00","Vandløb",1,717014,6190183,"Oxygenmætning"," =",94,"pct",2
"Skærsø - vandkemi","29.07.2002 12.00.00 +02:00","Vandløb",1.75,517419,6159693,"Oxygenmætning"," =",83.9,"pct",2
"Sø ved Kellerød, kemi","13.05.2024 12.00.00 +02:00","Vandløb",0.5,661465.9998638125,6138752.003713744,"Oxygen indhold","",20.1,"mg/l",2
"Østerå Sø - vandkemi","21.08.2017 12.00.00 +02:00","Vandløb",21,555818,6320159,"Oxygen indhold"," =",0,"mg/l",3
"NORS SØ - vandkemi","11.04.2011 12.00.00 +02:00","Vandløb",8,476319,6320842,"Oxygen indhold"," =",12.4,"mg/l",3
"FURESØ, kemi","09.03.2009 12.00.00 +01:00","Vandløb",29,714084,6189179,"Oxygen indhold"," =",13.1,"mg/l",2
"SNÆBUM SØ - vandkemi","13.06.2007 12.00.00 +02:00","Vandløb",14,539799,6278193,"Oxygen indhold"," =",4,"mg/l",2
"VIBORG NØRRESØ, Vandkemi","06.11.2013 12.00.00 +01:00","Vandløb",5,526649,6257983,"Oxygen indhold"," =",7.97,"mg/l",2
"SØHOLM SØ /001","08.10.2002 12.00.00 +02:00","Vandløb",7,571863,6125861,"Oxygen indhold"," =",7,"mg/l",2
"GAMBORG INDREFJORD AMT ST","26.06.2001 12.00.00 +02:00","Vandløb",0.2,550992,6145697,"Oxygenmætning"," =",152,"pct",2
"Hostrup Sø - vandkemi","13.06.2017 12.00.00 +02:00","Vandløb",5,527763,6090708,"Oxygen indhold"," =",8.72,"mg/l",3
"Fårup Sø - vandkemi","25.09.2018 12.00.00 +02:00","Vandløb",0.2,525369,6176393,"Oxygen indhold"," =",10.67,"mg/l",3
"INDFJORDEN, Vandkemi","04.05.2023 12.00.00 +02:00","Vandløb",0.19,451212.9492665278,6252060.022766161,"Oxygenmætning","",116.289,"pct",2
"Rosenlund Sø - vandkemi","19.05.2014 12.00.00 +02:00","Vandløb",5.5,544567,6334756,"Oxygenmætning"," =",0.9,"pct",2
"SNESERE SØ,TAPPERNØJE","07.06.2011 12.00.00 +02:00","Vandløb",1.01,687869,6117349,"Oxygen indhold"," =",11.06,"mg/l",2
"BORUP SØ ST AMT","29.04.2003 12.00.00 +02:00","Vandløb",1,687544,6154115,"Oxygen indhold"," =",14.5,"mg/l",2
"Engelsholm Sø - vandkemi","02.10.2025 12.00.00 +02:00","Vandløb",3,520120.01414932945,6174900.093317531,"Oxygen indhold","",10.12,"mg/l",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","22.04.2014 12.00.00 +02:00","Vandløb",0.2,504515,6211704,"Oxygen indhold"," =",10.8,"mg/l",2
"Grærup Sø - vandkemi","04.08.2016 12.00.00 +02:00","Vandløb",1,446339,6167148,"Oxygenmætning"," =",103.5,"pct",3
"FURESØ, kemi","27.06.2005 12.00.00 +02:00","Vandløb",30.75,714084,6189179,"Oxygenmætning"," =",102.1,"pct",2
"SØBO SØ, vandkemi","20.08.1997 12.00.00 +02:00","Vandløb",3.5,576888,6118630,"Oxygenmætning"," =",6,"pct",2
"Gråsten Slotssø - vandkemi","19.04.1990 12.00.00 +02:00","Vandløb",0.25,537772,6086237,"Oxygen indhold"," =",11.1,"mg/l",2
"STORE KATTINGE SØ, kemi","11.03.1992 12.00.00 +01:00","Vandløb",3,689552,6172212,"Oxygen indhold"," =",14.84,"mg/l",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","08.02.1995 12.00.00 +01:00","Vandløb",1,504515,6211704,"Oxygenmætning"," =",92,"pct",2
"BORUP SØ ST AMT","31.05.1995 12.00.00 +02:00","Vandløb",1,687544,6154115,"Oxygen indhold"," =",5.94,"mg/l",2
"FURESØEN STOREKALV AMT ST","07.05.1992 12.00.00 +02:00","Vandløb",3.05,715762,6190674,"Oxygen indhold"," =",10.4,"mg/l",2
"SØNDERSØ, kemi","02.12.2015 12.00.00 +01:00","Vandløb",6,710238,6186185,"Oxygenmætning"," =",94,"pct",1
"SORTSØ","11.09.1997 12.00.00 +02:00","Vandløb",1,723940,6100176,"Oxygenmætning"," =",89,"pct",2
"Smalby Sø vest - vandkemi","10.07.2023 12.00.00 +02:00","Vandløb",17.98,556944.9521302776,6329394.962657284,"Oxygen indhold","",0.0058,"mg/l",2
"OLLERUP SØ AMTST.1","01.07.1996 12.00.00 +02:00","Vandløb",0.5,594808,6103529,"Oxygen indhold"," =",9.4,"mg/l",2
"MØLLESØ, Falster, kemi","20.08.2003 12.00.00 +02:00","Vandløb",4.5,691301,6081685,"Oxygenmætning"," =",2,"pct",2
"STUBBERGÅRD SØ, Vandkemi","11.06.2009 12.00.00 +02:00","Vandløb",3.9,495462,6253704,"Oxygen indhold"," =",10,"mg/l",2
"UTTERSLEV MOSE, MIDT BASSIN","09.10.2019 12.00.00 +02:00","Vandløb",0.2,720231.9998057615,6180183.003862957,"Oxygen indhold","",12.94,"mg/l",1
"TRANEMOSE, Vandkemi","15.12.2021 12.00.00 +01:00","Vandløb",0.2,490178.0000082324,6264055.003539827,"Oxygen indhold"," =",12.9,"mg/l",2
"SVANHOLM SØ, Vandkemi","27.05.2020 12.00.00 +02:00","Vandløb",0.2,486550,6197247,"Oxygen indhold"," =",10.97,"mg/l",2
"TORUP SØ - vandkemi","19.07.1988 12.00.00 +02:00","Vandløb",0.9,526958,6208210,"Oxygen indhold"," =",11.8,"mg/l",2
"TYSTRUP SØ, kemi","19.06.2003 12.00.00 +02:00","Vandløb",15.24,663916,6137795,"Oxygen indhold"," =",4.16,"mg/l",2
"Stilling Solbjerg Sø, SYD FOR KOLLEN","02.07.1996 12.00.00 +02:00","Vandløb",3,565236,6213113,"Oxygenmætning"," =",101,"pct",2
"NORS SØ - vandkemi","25.01.2018 12.00.00 +01:00","Vandløb",9,476319,6320842,"Oxygen indhold"," =",13.85,"mg/l",3
"SNÆBUM SØ - vandkemi","10.07.2007 12.00.00 +02:00","Vandløb",14,539799,6278193,"Oxygen indhold"," =",0.1,"mg/l",2
"Sortesø /001, Fyn","03.06.1996 12.00.00 +02:00","Vandløb",1.5,583515,6108993,"Oxygenmætning"," =",44,"pct",2
"Jels Midtsø - vandkemi","17.04.2007 12.00.00 +02:00","Vandløb",5,514794,6136906,"Oxygen indhold"," =",8.9,"mg/l",2
"Arreskov Sø /004","08.11.2011 12.00.00 +01:00","Vandløb",2,583299,6113387,"Oxygen indhold"," =",9.9,"mg/l",2
"Rørbæk Sø - vandkemi","05.11.1991 12.00.00 +01:00","Vandløb",4.04,523097,6198608,"Oxygen indhold"," =",12,"mg/l",2
"LEMVIG SØ, Vandkemi","10.05.1990 12.00.00 +02:00","Vandløb",0.2,457993,6266836,"Oxygenmætning"," =",116,"pct",1
"Ulstrup Langsø - vandkemi","25.07.1991 12.00.00 +02:00","Vandløb",1,599932,6236803,"Oxygen indhold"," =",8.1,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","26.05.1998 12.00.00 +02:00","Vandløb",12,552519,6218243,"Oxygen indhold"," =",10.7,"mg/l",2
"NEDENSKOV SØ","09.09.1991 12.00.00 +02:00","Vandløb",6.5,542455,6207373,"Oxygen indhold"," =",4.9,"mg/l",2
"GLUMSØ SØ,GLUMSØ, kemi","30.08.1999 12.00.00 +02:00","Vandløb",1,670310,6136956,"Oxygenmætning"," =",174.5,"pct",2
"Torup Sø -  iltstation 1.1","10.09.2002 12.00.00 +02:00","Vandløb",3.99,526689,6208406,"Oxygenmætning"," =",51.2,"pct",2
"Vedsted Sø - vandkemi","18.09.2012 12.00.00 +02:00","Vandløb",0.2,523233,6116144,"Oxygen indhold"," =",9.11,"mg/l",2
"TORUP SØ - vandkemi","23.09.2003 12.00.00 +02:00","Vandløb",8.98,526958,6208210,"Oxygenmætning"," =",86,"pct",2
"AVNSØ  AVN 1","12.05.2016 12.00.00 +02:00","Vandløb",3.97,535619,6222193,"Oxygenmætning"," =",40.5,"pct",3
