"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"SØRUP SØ, Fyn /001","07.06.1999 12.00.00 +02:00","Vandløb",1,599779,6104178,"Oxygen indhold"," =",7.9,"mg/l",2
"RÆVSØ, MIDT","29.04.1987 12.00.00 +02:00","Vandløb",0,527614,6208973,"Oxygenmætning"," =",95,"pct",2
"BRYRUP LANGSØ,  BRY 1","19.09.2023 12.00.00 +02:00","Vandløb",0.18,532692.9999760212,6208263.038708844,"Oxygen indhold","",8.2767,"mg/l",2
"SKÅN SØ, Vandkemi","04.05.1999 12.00.00 +02:00","Vandløb",0.94,489508,6262774,"Oxygen indhold"," =",10.5,"mg/l",2
"Teglværkssø ved Nr. Nebel - vandkemi","30.06.2021 12.00.00 +02:00","Vandløb",0.2,455831.0000371778,6182993.003654021,"Oxygenmætning","",90.2,"pct",2
"Dybvad Sø dybeste sted - vandkemi","06.07.2017 12.00.00 +02:00","Vandløb",6,582563,6348382,"Oxygenmætning"," =",0,"pct",3
"Store Søgård Sø - vandkemi","05.07.2011 12.00.00 +02:00","Vandløb",0.2,528587,6087722,"Oxygen indhold"," =",9.78,"mg/l",2
"MOVSØ, Vandkemi","15.09.2015 12.00.00 +02:00","Vandløb",3,513946,6253458,"Oxygen indhold"," =",8.16,"mg/l",2
"VIBORG NØRRESØ, Vandkemi","06.07.2004 12.00.00 +02:00","Vandløb",6,526649,6257983,"Oxygen indhold"," =",12.3,"mg/l",2
"ØRNSØ  - vandkemi","04.07.1991 12.00.00 +02:00","Vandløb",5,532481,6223358,"Oxygenmætning"," =",73,"pct",2
"FURESØ, kemi","22.10.1992 12.00.00 +01:00","Vandløb",23,714084,6189179,"Oxygen indhold"," =",6.8,"mg/l",2
"SILKEBORG LANGSØ MIDT - Vandkemi","23.09.1992 12.00.00 +02:00","Vandløb",0.2,533774,6225525,"Oxygen indhold"," =",9.8,"mg/l",2
"MAGLESØ, kemi","13.08.2003 12.00.00 +02:00","Vandløb",3.04,669464,6168553,"Oxygen indhold"," =",7.89,"mg/l",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","26.04.2006 12.00.00 +02:00","Vandløb",4,504515,6211704,"Oxygenmætning"," =",98,"pct",1
"NATUR SØ 111-1","22.06.1994 12.00.00 +02:00","Vandløb",0.2,608160,6066844,"Oxygen indhold"," =",8.6,"mg/l",2
"SØHOLM SØ /001","08.01.1997 12.00.00 +01:00","Vandløb",8,571863,6125861,"Oxygen indhold"," =",8.9,"mg/l",2
"KIMMERSLEV SØ, kemi","10.06.2010 12.00.00 +02:00","Vandløb",1,688780,6153065,"Oxygenmætning"," =",82,"pct",2
"SØHOLM SØ /001","01.07.1999 12.00.00 +02:00","Vandløb",13,571863,6125861,"Oxygen indhold"," =",2,"mg/l",2
"Arreskov Sø /004","12.03.1997 12.00.00 +01:00","Vandløb",0.2,583299,6113387,"Oxygen indhold"," =",11.4,"mg/l",2
"NEDENSKOV SØ","05.11.2003 12.00.00 +01:00","Vandløb",0.26,542455,6207373,"Oxygenmætning"," =",95.4,"pct",2
"MAGLESØ, kemi","26.10.2005 12.00.00 +02:00","Vandløb",5.11,669464,6168553,"Oxygenmætning"," =",85.8,"pct",2
"ULSE SØ, kemi","19.06.1996 12.00.00 +02:00","Vandløb",8.98,691219,6132094,"Oxygenmætning"," =",31,"pct",2
"HALD SØ, Vandkemi","08.06.2021 12.00.00 +02:00","Vandløb",18,520998.9999823817,6247723.00356321,"Oxygen indhold"," =",8.9,"mg/l",2
"Fjellerup Sø /001, vandkemi, sediment","03.07.2000 12.00.00 +02:00","Vandløb",1,600420,6121973,"Oxygenmætning"," =",148,"pct",2
"RØGBØLLE SØ, NORDB","11.03.1992 12.00.00 +01:00","Vandløb",1,665547,6067368,"Oxygenmætning"," =",112,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","25.05.2010 12.00.00 +02:00","Vandløb",20.99,552519,6218243,"Oxygen indhold"," =",10.3,"mg/l",2
"MOSSØ - vandkemi","03.06.1992 12.00.00 +02:00","Vandløb",19,549550,6210472,"Oxygen indhold"," =",6.8,"mg/l",2
"GUNDSØMAGLE SØ ST AMT","05.05.1986 12.00.00 +02:00","Vandløb",1.8,700368,6180364,"Oxygen indhold"," =",14,"mg/l",2
"SØTORUP SØ, kemi","11.06.2002 12.00.00 +02:00","Vandløb",1.04,689419,6132094,"Oxygen indhold"," =",10.16,"mg/l",2
"SANKT JØRGENSSØ SYD-BAS, kemi","17.03.2020 12.00.00 +01:00","Vandløb",0.2,723665.9998027799,6175816.003869181,"Oxygenmætning","",102.8,"pct",1
"FURESØ, kemi","22.04.1999 12.00.00 +02:00","Vandløb",6,714084,6189179,"Oxygenmætning"," =",97.1,"pct",2
"HEJREDE SØ, MARIBO","03.08.1993 12.00.00 +02:00","Vandløb",0.2,666920,6068978,"Oxygen indhold"," =",13.2,"mg/l",2
"SORØ SØ ST.1, HOVEDSTATIONEN","22.06.2017 12.00.00 +02:00","Vandløb",8.05,661416,6145195,"Oxygen indhold"," =",5.95,"mg/l",3
"DALBY SØ","31.01.1996 12.00.00 +01:00","Vandløb",0.5,689859,6152954,"Oxygen indhold"," =",9.6,"mg/l",2
"HAMPEN SØ, Vandkemi","30.04.1996 12.00.00 +02:00","Vandløb",7,524669,6208043,"Oxygenmætning"," =",119,"pct",2
"Nysø v. Slagelse","09.05.2016 12.00.00 +02:00","Vandløb",0.23,652390,6139342,"Oxygenmætning"," =",116.47,"pct",3
"Hopsø (Genner Bugt) - vandkemi","18.08.2005 12.00.00 +02:00","Vandløb",0.9,530965,6109825,"Oxygen indhold"," =",7.97,"mg/l",2
"SØBYLEJET 9, Vandkemi","28.07.2009 12.00.00 +02:00","Vandløb",4.26,505674,6210216,"Oxygen indhold"," =",8.2,"mg/l",1
"Nørresø, Fyn /001, vandkemi, sediment","06.05.1992 12.00.00 +02:00","Vandløb",2.5,587917,6112007,"Oxygen indhold"," =",12,"mg/l",2
"SVANHOLM SØ, Vandkemi","11.06.2014 12.00.00 +02:00","Vandløb",0.2,486550,6197247,"Oxygenmætning"," =",134.2,"pct",2
"STORE HULSØ, kemi","12.09.1990 12.00.00 +02:00","Vandløb",1,715003,6186832,"Oxygen indhold"," =",7.2,"mg/l",2
"ØRNSØ  - vandkemi","24.06.1992 12.00.00 +02:00","Vandløb",9,532481,6223358,"Oxygen indhold"," =",0.4,"mg/l",2
"SANKT JØRGENSSØ SYD-BAS, kemi","05.07.2010 12.00.00 +02:00","Vandløb",0.2,723666,6175816,"Oxygen indhold"," =",11,"mg/l",1
"GLENSTRUP SØ - vandkemi","04.09.1979 12.00.00 +01:00","Vandløb",14,552405,6272687,"Oxygen indhold"," =",10.9,"mg/l",2
"SØNDERBY SØ ST AMT","06.09.2000 12.00.00 +02:00","Vandløb",3,561030,6122153,"Oxygen indhold"," =",8.6,"mg/l",2
"Borremose, Krabbes mose, kemi","24.09.1997 12.00.00 +02:00","Vandløb",0.5,688449,6080264,"Oxygen indhold"," =",7.9,"mg/l",2
"Ulstrup Langsø - vandkemi","03.09.1991 12.00.00 +02:00","Vandløb",8.5,599932,6236803,"Oxygen indhold"," =",0.2,"mg/l",2
"BASTRUP AMT ST","15.05.2006 12.00.00 +02:00","Vandløb",1,634899,6167259,"Oxygen indhold"," =",5.26,"mg/l",2
"Fønix Sø /001","09.06.2020 12.00.00 +02:00","Vandløb",0.2,598288,6132928,"Oxygenmætning"," =",117.2,"pct",2
"Langesø /002","14.05.1996 12.00.00 +02:00","Vandløb",2,575712,6143790,"Oxygenmætning"," =",137,"pct",2
"Arreskov Sø /004","16.05.1991 12.00.00 +02:00","Vandløb",1,583299,6113387,"Oxygenmætning"," =",107,"pct",2
"TORUP SØ - vandkemi","18.07.1995 12.00.00 +02:00","Vandløb",2,526958,6208210,"Oxygenmætning"," =",161,"pct",2
"BØLLING SØ, Vandkemi","07.06.2018 12.00.00 +02:00","Vandløb",1.2,523326,6226024,"Oxygen indhold"," =",7.18,"mg/l",3
"NORS SØ - vandkemi","05.07.2005 12.00.00 +02:00","Vandløb",4,476319,6320842,"Oxygen indhold"," =",9.5,"mg/l",2
"MES SØ, Vandkemi","25.08.2010 12.00.00 +02:00","Vandløb",1,509786,6201272,"Oxygenmætning"," =",77,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","16.07.2018 12.00.00 +02:00","Vandløb",28,552519,6218243,"Oxygen indhold"," =",0,"mg/l",3
"Stallerup Sø - vandkemi","22.06.1995 12.00.00 +02:00","Vandløb",0.2,526538,6153355,"Oxygenmætning"," =",140,"pct",2
"SANKT JØRGENSSØ SYD-BAS, kemi","06.07.2022 12.00.00 +02:00","Vandløb",4,723665.9998097564,6175816.003647683,"Oxygenmætning","",9,"pct",2
"FURESØ, kemi","13.07.2006 12.00.00 +02:00","Vandløb",9,714084,6189179,"Oxygen indhold"," =",6.1,"mg/l",2
"TYSTRUP SØ, kemi","08.04.2002 12.00.00 +02:00","Vandløb",5.07,663916,6137795,"Oxygenmætning"," =",96.1,"pct",2
"Sortesø /001, Fyn","13.06.2007 12.00.00 +02:00","Vandløb",0.5,583515,6108993,"Oxygenmætning"," =",30,"pct",2
"Rørbæk Sø - vandkemi","11.04.2007 12.00.00 +02:00","Vandløb",2,523097,6198608,"Oxygenmætning"," =",102.8,"pct",2
"GJORSLEV MØLLESØ, kemi","21.07.1992 12.00.00 +02:00","Vandløb",4.5,714654,6141325,"Oxygenmætning"," =",22,"pct",2
"HARBOØRE FJORD, Vandkemi","20.05.2015 12.00.00 +02:00","Vandløb",0.6,449077,6277198,"Oxygenmætning"," =",93.8,"pct",2
"TEBSTRUP SØ","25.01.1989 12.00.00 +01:00","Vandløb",12,554540,6201824,"Oxygen indhold"," =",12.1,"mg/l",2
"BASTRUP SØ, kemi","20.09.1995 12.00.00 +02:00","Vandløb",4,704828,6190664,"Oxygenmætning"," =",91,"pct",2
"FURESØ, kemi","14.11.1991 12.00.00 +01:00","Vandløb",2.09,714084,6189179,"Oxygenmætning"," =",80,"pct",2
"SØNDERSUND, Vandkemi","11.09.2025 12.00.00 +02:00","Vandløb",0.6,452506.02454119694,6250739.076746168,"Oxygen indhold","",4.65,"mg/l",2
"ESRUM SØ, kemi","29.06.1998 12.00.00 +02:00","Vandløb",18,711305,6213072,"Oxygen indhold"," =",4.3,"mg/l",2
"ABORRE SØ, kemi","13.06.1994 12.00.00 +02:00","Vandløb",3.5,725683,6098241,"Oxygenmætning"," =",108,"pct",2
"KRANSMOSE, Vandkemi","07.07.2015 12.00.00 +02:00","Vandløb",2.5,517509,6251173,"Oxygen indhold"," =",4.23,"mg/l",2
"SMØRMOSE - vandkemi","14.02.2002 12.00.00 +01:00","Vandløb",0.2,586416,6251014,"Oxygen indhold"," =",11.9,"mg/l",2
"SØNDERSØ, kemi","05.05.1993 12.00.00 +02:00","Vandløb",6,710238,6186185,"Oxygen indhold"," =",9.4,"mg/l",2
"SØHOLM SØ /001","05.09.2024 12.00.00 +02:00","Vandløb",1.02,571863.0491656138,6125860.9812944615,"Oxygen indhold","",11.11,"mg/l",2
"FURESØ, kemi","19.08.2019 12.00.00 +02:00","Vandløb",7,714084,6189179,"Oxygenmætning"," =",96,"pct",3
"SØTORUP SØ, kemi","15.08.1995 12.00.00 +02:00","Vandløb",15.03,689419,6132094,"Oxygenmætning"," =",2,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","03.08.2005 12.00.00 +02:00","Vandløb",9,552519,6218243,"Oxygen indhold"," =",1.4,"mg/l",2
"SØNDERSØ, kemi","10.03.2025 12.00.00 +01:00","Vandløb",4,710237.9998219841,6186185.0036392715,"Oxygenmætning","",116,"pct",2
"TORUP SØ - vandkemi","16.09.1992 12.00.00 +02:00","Vandløb",1,526958,6208210,"Oxygen indhold"," =",9.3,"mg/l",2
"Sø 265 - vandkemi","27.11.2008 12.00.00 +01:00","Vandløb",2,525342,6091577,"Oxygen indhold"," =",11.9,"mg/l",2
"Langesø /002","06.08.2019 12.00.00 +02:00","Vandløb",3,575712,6143790,"Oxygenmætning"," =",3.8,"pct",3
"BLIDSØ","19.06.2024 12.00.00 +02:00","Vandløb",6.5,541415.9841706004,6211641.99806664,"Oxygenmætning","",0,"pct",2
"Rørbæk Sø - vandkemi","06.11.1989 12.00.00 +01:00","Vandløb",6,523097,6198608,"Oxygen indhold"," =",9.8,"mg/l",2
"VANDVÆRKS MOSE AMT ST","15.09.1998 12.00.00 +02:00","Vandløb",1,648624,6077694,"Oxygen indhold"," =",4.1,"mg/l",2
"MAGLESØ, kemi","17.06.2010 12.00.00 +02:00","Vandløb",0.2,669464,6168553,"Oxygenmætning"," =",104,"pct",2
"FURESØ, kemi","10.01.2019 12.00.00 +01:00","Vandløb",15,714084,6189179,"Oxygen indhold"," =",12.3,"mg/l",3
"SØ VED KÆRBALLEGÅRD, Vandkemi","26.09.2007 12.00.00 +02:00","Vandløb",0.2,500941,6200735,"Oxygenmætning"," =",92.7,"pct",2
"Skjoldnæsholm Gårdsø, kemi","01.04.2003 12.00.00 +02:00","Vandløb",2.02,680216,6157969,"Oxygen indhold"," =",12.8,"mg/l",2
"UGLEDIGE SØ,MERN","05.11.2013 12.00.00 +01:00","Vandløb",1.02,691649,6106854,"Oxygenmætning"," =",4.76,"pct",1
"CHRISTIANSHØJ GRUSGRAV","01.07.2003 12.00.00 +02:00","Vandløb",5.5,708273,6187447,"Oxygen indhold"," =",3,"mg/l",2
"Vejlen, Tåsinge /001","11.08.1998 12.00.00 +02:00","Vandløb",0.5,598488,6095353,"Oxygen indhold"," =",7.8,"mg/l",2
"FURESØ, kemi","30.04.1998 12.00.00 +02:00","Vandløb",24,714084,6189179,"Oxygenmætning"," =",105,"pct",2
"ENSØ, Vandkemi","11.08.1999 12.00.00 +02:00","Vandløb",2.02,518719,6199593,"Oxygenmætning"," =",95.9,"pct",1
"TORUP SØ - vandkemi","28.07.2003 12.00.00 +02:00","Vandløb",4,526958,6208210,"Oxygenmætning"," =",0,"pct",2
"SNESERE SØ,TAPPERNØJE","02.05.2011 12.00.00 +02:00","Vandløb",3.02,687869,6117349,"Oxygenmætning"," =",104.48,"pct",2
"NORS SØ - vandkemi","25.09.2003 12.00.00 +02:00","Vandløb",11,476319,6320842,"Oxygen indhold"," =",9.7,"mg/l",2
"Fønix Sø /001","12.06.2014 12.00.00 +02:00","Vandløb",5,598288,6132928,"Oxygenmætning"," =",96.2,"pct",2
"BORBJERG MØLLESØ, Vandkemi","21.11.2011 12.00.00 +01:00","Vandløb",0.2,485144,6251534,"Oxygenmætning"," =",128,"pct",2
"HJULBY SØ AMTST.1","09.06.2008 12.00.00 +02:00","Vandløb",0.2,610959,6132589,"Oxygen indhold"," =",13.2,"mg/l",2
"Heilskov Sø - vandkemi","23.06.2016 12.00.00 +02:00","Vandløb",1,519059,6162190,"Oxygen indhold"," =",9.75,"mg/l",3
"GRANE LANGSØ, MIDT","17.03.1994 12.00.00 +01:00","Vandløb",4,528200,6208143,"Oxygenmætning"," =",130,"pct",2
"KNUD SØ, ØST - Kemistation","02.03.1982 12.00.00 +01:00","Vandløb",14,547982,6217718,"Oxygen indhold"," =",10,"mg/l",2
"VIBORG NØRRESØ, Vandkemi","08.08.2013 12.00.00 +02:00","Vandløb",7,526649,6257983,"Oxygenmætning"," =",38,"pct",2
"HALD SØ, Vandkemi","05.02.1985 12.00.00 +01:00","Vandløb",28,520999,6247723,"Oxygen indhold"," =",0.8,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","07.06.2019 12.00.00 +02:00","Vandløb",6.05,532693,6208262,"Oxygen indhold"," =",4.7,"mg/l",3
"SKÅN SØ, Vandkemi","24.06.1992 12.00.00 +02:00","Vandløb",0.2,489508,6262774,"Oxygen indhold"," =",10,"mg/l",1
"VIBORG SØNDERMOSE, Vandkemi","14.07.2016 12.00.00 +02:00","Vandløb",2.5,525169,6253515,"Oxygen indhold"," =",6.48,"mg/l",3
"LØVENHOLM LANGSØ,NORDBASS-LØV2","09.09.2015 12.00.00 +02:00","Vandløb",4.01,592105,6257551,"Oxygenmætning"," =",34,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","07.09.2017 12.00.00 +02:00","Vandløb",2,504515,6211704,"Oxygen indhold"," =",9.12,"mg/l",3
"Dybesø - KEMI","20.07.2006 12.00.00 +02:00","Vandløb",1.04,671409,6205451,"Oxygenmætning"," =",145.3,"pct",2
"VESTERBORG SØ, kemi","02.04.1997 12.00.00 +02:00","Vandløb",0.2,645924,6082133,"Oxygen indhold"," =",7.35,"mg/l",2
"FURESØ, kemi","25.11.1992 12.00.00 +01:00","Vandløb",31.88,714084,6189179,"Oxygen indhold"," =",10.8,"mg/l",2
"KLEJTRUP SØ - vandkemi","23.07.1997 12.00.00 +02:00","Vandløb",0.2,539809,6272673,"Oxygen indhold"," =",12.6,"mg/l",2
"Karlsgårde Sø - vandkemi","19.04.2006 12.00.00 +02:00","Vandløb",3,473785,6167046,"Oxygen indhold"," =",7.22,"mg/l",2
"SØHOLM SØ /001","03.05.1993 12.00.00 +02:00","Vandløb",3,571863,6125861,"Oxygenmætning"," =",107,"pct",2
"BYGHOLM SØ ST.95","23.05.2013 12.00.00 +02:00","Vandløb",2.01,550329,6191820,"Oxygen indhold"," =",8.3,"mg/l",2
"Kastelsgraven, vestlige del","14.06.2018 12.00.00 +02:00","Vandløb",1,725755,6177490,"Oxygenmætning"," =",16.4,"pct",1
"Kringelrøn Sø (9-soe-0042) - vandkemi","25.07.2024 12.00.00 +02:00","Vandløb",0.15,620170.050504873,6344978.986243721,"Oxygen indhold","",4.96,"mg/l",2
"Stilling Solbjerg Sø, SYD FOR KOLLEN","26.09.1991 12.00.00 +02:00","Vandløb",0.2,565236,6213113,"Oxygen indhold"," =",9.9,"mg/l",2
"FURESØ, kemi","05.07.1989 12.00.00 +02:00","Vandløb",33,714084,6189179,"Oxygen indhold"," =",3.9,"mg/l",2
"FURESØ, kemi","17.07.2023 12.00.00 +02:00","Vandløb",18.16,714084.4349960297,6189178.677114806,"Oxygenmætning","",43.804,"pct",2
"Vælddam - vandkemi","10.07.2017 12.00.00 +02:00","Vandløb",0.2,556314,6084042,"Oxygenmætning"," =",87.6,"pct",3
"SØHOLM SØ /001","06.11.2000 12.00.00 +01:00","Vandløb",9,571863,6125861,"Oxygenmætning"," =",69,"pct",2
"FURESØ, kemi","08.09.1999 12.00.00 +02:00","Vandløb",12,714084,6189179,"Oxygenmætning"," =",10.9,"pct",2
"GRAVLEV SØ - vandkemi","15.10.2002 12.00.00 +02:00","Vandløb",0.2,550308,6300347,"Oxygen indhold"," =",10.2,"mg/l",2
"SØBYLEJET 34, Vandkemi","22.07.2024 12.00.00 +02:00","Vandløb",0.22,505247.9638600984,6208024.928344496,"Oxygenmætning","",98.852,"pct",2
"Engelsholm Sø - vandkemi","22.05.2023 12.00.00 +02:00","Vandløb",5.047045,520068.9999653063,6174893.007530112,"Oxygenmætning","",20.30239,"pct",2
"Varnæs Skovsø - vandkemi","01.12.2009 12.00.00 +01:00","Vandløb",5.5,538213,6098471,"Oxygen indhold"," =",0.3,"mg/l",2
"SØHOLM SØ /001","25.09.2000 12.00.00 +02:00","Vandløb",0.2,571863,6125861,"Oxygen indhold"," =",10.4,"mg/l",2
"Engelsholm Sø - vandkemi","14.12.2004 12.00.00 +01:00","Vandløb",0.2,520069,6174893,"Oxygenmætning"," =",80.3,"pct",2
"Nørresø, Fyn /001, vandkemi, sediment","24.10.1989 12.00.00 +01:00","Vandløb",1.5,587917,6112007,"Oxygenmætning"," =",88,"pct",2
"SKALLERUND, Vandkemi","06.05.2008 12.00.00 +02:00","Vandløb",0.6,521667,6227256,"Oxygen indhold"," =",10.16,"mg/l",1
"RAVNSØ, MIDT -- RAV1 - vandkemi","09.07.2024 12.00.00 +02:00","Vandløb",10.52,552519.0274697327,6218242.98182966,"Oxygenmætning","",51.32,"pct",2
"Rørbæk Sø - vandkemi","18.06.1998 12.00.00 +02:00","Vandløb",2.08,523097,6198608,"Oxygen indhold"," =",9.6,"mg/l",2
"GØDSTRUP SØ, Vandkemi","04.06.2013 12.00.00 +02:00","Vandløb",2.3,494267,6223446,"Oxygenmætning"," =",70.5,"pct",2
"SALTEN LANGSØ , MIDT --SAL2","09.05.2007 12.00.00 +02:00","Vandløb",8,539846,6213393,"Oxygen indhold"," =",9.8,"mg/l",2
"Store Søgård Sø - vandkemi","28.07.1997 12.00.00 +02:00","Vandløb",1.02,528587,6087722,"Oxygen indhold"," =",8.1,"mg/l",2
"HAMPEN SØ, Vandkemi","07.07.2010 12.00.00 +02:00","Vandløb",4.28,524669,6208043,"Oxygen indhold"," =",9,"mg/l",2
"NEDENSKOV SØ","09.07.2019 12.00.00 +02:00","Vandløb",1.06,542455,6207373,"Oxygenmætning"," =",101.4,"pct",3
"Vedsted Sø - vandkemi","08.09.1999 12.00.00 +02:00","Vandløb",0.2,523233,6116144,"Oxygen indhold"," =",10.8,"mg/l",2
"SØ VEST FOR MOVSØ, Vandkemi","07.06.2023 12.00.00 +02:00","Vandløb",0.2,513230.9999772028,6253491.007308409,"Oxygenmætning","",76.3476,"pct",2
"VOMME SØ ST 2 AMT","30.06.1999 12.00.00 +02:00","Vandløb",2,603570,6133607,"Oxygenmætning"," =",108,"pct",2
"TYSTRUP SØ, kemi","09.09.1998 12.00.00 +02:00","Vandløb",0,663916,6137795,"Oxygen indhold"," =",8.7,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","20.04.1995 12.00.00 +02:00","Vandløb",4,532693,6208262,"Oxygen indhold"," =",13.5,"mg/l",2
"TISSØ, kemi","10.08.1994 12.00.00 +02:00","Vandløb",5.02,644295,6162469,"Oxygen indhold"," =",7.1,"mg/l",2
"ORMSTRUP SØ, Vandkemi","16.06.2025 12.00.00 +02:00","Vandløb",4.67,539806.9808758181,6242577.947116264,"Oxygen indhold","",0.01,"mg/l",2
"JULSØ - JUL1 - vandkemi","01.07.1999 12.00.00 +02:00","Vandløb",1,542593,6219335,"Oxygen indhold"," =",9.3,"mg/l",2
"EJSTRUP SØ, Vandkemi","07.05.1991 12.00.00 +02:00","Vandløb",0.6,517246,6205491,"Oxygen indhold"," =",11.4,"mg/l",2
"HALD SØ, Vandkemi","11.08.2021 12.00.00 +02:00","Vandløb",16,520998.9999823817,6247723.00356321,"Oxygen indhold"," =",2.2,"mg/l",2
"ØRSLEVKLOSTER SØ, Vandkemi","14.05.2008 12.00.00 +02:00","Vandløb",1.59,516259,6272943,"Oxygenmætning"," =",148,"pct",2
"TISSØ, kemi","27.09.2023 12.00.00 +02:00","Vandløb",4,644296.9681225084,6162472.054409732,"Oxygenmætning","",87.7307,"pct",2
"LOLDRUP SØ, Vandkemi","13.04.2005 12.00.00 +02:00","Vandløb",2.5,527689,6260763,"Oxygen indhold"," =",13.2,"mg/l",2
"Keldsnor /001, vandkemi, sediment","13.10.2011 12.00.00 +02:00","Vandløb",0.2,609890,6065908,"Oxygen indhold"," =",10.8,"mg/l",2
"FURESØ, kemi","27.09.2007 12.00.00 +02:00","Vandløb",27,714084,6189179,"Oxygenmætning"," =",52,"pct",2
"GJORSLEV MØLLESØ, kemi","07.04.1988 12.00.00 +02:00","Vandløb",0.2,714654,6141325,"Oxygen indhold"," =",11,"mg/l",2
"Troels sø/001","14.12.1992 12.00.00 +01:00","Vandløb",2,595296,6130930,"Oxygenmætning"," =",92,"pct",2
"HORNUM SØ - vandkemi","11.10.2011 12.00.00 +02:00","Vandløb",1,545563,6306744,"Oxygenmætning"," =",95.7,"pct",2
"RØGBØLLE SØ, SYDB, kemi","06.05.1991 12.00.00 +02:00","Vandløb",2,666003,6065651,"Oxygen indhold"," =",11.5,"mg/l",2
"NATUR SØ 111-1","14.07.1994 12.00.00 +02:00","Vandløb",0.5,608160,6066844,"Oxygenmætning"," =",4,"pct",2
"TANG SØ, Vandkemi","01.08.1991 12.00.00 +02:00","Vandløb",1.3,453846,6251739,"Oxygen indhold"," =",8.9,"mg/l",2
"Store Søgård Sø - vandkemi","02.08.2016 12.00.00 +02:00","Vandløb",1,528587,6087722,"Oxygenmætning"," =",97.2,"pct",3
"KRAFTVÆRKSSØEN, Holtbjerg Sø, Vandkemi","16.11.2010 12.00.00 +01:00","Vandløb",1.19,500173,6220183,"Oxygenmætning"," =",99,"pct",2
"Bønstrup Sø - vandkemi","08.07.1996 12.00.00 +02:00","Vandløb",0.5,518454,6143461,"Oxygenmætning"," =",103,"pct",2
"SØHOLM SØ /001","06.09.1993 12.00.00 +02:00","Vandløb",3,571863,6125861,"Oxygen indhold"," =",9.5,"mg/l",2
"HEJREDE SØ, MARIBO","09.01.1990 12.00.00 +01:00","Vandløb",1,666920,6068978,"Oxygen indhold"," =",11.7,"mg/l",2
"HALD SØ, Vandkemi","22.08.2011 12.00.00 +02:00","Vandløb",16.41,520999,6247723,"Oxygen indhold"," =",2.2,"mg/l",2
"SØBYLEJET 31, MELDGÅRD SØ, Vandkemi","22.04.2009 12.00.00 +02:00","Vandløb",8.56,506525,6207743,"Oxygen indhold"," =",10.4,"mg/l",1
"Furesø-3008","10.08.2006 12.00.00 +02:00","Vandløb",29,714066,6188134,"Oxygen indhold"," =",7.8,"mg/l",1
"TYSTRUP SØ, kemi","23.07.1996 12.00.00 +02:00","Vandløb",8.02,663916,6137795,"Oxygen indhold"," =",8.4,"mg/l",2
"Damhussøen - KEMI","02.03.2022 12.00.00 +01:00","Vandløb",1,718516.0057134543,6175583.99296342,"Oxygen indhold","",18.25,"mg/l",1
"NORS SØ - vandkemi","24.02.2010 12.00.00 +01:00","Vandløb",0.2,476319,6320842,"Oxygen indhold"," =",13.1,"mg/l",3
"EMDRUP SØ AMTST","30.05.2017 12.00.00 +02:00","Vandløb",2.6,723176,6180953,"Oxygenmætning"," =",11.6,"pct",1
"SOLBJERG ENGSØ, kemi","21.09.1995 12.00.00 +02:00","Vandløb",0.5,702841,6210370,"Oxygen indhold"," =",7.3,"mg/l",2
"HALD SØ, Vandkemi","14.04.2008 12.00.00 +02:00","Vandløb",8.35,520999,6247723,"Oxygenmætning"," =",107,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","22.09.2020 12.00.00 +02:00","Vandløb",18.01,552519,6218243,"Oxygen indhold"," =",1.3,"mg/l",2
"HAMPEN SØ, Vandkemi","16.09.1992 12.00.00 +02:00","Vandløb",6,524669,6208043,"Oxygen indhold"," =",10.4,"mg/l",2
"FURESØ, kemi","05.04.1990 12.00.00 +02:00","Vandløb",17,714084,6189179,"Oxygenmætning"," =",101.8,"pct",2
"DØNNERUP 56 AMT ST","12.09.2006 12.00.00 +02:00","Vandløb",0,653014,6167468,"Oxygenmætning"," =",96.8,"pct",2
"ÅST SØ AMT ST","09.08.2006 12.00.00 +02:00","Vandløb",1.17,514418,6176830,"Oxygen indhold"," =",6,"mg/l",2
"SØNDERBY SØ ST AMT","01.04.2004 12.00.00 +02:00","Vandløb",5,561030,6122153,"Oxygen indhold"," =",12,"mg/l",2
"SARUP SØ ST AMT","13.04.2000 12.00.00 +02:00","Vandløb",1,567954,6118169,"Oxygen indhold"," =",10.4,"mg/l",2
"BRASSØ, BRA 1","05.09.2024 12.00.00 +02:00","Vandløb",12.96,536232.0153386767,6221992.010811567,"Oxygen indhold","",5.6115,"mg/l",2
"NORS SØ - vandkemi","23.10.2006 12.00.00 +02:00","Vandløb",12,476319,6320842,"Oxygen indhold"," =",9.3,"mg/l",2
"STUBBE SØ kemi","23.11.1989 12.00.00 +01:00","Vandløb",1.5,715013,6168533,"Oxygen indhold"," =",12.5,"mg/l",2
