"StedID","Stedtekst","Medie","Vandområde","Dato","Prøvetype","Målested, x-koordinat","Målested, y-koordinat","Dybde (m)","Faktiske dybder (m)","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
99360004,"2SM SSV for Fakse Ladeplads","Marin","Fakse Bugt, Stevns","10.06.2009 12.00.00 +02:00","Enkeltprøve",700784.3343800118,6119619.970617819,1,"1","Total","Nitrogen,total N"," =",218,"µg/l",9999999,NA,3
94230021,"6910010","Marin","Seden Strand","18.10.1978 12.00.00 +01:00","Enkeltprøve",593433.3332085379,6148588.4298145585,0.2,"0,2","Ej oplyst","Nitrit+nitrat-N"," =",125,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","16.09.2002 12.00.00 +02:00","Enkeltprøve",581838.1875286661,6224086.487251099,14,"14","Ej oplyst","Phosphor, total-P"," =",59,"µg/l",9999999,NA,2
97000004,"Marin vest","Marin","Øresund","10.01.2024 12.00.00 +01:00","Blandingsprøve",729217.0813450343,6176994.053908923,5.333333333333333,"1; 5; 10","Total","Trichlorethylen","<",0.02,"µg/l",0.02,NA,1
93720009,"Hjarbæk Fjord","Marin","Hjarbæk Fjord","01.08.2011 12.00.00 +02:00","Enkeltprøve",517960.8981536935,6272435.675257136,4.7,"4,7","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",51,"µg/l",9999999,NA,3
91330001,"Vesterhavet","Marin","Ringkøbing Fjord-Nymindegab","25.06.2008 12.00.00 +02:00","Enkeltprøve",444341.66090209706,6202728.645122723,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",93,"µg/l",9999999,NA,3
96700016,"6700009","Marin","Storebælt, Vest","09.03.1987 12.00.00 +01:00","Enkeltprøve",607092.4447781707,6164659.936199923,0.75,"0,75","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",27.99,"mg/(m3*h)",9999999,NA,1
93800001,"Læsø rende","Marin","Kattegat, Aalborg Bugt, Nord","26.02.2003 12.00.00 +01:00","Enkeltprøve",602582.0990963147,6342040.777387279,15,"15","Total","Ammoniak+ammonium-N"," =",13,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","27.11.1986 12.00.00 +01:00","Blandingsprøve",581910.8851339666,6224076.743542445,2.5,"2,5","Ej oplyst","Chlorophyl (ukorrigeret)"," =",2.3,"µg/l",9999999,NA,2
93100002,"310 Hesselø Bugt, øst, åbne del","Marin","Kattegat, Hesselø Bugt, Øst","14.05.2007 12.00.00 +02:00","Enkeltprøve",705480.771313327,6228334.9932003,1,"1","Total","pH"," =",7.96,"pH",9999999,NA,2
93210005,"321 Isefjord Yderbredning","Marin","Isefjord Yderbredning","13.03.2000 12.00.00 +01:00","Enkeltprøve",674957.5952369425,6194700.55663449,9,"9","Partikelbundet - fra filteret","Chlorophyl A"," =",1.2,"µg/l",9999999,NA,2
93740017,"Hjarbæk Fjord","Marin","Hjarbæk Fjord","10.02.2005 12.00.00 +01:00","Enkeltprøve",517884.5139611584,6273548.446430428,1,"1","Total","Nitrogen,total N"," =",1200,"µg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","22.08.1977 12.00.00 +01:00","Enkeltprøve",590791.3435346179,6098981.632767737,5,"5","Ej oplyst","Oxygen indhold"," =",10,"mg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","20.05.2025 12.00.00 +02:00","Enkeltprøve",590791.3434540165,6098981.636734587,1,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",3,"µg/l",3,NA,2
93740007,"VIB3727-00001","Marin","Skive Fjord","06.05.2002 12.00.00 +02:00","Enkeltprøve",504622.7791804734,6275164.170489838,4.1,"4,1","Opløst - filtrat fra filtrering","Silicium"," =",590,"µg/l",9999999,NA,2
95600002,"6300043","Marin","Lillebælt, Syd","20.10.2011 12.00.00 +02:00","Enkeltprøve",574303.8888723827,6095163.58280598,33.6,"33,6","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",33,"µg/l",9999999,NA,3
93220004,"322 Roskilde Fjord","Marin","Frederiksværk Bredning","14.02.2000 12.00.00 +01:00","Enkeltprøve",688903.8077510118,6202048.20757356,1,"1","Ej oplyst","Ortho-phosphat-P"," =",35,"µg/l",9999999,NA,2
91320001,"Ringkøbing Fjord","Marin","Ringkøbing Fjord, nord","12.07.1993 12.00.00 +02:00","Blandingsprøve",451763.5168010944,6215087.194329004,0.8166666666666668,"0,45; 1,8; 0,2","Total","Glødetab,susp.stof"," =",12.8,"mg/l",9999999,NA,2
94020052,"DMU havstation, vest for Samsø","Marin","Samsø, Sydvest","20.03.1991 12.00.00 +01:00","Enkeltprøve",593925.3555334363,6186066.548088916,5,"5","Ej oplyst","Chlorophyl (ukorrigeret)"," =",9.4,"µg/l",9999999,NA,2
95240002,"0018112","Marin","Gamborg Fjord","18.02.2014 12.00.00 +01:00","Enkeltprøve",548207.421662003,6146153.187066504,1,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",110,"µg/l",9999999,NA,2
95600002,"6300043","Marin","Lillebælt, Syd","03.10.2017 12.00.00 +02:00","Enkeltprøve",574237.4725092964,6095182.848476775,34.2,"34,2","Total","Oxygen indhold"," =",0.54,"mg/l",9999999,NA,3
96700016,"6700009","Marin","Storebælt, Vest","06.06.1994 12.00.00 +02:00","Enkeltprøve",607092.4447781707,6164659.936199923,1,"1","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",9.22,"mg/(m3*h)",9999999,NA,1
94320001,"Juelsminde Kyst","Marin","Nordlige Bælthav, Fyn, Nord","21.06.2004 12.00.00 +02:00","Enkeltprøve",567968.0154209731,6183051.929605195,15,"15","Ej oplyst","Siliciumdioxid"," =",1500,"µg/l",9999999,NA,2
93210003,"321 Isefjord Yderbredning","Marin","Isefjord Yderbredning","27.05.1999 12.00.00 +02:00","Enkeltprøve",676653.1451217661,6200229.540739311,9.7,"9,7","Ej oplyst","Nitrogen,total N"," =",340,"µg/l",9999999,NA,2
93740013,"Lovns Bredning","Marin","Lovns Bredning","13.03.1997 12.00.00 +01:00","Enkeltprøve",518372.6264803321,6274236.99459325,0.2,"0,2","Total","Chlorophyl (ukorrigeret)"," =",29,"µg/l",9999999,NA,2
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","20.03.2001 12.00.00 +01:00","Enkeltprøve",634062.8241135778,6222996.8020796245,5,"5","Total","Nitrogen,total N"," =",303,"µg/l",9999999,NA,2
94230001,"ODF17","Marin","Odense Fjord, ydre del","01.02.2016 12.00.00 +01:00","Enkeltprøve",595965.4930786899,6149084.626426358,8,"8","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",170,"µg/l",9999999,NA,2
93220011,"322 Roskilde Fjord","Marin","Roskilde Bredning","10.05.2000 12.00.00 +02:00","Enkeltprøve",692642.6772302547,6178399.248087393,1,"1","Ej oplyst","Phosphor, total-P"," =",89,"µg/l",9999999,NA,2
95440001,"Haderslev Fjord","Marin","Haderslev Fjord","05.12.2001 12.00.00 +01:00","Enkeltprøve",540361.0270293391,6126913.248961418,5.7,"5,7","Total","Oxygen indhold"," =",10.7,"mg/l",9999999,NA,2
99350002,"Midt i Præstø Fjord","Marin","Præstø Fjord","14.09.2018 12.00.00 +02:00","Enkeltprøve",694534.2522343975,6116964.304167466,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",2.8,"µg/l",9999999,NA,3
95800001,"6200901","Marin","Lillebælt, Vest","26.04.2006 12.00.00 +02:00","Enkeltprøve",543094.2873381255,6106242.683356339,1,"1","Total","Phosphor, total-P"," =",15,"µg/l",9999999,NA,1
94220007,"6940622","Marin","Farvandet Nord for gabet","30.10.2006 12.00.00 +01:00","Enkeltprøve",596524.3116014502,6162929.447012975,1,"1","Total","Nitrogen,total N"," =",240,"µg/l",9999999,NA,1
93600005,"Dokkedal 6 m","Marin","Kattegat, Aalborg Bugt, Syd","18.01.1984 12.00.00 +01:00","Enkeltprøve",586466.8798983481,6301881.515650785,6,"6","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",50,"µg/l",9999999,NA,2
96140001,"vmpr 44011","Marin","Korsør Nor","28.06.2000 12.00.00 +02:00","Enkeltprøve",638170.3776183387,6134547.178079944,2.25,"2,25","Total","pH"," =",8.4,"pH",9999999,NA,2
93720007,"Ålborg Havneområde","Marin","Aalborg Havn","10.06.1985 12.00.00 +02:00","Enkeltprøve",557245.2441426669,6323532.883182937,1.2,"1,2","Total","Chlorophyl (ukorrigeret)"," =",8,"µg/l",9999999,NA,2
99200001,"Darss Tærsklen","Marin","Østersøen, Falster-Møn, Øst","02.08.2017 12.00.00 +02:00","Enkeltprøve",713806.0866294752,6087838.79027588,1,"1","Total","Oxygen indhold"," =",9.43,"mg/l",9999999,NA,3
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","27.09.1993 12.00.00 +01:00","Enkeltprøve",734621.8290305485,6197599.183219807,1,"1","Total","Ortho-phosphat-P"," =",15,"µg/l",9999999,NA,2
93500005,"Ud for Randers Fjord","Marin","Kattegat, Hevring Bugt","03.02.1997 12.00.00 +01:00","Blandingsprøve",588590.8430755982,6274906.050729174,3,"3","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",5,"µg/l",9999999,NA,2
93920004,"Jerup 10 m","Marin","Aalbæk Bugt","25.06.2007 12.00.00 +02:00","Enkeltprøve",588052.4539232061,6382147.88009002,9,"9","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",1.1,"µg/l",9999999,NA,3
91610008,"Grådyb tidevandsområde","Marin","Grådyb, Tidevandsområde","19.03.1996 12.00.00 +01:00","Enkeltprøve",468185.8603694699,6143629.765813363,0,"0","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",130,"µg/l",9999999,NA,2
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","08.06.2004 12.00.00 +02:00","Enkeltprøve",634020.2800729885,6222698.424901591,48.8,"48,8","Total","Nitrogen,total N"," =",260,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","22.08.2005 12.00.00 +02:00","Enkeltprøve",581912.794409211,6224084.127799063,15,"15","Ej oplyst","Silicium"," =",670,"µg/l",9999999,NA,2
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","08.11.1999 12.00.00 +01:00","Enkeltprøve",734621.8290305485,6197599.183219807,40,"40","Total","Oxygen indhold"," =",3.9857142857,"mg/l",9999999,NA,2
97100006,"710 Øresund, syd, åbne del","Marin","Øresund, Syd","20.11.2001 12.00.00 +01:00","Enkeltprøve",734248.9461949391,6160681.702674823,10,"10","Ej oplyst","Chlorophyl A"," =",1.3,"µg/l",9999999,NA,2
96220008,"Karrebæksminde Bugt","Marin","Karrebæksminde Bugt","30.07.2018 12.00.00 +02:00","Enkeltprøve",664888.6338319578,6110949.34476702,1,"1","Total","Phosphor, total-P"," =",25,"µg/l",9999999,NA,3
93610033,"Havnø","Marin","Mariager Fjord, ydre del","10.02.2016 12.00.00 +01:00","Enkeltprøve",571373.6716579784,6285489.612739884,1,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",140,"µg/l",9999999,NA,2
96100014,"6700051","Marin","Storebælt, Øst","12.01.1998 12.00.00 +01:00","Enkeltprøve",627625.8356240167,6115526.4877909655,1,"1","Ej oplyst","Oxygen indhold"," =",11.4,"mg/l",9999999,NA,2
93760003,"Visby Br., Dragstrup Vig, Vils","Marin","Visby Bredning, Vilsund","11.11.1986 12.00.00 +01:00","Enkeltprøve",470205.34523631894,6292205.244253976,3,"3","Total","Primær produktion assimilieret Carbon, potentielt"," =",8,"mg/(m3*h)",9999999,NA,1
93600004,"Dokkedal 10 m","Marin","Kattegat, Aalborg Bugt, Syd","10.03.1997 12.00.00 +01:00","Blandingsprøve",592439.2556829888,6303549.888252181,99,"99","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",49,"µg/l",9999999,NA,2
93750005,"Lavbjerg Bredning, Venø Sund","Marin","Lavbjerg Bredning, Venø Sund","01.11.2001 12.00.00 +01:00","Enkeltprøve",473042.58348088694,6270758.295865688,1,"1","Total","Nitrogen,total N"," =",530,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","27.08.1992 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,70,"70","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",45.22,"µg/l",9999999,NA,2
93500056,"SKIDTRENDEN","Marin","Kattegat, Hevring Bugt","29.05.1985 12.00.00 +02:00","Blandingsprøve",594115.9034636735,6275879.617839684,2.5,"2,5","Ej oplyst","Glødetab,susp.stof"," =",2.3,"mg/l",9999999,NA,2
93720014,"Sebber Lo midt","Marin","Nibe Bredning","03.05.1990 12.00.00 +02:00","Enkeltprøve",535442.0416525134,6314457.3466582885,2,"2","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",52,"µg/l",9999999,NA,2
93740015,"Hjarbæk Fjord","Marin","Hjarbæk Fjord","06.08.1980 12.00.00 +02:00","Enkeltprøve",518137.1284723083,6267149.24669554,1.5,"1,5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",340,"µg/l",9999999,NA,2
98110008,"6500054","Marin","Vejsnæs Bugt","12.12.1990 12.00.00 +01:00","Enkeltprøve",600251.4022606106,6077454.345974457,1,"1","Partikelbundet - fra filteret","Chlorophyl A"," =",2.7,"µg/l",9999999,NA,2
93000017,"DMU station 905","Marin","Hesselø Bugt, Vest, åbne del","21.09.2015 12.00.00 +02:00","Enkeltprøve",660780.7531334874,6340994.846584778,75,"75","Total","Oxygen indhold"," =",5.62,"mg/l",9999999,NA,3
93920001,"Jerup 2 m","Marin","Aalbæk Bugt","19.03.1990 12.00.00 +01:00","Enkeltprøve",585558.6427803619,6381480.283225361,0.2,"0,2","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",29,"µg/l",9999999,NA,2
96220004,"Nord for Rønnen","Marin","Dybsø Fjord","09.11.2016 12.00.00 +01:00","Enkeltprøve",674884.7753124621,6114415.019893552,1,"1","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",9.9,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","06.03.1995 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,10,"10","Opløst - filtrat fra filtrering","Nitrat-N"," =",70.04,"µg/l",9999999,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","03.08.1999 12.00.00 +02:00","Enkeltprøve",568482.1209071394,6170687.6079485165,15,"15","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",13,"µg/l",9999999,NA,2
96100015,"6700053","Marin","Storebælt, Øst","22.09.1997 12.00.00 +02:00","Enkeltprøve",617597.4847568087,6152867.23567505,1,"1","Ej oplyst","Nitrit+nitrat-N"," =",28,"µg/l",9999999,NA,2
93220004,"322 Roskilde Fjord","Marin","Frederiksværk Bredning","10.01.2001 12.00.00 +01:00","Enkeltprøve",688870.262834104,6201860.950935433,1,"1","Ej oplyst","Silicium"," =",910,"µg/l",9999999,NA,2
95300001,"6100021","Marin","Lillebælt, Bredningen,Nord","19.11.1991 12.00.00 +01:00","Enkeltprøve",545692.8196095304,6142772.550436986,4.58,"4,58","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",20.63,"mg/(m3*d)",9999999,NA,1
94230001,"ODF17","Marin","Odense Fjord, ydre del","14.10.1999 12.00.00 +02:00","Enkeltprøve",596013.3376373918,6149163.600448473,8,"8","Ej oplyst","Ammoniak+ammonium-N"," =",8.9,"µg/l",9999999,NA,2
91320002,"Stauning","Marin","Ringkøbing Fjord, midt","03.02.2004 12.00.00 +01:00","Enkeltprøve",454870.2478729456,6201659.597948052,1,"1","Total","Oxygen indhold"," =",12.7,"mg/l",9999999,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","16.05.1995 12.00.00 +02:00","Enkeltprøve",568576.6780335666,6170342.135298452,1,"1","Opløst - filtrat fra filtrering","Ammonium-N"," =",14,"µg/l",9999999,NA,2
97230001,"723 Nivå Bugt","Marin","Nivå Bugt","26.03.2008 12.00.00 +01:00","Enkeltprøve",722447.0166349676,6204726.255537153,1,"1","Total","Phosphor, total-P"," =",21.2,"µg/l",9999999,NA,3
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","03.05.2021 12.00.00 +02:00","Enkeltprøve",734621.8288223946,6197599.1870565545,1,"1","Total","Phosphor, total-P"," =",16,"µg/l",3,NA,2
91320001,"Ringkøbing Fjord","Marin","Ringkøbing Fjord, nord","29.10.2007 12.00.00 +01:00","Enkeltprøve",451721.1692838938,6215013.426833959,2.7,"2,7","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",41,"µg/l",9999999,NA,2
93300008,"330 Hesselø Bugt, vest, åbne del","Marin","Kattegat, Hesselø Bugt, Vest","12.08.2020 12.00.00 +02:00","Enkeltprøve",654901.7555531149,6216792.220684236,1,"1","Total","Oxygen indhold"," =",8.44,"mg/l",9999999,NA,2
96520005,"6500032","Marin","Svendborg Sund, åbne del","13.12.1979 12.00.00 +01:00","Enkeltprøve",605713.0842394835,6100122.433342562,9,"9","Ej oplyst","Ortho-phosphat-P"," =",24,"µg/l",9999999,NA,2
96700016,"6700009","Marin","Storebælt, Vest","29.08.1979 12.00.00 +01:00","Enkeltprøve",607092.4447781707,6164659.936199923,5,"5","Ej oplyst","Ortho-phosphat-P"," =",3,"µg/l",9999999,NA,2
93720011,"Halkær midt","Marin","Halkær Bredning","30.08.2011 12.00.00 +02:00","Enkeltprøve",534132.6416022943,6311032.645921335,0.2,"0,2","Total","Oxygen indhold"," =",7.89,"mg/l",9999999,NA,3
94220003,"0018891","Marin","Dalby Bugt","08.06.2016 12.00.00 +02:00","Enkeltprøve",602478.2953975203,6154044.944414041,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",1.93,"µg/l",9999999,NA,2
93720002,"Nibe Og Gjøl Bredning","Marin","Nibe Bredning","13.12.2005 12.00.00 +01:00","Enkeltprøve",537629.3666876213,6321304.40045837,1,"1","Total","Chlorophyl (ukorrigeret)"," =",2.4,"µg/l",9999999,NA,2
94220007,"6940622","Marin","Farvandet Nord for gabet","23.05.2002 12.00.00 +02:00","Enkeltprøve",596524.3116014502,6162929.447012975,1,"1","Ej oplyst","Ortho-phosphat-P"," =",2,"µg/l",9999999,NA,2
93220005,"322 Roskilde Fjord","Marin","Frederiksværk Bredning","06.05.1998 12.00.00 +02:00","Enkeltprøve",682640.772998636,6203673.23141387,1,"1","Ej oplyst","Chlorophyl A"," =",1.6,"µg/l",9999999,NA,2
97120010,"712 Køge Bugt","Marin","Køge Bugt, åbne del","05.04.1993 12.00.00 +02:00","Blandingsprøve",716244.484313075,6155017.408894554,5.675,"12; 6,5; 3; 1,2","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",5,"µg/l",9999999,NA,2
95710002,"Okseøerne","Marin","Flensborg inderfjord","11.11.2002 12.00.00 +01:00","Enkeltprøve",531104.598615165,6077168.719917409,1,"1","Total","Oxygen indhold"," =",9.9,"mg/l",9999999,NA,2
96110003,"611 Kalundborg Fjord","Marin","Kalundborg fjord","26.06.2006 12.00.00 +02:00","Enkeltprøve",629396.336289865,6171494.043983433,14.8,"14,8","Opløst - filtrat fra filtrering","Silicium"," =",301,"µg/l",9999999,NA,1
93530075,"MELLERUP","Marin","Randers Fjord, ydre del","31.10.1995 12.00.00 +01:00","Enkeltprøve",575735.13699959,6264820.826352884,6.5,"6,5","Ej oplyst","Chlorid"," =",10800,"mg/l",9999999,NA,2
93000005,"DMU station 409","Marin","Kattegat, åbne del","05.09.2011 12.00.00 +02:00","Enkeltprøve",609239.8292374737,6302855.528108033,5,"5","Opløst - filtrat fra filtrering","Silicium"," =",60,"µg/l",9999999,NA,3
93110002,"311 Gilleleje-Hundested","Marin","Gilleleje-Hundested","31.07.1995 12.00.00 +02:00","Blandingsprøve",678348.0605262138,6209678.34152202,5.333333333333333,"10; 5; 1","Ej oplyst","Ortho-phosphat-P","<",5,"µg/l",9999999,NA,2
93720002,"Nibe Og Gjøl Bredning","Marin","Nibe Bredning","15.04.1998 12.00.00 +02:00","Enkeltprøve",537800.6297099921,6321380.099711268,1,"1","Total","Chlorophyl (ukorrigeret)"," =",3,"µg/l",9999999,NA,2
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","23.11.2011 12.00.00 +01:00","Enkeltprøve",634108.2695859295,6222868.244723545,1,"1","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",4.2,"µg/l",9999999,NA,3
93000005,"DMU station 409","Marin","Kattegat, åbne del","24.09.2019 12.00.00 +02:00","Enkeltprøve",609261.6715046776,6302876.480395052,5,"5","Opløst - filtrat fra filtrering","Nitrit+nitrat-N","<",2,"µg/l",9999999,NA,2
93500005,"Ud for Randers Fjord","Marin","Kattegat, Hevring Bugt","05.10.2004 12.00.00 +02:00","Enkeltprøve",588590.8430755982,6274906.050729174,1,"1","Ej oplyst","Chlorophyl (ukorrigeret)"," =",1.4,"µg/l",9999999,NA,2
99360001,"øst for Feddet","Marin","Fakse Bugt, Stevns","05.02.2008 12.00.00 +01:00","Enkeltprøve",698923.764637422,6115356.914648166,1,"1","Total","Chlorophyl A"," =",0.12,"µg/l",9999999,NA,3
95800002,"Genner bugt","Marin","Barsø","05.04.1990 12.00.00 +02:00","Enkeltprøve",534469.9709601802,6108482.394483569,1,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",6,"µg/l",9999999,NA,2
96720004,"6600007","Marin","Nyborg Fjord, åbne del","13.08.2001 12.00.00 +02:00","Enkeltprøve",613986.3939464354,6129306.767801836,9.4,"9,4","Ej oplyst","Oxygen indhold"," =",7.7,"mg/l",9999999,NA,2
93740007,"VIB3727-00001","Marin","Skive Fjord","07.08.2000 12.00.00 +02:00","Enkeltprøve",504745.633797699,6275052.99855578,1,"1","Total","Carbon, organisk TOC"," =",4.17,"mg/l",9999999,NA,2
93710010,"Hals Havn","Marin","Mou","28.03.2011 12.00.00 +02:00","Enkeltprøve",579479.0572103926,6316753.354035273,0.2,"0,2","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",370,"µg/l",9999999,NA,3
94230001,"ODF17","Marin","Odense Fjord, ydre del","12.11.1985 12.00.00 +01:00","Enkeltprøve",596013.3376373918,6149163.600448473,2.5,"2,5","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",4.46,"mg/(m3*h)",9999999,NA,1
96530004,"0018571","Marin","Lindelse Nor","25.07.1996 12.00.00 +02:00","Enkeltprøve",609230.5673317824,6083405.828412321,0.13,"0,13","Ej oplyst","Primær produktion, 24 timers maximum"," =",281.33,"mg/(m2*d)",9999999,NA,1
96700016,"6700009","Marin","Storebælt, Vest","07.05.1981 12.00.00 +02:00","Enkeltprøve",607092.4447781707,6164659.936199923,20,"20","Ej oplyst","Nitrogen,total N"," =",520,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","05.11.1987 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,20,"20","Opløst - filtrat fra filtrering","Nitrat-N"," =",4.2,"µg/l",9999999,NA,2
