"StedID","Stedtekst","Medie","Vandområde","Dato","Prøvetype","Målested, x-koordinat","Målested, y-koordinat","Dybde (m)","Faktiske dybder (m)","Analysefraktion","Stofparameter","Resultat-attribut","Resultat","Enhed","Detektionsgrænse LD","Kvantifikationsgrænse LQ","Kvalitetsmærke"
93210010,"321 Isefjord Yderbredning","Marin","Isefjord Yderbredning","23.11.2000 12.00.00 +01:00","Enkeltprøve",676600.2803616552,6200245.988321724,1,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",20,"µg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","09.12.1993 12.00.00 +01:00","Enkeltprøve",590791.3435346179,6098981.632767737,2.81,"2,81","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",2.68,"mg/(m3*d)",9999999,NA,1
93740011,"Lovns Bredning","Marin","Lovns Bredning","18.07.2005 12.00.00 +02:00","Enkeltprøve",514946.7398849819,6279677.624381128,1,"1","Total","Ammoniak+ammonium-N"," =",200,"µg/l",9999999,NA,2
93740007,"VIB3727-00001","Marin","Skive Fjord","01.11.2000 12.00.00 +01:00","Enkeltprøve",504704.55670117866,6275238.392614049,1,"1","Total","Phosphor, total-P"," =",55,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","09.06.2002 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,80,"80","Ej oplyst","Salinitet"," =",14.95,"promille",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","10.11.1997 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,0,"0","Ej oplyst","Ammoniak+ammonium-N","<",0,"µg/l",9999999,NA,2
93740007,"VIB3727-00001","Marin","Skive Fjord","18.09.2000 12.00.00 +02:00","Enkeltprøve",504602.4056083181,6275108.493865291,1,"1","Total","Partikulært organisk carbon(POC)","<",0.1,"mg/l",9999999,NA,1
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","19.04.2001 12.00.00 +02:00","Blandingsprøve",734556.8991657773,6197446.8751642555,5.2,"5; 2,5; 1; 10; 7,5","Total","Chlorophyl A"," =",1.3,"µg/l",9999999,NA,2
95300001,"6100021","Marin","Lillebælt, Bredningen,Nord","25.06.2003 12.00.00 +02:00","Enkeltprøve",545692.8196095304,6142772.550436986,33,"33","Total","Phosphor, total-P"," =",22,"µg/l",9999999,NA,2
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","01.03.2021 12.00.00 +01:00","Enkeltprøve",734621.8288223946,6197599.1870565545,47.4,"47,4","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",120,"µg/l",1.5,NA,2
93750006,"VIB3705-00001","Marin","Kås Bredning","08.05.2002 12.00.00 +02:00","Enkeltprøve",481945.5971915691,6279263.168053526,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",8,"µg/l",9999999,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","08.04.1983 12.00.00 +02:00","Enkeltprøve",568573.9573718247,6170379.159272914,1,"1","Opløst - filtrat fra filtrering","Ammonium-N"," =",28,"µg/l",9999999,NA,2
97000007,"Dragør Badeanlæg","Marin","Øresund","31.05.2024 12.00.00 +02:00","Enkeltprøve",731601.8902977053,6166079.68729676,1,"1","Opløst - filtrat fra filtrering","Bly","<",0.2,"µg/l",0.2,NA,1
95240002,"0018112","Marin","Gamborg Fjord","27.05.1998 12.00.00 +02:00","Enkeltprøve",548254.1384277863,6146120.310171894,1,"1","Ej oplyst","Phosphor, total-P"," =",15,"µg/l",9999999,NA,2
93240004,"324 Isefjord Inderbredning","Marin","Isefjord Inderbredning","15.09.2016 12.00.00 +02:00","Enkeltprøve",677220.9543828715,6178654.015903525,1,"1","Total","Nitrogen,total N","",313.2313963,"µg/l",9999999,NA,1
92200001,"Hirtshals 15 m","Marin","Skagerrak, Jammerbugten","13.03.2003 12.00.00 +01:00","Enkeltprøve",554693.855531772,6385419.266756418,1,"1","Ej oplyst","Nitrit-N"," =",9.1,"µg/l",9999999,NA,2
94260002,"0018002","Marin","Nærå strand","05.08.1991 12.00.00 +02:00","Enkeltprøve",581118.4380075192,6160885.605480858,0.2,"0,2","Ej oplyst","Silicium"," =",888.06,"µg/l",9999999,NA,2
93000014,"DMU station 413","Marin","Hesselø Bugt, Vest, åbne del","29.11.2024 12.00.00 +01:00","Enkeltprøve",690974.6722834498,6284808.7328989385,50,"50","Total","Phosphor, total-P"," =",25,"µg/l",3,NA,2
93600004,"Dokkedal 10 m","Marin","Kattegat, Aalborg Bugt, Syd","25.10.2021 12.00.00 +02:00","Enkeltprøve",592438.8435916814,6303568.478574202,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",310,"µg/l",5,NA,2
94330001,"Horsens Fjord","Marin","Brakør-Alrø","02.06.2003 12.00.00 +02:00","Enkeltprøve",564189.101100793,6189276.10472559,1,"1","Ej oplyst","Siliciumdioxid"," =",130,"µg/l",9999999,NA,2
99350002,"Midt i Præstø Fjord","Marin","Præstø Fjord","23.02.2018 12.00.00 +01:00","Enkeltprøve",694433.3294677294,6116477.016160243,1,"1","Total","Phosphor, total-P"," =",33,"µg/l",9999999,NA,3
99350002,"Midt i Præstø Fjord","Marin","Præstø Fjord","21.08.2008 12.00.00 +02:00","Enkeltprøve",694518.0621810328,6117019.315427489,1,"1","Total","Nitrogen,total N"," =",308,"µg/l",9999999,NA,3
93730002,"VIB3708-00001","Marin","Løgstør-Livø Bredning","07.04.1999 12.00.00 +02:00","Enkeltprøve",503771.04743857,6312230.07681692,4.1,"4,1","Total","Primær produktion assimilieret Carbon, potentielt"," =",5.4,"mg/(m3*h)",9999999,NA,1
93000001,"300 Kattegat, åbne del","Marin","Kattegat, åbne del","02.10.2014 12.00.00 +02:00","Enkeltprøve",634020.2800729885,6222698.424901591,16,"16","Total","Alkalinitet,total TA"," =",2.29,"meq/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","26.10.2006 12.00.00 +02:00","Enkeltprøve",590791.3435346179,6098981.632767737,18.3,"18,3","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",27,"µg/l",9999999,NA,1
94020011,"MILJØSTYRELSENS REF. STATION","Marin","Nordlige Bælthav, åbne del, vest","11.04.1978 12.00.00 +01:00","Enkeltprøve",596040.1294097281,6212827.938255769,40,"40","Ej oplyst","Temperatur"," =",5.39,"grader C",9999999,NA,2
95910001,"Als fjord","Marin","Als Fjord","22.08.2024 12.00.00 +02:00","Enkeltprøve",543694.2244921711,6095681.739885295,1,"1","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N","<",3,"µg/l",3,NA,2
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","02.05.2018 12.00.00 +02:00","Enkeltprøve",734618.0891027169,6196974.391401097,10,"10","Total","Phosphor, total-P"," =",14,"µg/l",9999999,NA,3
96220002,"vmpr 53016","Marin","Holsteinborg Nor","13.08.2013 12.00.00 +02:00","Enkeltprøve",656816.866805485,6120411.192599116,1,"1","Total","Oxygen indhold"," =",9.3316,"mg/l",9999999,NA,3
96400041,"DMU station 443","Marin","Langelands Bælt","31.01.2017 12.00.00 +01:00","Enkeltprøve",629903.2190079265,6102328.629060992,10,"10","Opløst - filtrat fra filtrering","Silicium"," =",260,"µg/l",9999999,NA,3
95710001,"Kollund","Marin","Flensborg inderfjord","09.04.1986 12.00.00 +02:00","Enkeltprøve",527842.2511387011,6075752.583197189,12,"12","Opløst - filtrat fra filtrering","Silicium"," =",32,"µg/l",9999999,NA,2
93500005,"Ud for Randers Fjord","Marin","Kattegat, Hevring Bugt","22.08.1995 12.00.00 +02:00","Enkeltprøve",588590.8430755982,6274906.050729174,8,"8","Ej oplyst","Alkalinitet,total TA"," =",2.06,"meq/l",9999999,NA,2
93740011,"Lovns Bredning","Marin","Lovns Bredning","15.06.1992 12.00.00 +02:00","Enkeltprøve",515059.294909865,6279640.959743534,2,"2","Total","Alkalinitet,total TA"," =",2.01,"meq/l",9999999,NA,2
91500009,"Blåvand-Landegrænse, åbne del","Marin","Nordsøen, Blåvand-Landegrænsen","24.11.2003 12.00.00 +01:00","Enkeltprøve",445035.5342126398,6124807.494416037,1,"1","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",38,"µg/l",9999999,NA,2
94010062,"ved Gammelholm","Marin","Stavns Fjord","02.05.2017 12.00.00 +02:00","Enkeltprøve",602137.3272723587,6194977.41168714,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",65,"µg/l",9999999,NA,3
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","05.11.2019 12.00.00 +01:00","Enkeltprøve",734594.3577382995,6197103.1524677025,10,"10","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",17,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","15.03.1996 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,80,"80","Ej oplyst","Oxygen indhold"," =",1.06,"mg/l",9999999,NA,2
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","27.09.1993 12.00.00 +01:00","Enkeltprøve",568573.9573718247,6170379.159272914,19,"19","Ej oplyst","Ortho-phosphat-P"," =",9,"µg/l",9999999,NA,2
94400007,"ARH170006","Marin","Aarhus Bugt","05.10.1999 12.00.00 +02:00","Enkeltprøve",581954.2232205844,6224084.920073352,1,"1","Ej oplyst","Phosphor, total-P"," =",27,"µg/l",9999999,NA,2
96200006,"5 sm. NNV for Vejrø","Marin","Småvandsfarvandet, Vest","21.03.2011 12.00.00 +01:00","Enkeltprøve",648451.1021367152,6109509.477148232,24.2,"24,2","Total","Phosphor, total-P"," =",81,"µg/l",9999999,NA,3
94230018,"6900804","Marin","Odense Fjord, ydre del","11.04.2002 12.00.00 +02:00","Enkeltprøve",600028.2102389024,6151479.774481574,1,"1","Ej oplyst","Silicium"," =",6.9,"µg/l",9999999,NA,2
99000001,"Bøje station","Marin","Østersøen, åbne del","10.04.2000 12.00.00 +02:00","Enkeltprøve",717468.0687002982,6080497.846432806,10,"10","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",4,"µg/l",9999999,NA,2
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","25.03.1998 12.00.00 +01:00","Enkeltprøve",734646.6769336787,6197526.138266729,25,"25","Total","Silicium"," =",280,"µg/l",9999999,NA,2
99110001,"911 Bornholm, Rønne","Marin","Bornholm, Rønne","28.06.2023 12.00.00 +02:00","Enkeltprøve",860662.6891682597,6121823.4640044505,1.1,"1,1","Total","Nitrogen,total N"," =",270,"µg/l",14,NA,2
96100014,"6700051","Marin","Storebælt, Øst","04.02.1987 12.00.00 +01:00","Enkeltprøve",627625.8356240167,6115526.4877909655,2.7,"2,7","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",1.31,"mg/(m3*h)",9999999,NA,1
96140001,"vmpr 44011","Marin","Korsør Nor","13.07.2000 12.00.00 +02:00","Enkeltprøve",638170.3776183387,6134547.178079944,2,"2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",6,"µg/l",9999999,NA,2
93100002,"310 Hesselø Bugt, øst, åbne del","Marin","Kattegat, Hesselø Bugt, Øst","26.03.2007 12.00.00 +02:00","Enkeltprøve",705453.9204320058,6228331.808761469,1,"1","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",1,"µg/l",9999999,NA,2
96700015,"6600005","Marin","Storebælt, Vest","24.04.1985 12.00.00 +02:00","Enkeltprøve",618622.2552889555,6125498.239101991,20,"20","Ej oplyst","Nitrogen,total N"," =",371,"µg/l",9999999,NA,2
95500001,"6200027","Marin","Lillebælt, Øst","19.08.1977 12.00.00 +01:00","Enkeltprøve",549447.0560633395,6118365.346200576,10,"10","Ej oplyst","Nitrogen,total N"," =",275,"µg/l",9999999,NA,2
96100015,"6700053","Marin","Storebælt, Øst","12.08.1999 12.00.00 +02:00","Enkeltprøve",617597.4847568087,6152867.23567505,5,"5","Partikelbundet - fra filteret","Chlorophyl A"," =",3.06,"µg/l",9999999,NA,2
94120003,"412 Sejerø Bugt, syd","Marin","Sejerø Bugt, Syd","08.08.2000 12.00.00 +02:00","Enkeltprøve",635632.0490777476,6188463.584901292,18.33,"18,33","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",320,"µg/l",9999999,NA,2
93720011,"Halkær midt","Marin","Halkær Bredning","06.05.2011 12.00.00 +02:00","Dybdeintegreret prøve",534140.9746368676,6311255.353607637,0.75,"","Total","Nitrogen,total N","",1998.800236,"µg/l",9999999,NA,3
96600003,"6500031","Marin","Langelandssundet","26.07.1978 12.00.00 +01:00","Enkeltprøve",607927.6756836133,6098876.5314861555,1,"1","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",161.2,"mg/(m3*d)",9999999,NA,1
94360034,"NORSLUND","Marin","Norsminde Fjord","26.08.2024 12.00.00 +02:00","Enkeltprøve",577271.041175836,6208534.859265804,0.4,"0,4","Opløst - filtrat fra filtrering","Silicium"," =",1500,"µg/l",5,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","31.03.1994 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,43,"43","Ej oplyst","Oxygen indhold"," =",13.05,"mg/l",9999999,NA,2
95700001,"Flensborg fjord","Marin","Flensbord Fjord, åbne del","14.07.2009 12.00.00 +02:00","Enkeltprøve",552879.650511723,6077000.858431964,29.1,"29,1","Total","Nitrogen,total N","",249.5837726,"µg/l",9999999,NA,3
95260002,"Kolding Fjord","Marin","Strandhuse","27.01.1997 12.00.00 +01:00","Enkeltprøve",533490.3941050915,6149785.535080034,1,"1","Opløst - filtrat fra filtrering","Ammonium-N"," =",61,"µg/l",9999999,NA,2
96600004,"6500052","Marin","Langelandssundet","19.10.1987 12.00.00 +01:00","Enkeltprøve",638914.423797576,6112780.288989212,1,"1","Ej oplyst","Nitrit+nitrat-N"," =",17,"µg/l",9999999,NA,2
97200002,"720 Øresund, nord, åbne del","Marin","Øresund","24.10.2001 12.00.00 +02:00","Enkeltprøve",734516.2519570398,6197426.1562851,25,"25","Total","Ammoniak+ammonium-N"," =",0.9,"µg/l",9999999,NA,2
93500005,"Ud for Randers Fjord","Marin","Kattegat, Hevring Bugt","01.05.2001 12.00.00 +02:00","Blandingsprøve",588590.8430755982,6274906.050729174,4,"4","Ej oplyst","Chlorophyl (ukorrigeret)"," =",2.6,"µg/l",9999999,NA,2
96510001,"DSØ51","Marin","Ringgård Bassin, åbne del","23.06.1993 12.00.00 +02:00","Enkeltprøve",590791.3435346179,6098981.632767737,0.15,"0,15","Ej oplyst","Primær produktion, 24 timers maximum"," =",615.95,"mg/(m2*d)",9999999,NA,1
93740017,"Hjarbæk Fjord","Marin","Hjarbæk Fjord","03.08.2001 12.00.00 +02:00","Enkeltprøve",517884.5139611584,6273548.446430428,1,"1","Total","Suspenderede stoffer"," =",19,"mg/l",9999999,NA,2
91300002,"Vesterhavet","Marin","Nordsøen, Vedersø-Nymindegab","15.11.1990 12.00.00 +01:00","Blandingsprøve",437579.6983307612,6202821.159263533,4.8500000000000005,"0,2; 0,35; 14","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",31,"µg/l",9999999,NA,2
96100015,"6700053","Marin","Storebælt, Øst","26.10.2015 12.00.00 +01:00","Enkeltprøve",617638.1246143795,6152803.2980647655,15,"15","Total","Phosphor, total-P"," =",20,"µg/l",9999999,NA,3
91240003,"Nissum Fjord","Marin","Feldsted Kog","22.07.2020 12.00.00 +02:00","Enkeltprøve",454015.22111073165,6241109.085545243,1,"1","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",1,"µg/l",9999999,NA,2
93740007,"VIB3727-00001","Marin","Skive Fjord","10.06.2002 12.00.00 +02:00","Enkeltprøve",504632.94549415936,6275238.313206275,4.5,"4,5","Total","Suspenderede stoffer"," =",8.4,"mg/l",9999999,NA,2
94020011,"MILJØSTYRELSENS REF. STATION","Marin","Nordlige Bælthav, åbne del, vest","14.10.1981 12.00.00 +01:00","Enkeltprøve",596040.1294097281,6212827.938255769,0,"0","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",2.8,"µg/l",9999999,NA,2
96220008,"Karrebæksminde Bugt","Marin","Karrebæksminde Bugt","23.10.2012 12.00.00 +02:00","Enkeltprøve",664962.0367886046,6110922.32207313,11.2,"11,2","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",19,"µg/l",9999999,NA,3
93000005,"DMU station 409","Marin","Kattegat, åbne del","26.09.2006 12.00.00 +02:00","Enkeltprøve",609250.9018507337,6302861.386463148,5,"5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",3.7,"µg/l",9999999,NA,2
91320011,"Grønne Odde","Marin","Ringkøbing Fjord, Syd","20.09.1989 12.00.00 +02:00","Enkeltprøve",449333.21928815503,6191833.201273529,0.2,"0,2","Total","Phosphor, total-P"," =",100,"µg/l",9999999,NA,2
96100015,"6700053","Marin","Storebælt, Øst","17.11.2003 12.00.00 +01:00","Enkeltprøve",617597.4847568087,6152867.23567505,10,"10","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",9.3,"µg/l",9999999,NA,2
91500001,"Blåvand-Landegrænse, åbne del","Marin","Nordsøen, Blåvand-Landegrænsen","18.09.2003 12.00.00 +02:00","Enkeltprøve",444223.6798916587,6152642.478628765,1,"1","Total","Nitrogen,total N"," =",310,"µg/l",9999999,NA,2
96510011,"6500035","Marin","Ringgård Bassin, åbne del","25.11.1992 12.00.00 +01:00","Enkeltprøve",593984.2726697807,6099233.103373077,1,"1","Ej oplyst","Ammoniak+ammonium-N"," =",26,"µg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","09.09.1987 12.00.00 +02:00","Enkeltprøve",943545.1619785636,6144866.5376737,5,"5","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",3.72,"µg/l",9999999,NA,2
96100015,"6700053","Marin","Storebælt, Øst","05.08.2022 12.00.00 +02:00","Enkeltprøve",617597.4846524525,6152867.239569619,1,"1","Total","Alkalinitet,total TA"," =",1.88,"mmol/l",1,NA,2
94260002,"0018002","Marin","Nærå strand","18.10.2006 12.00.00 +02:00","Enkeltprøve",581118.4380075192,6160885.605480858,0.2,"0,2","Total","Ammoniak+ammonium-N"," =",43,"µg/l",9999999,NA,2
93920005,"Jerup 14 m","Marin","Aalbæk Bugt","23.04.1991 12.00.00 +02:00","Blandingsprøve",593794.034536733,6383759.580337858,0.11,"0,11","Ej oplyst","Nitrogen,total N"," =",810,"µg/l",9999999,NA,2
96720002,"0018752","Marin","Holckenhavn Fjord","26.11.1984 12.00.00 +01:00","Enkeltprøve",612484.0865234529,6129346.24732608,0.5,"0,5","Ej oplyst","Oxygen indhold"," =",11,"mg/l",9999999,NA,2
96510006,"0018365","Marin","Nakkebølle Fjord","15.08.1990 12.00.00 +02:00","Enkeltprøve",587520.6605367032,6101109.2114918325,0.15,"0,15","Ej oplyst","Primær produktion assimilieret Carbon, integreret"," =",161.87,"mg/(m3*d)",9999999,NA,1
96100015,"6700053","Marin","Storebælt, Øst","24.08.2015 12.00.00 +02:00","Enkeltprøve",617606.0796111601,6152937.948744826,20,"20","Total","Nitrogen,total N","",200.8820309,"µg/l",9999999,NA,3
93220003,"322 Roskilde Fjord","Marin","Roskilde Fjord, Snævringen","24.05.1993 12.00.00 +02:00","Blandingsprøve",691665.8739354183,6189352.701218554,3.45,"2; 4; 7; 0,8","Ej oplyst","Ortho-phosphat-P"," =",282,"µg/l",9999999,NA,2
99200001,"Darss Tærsklen","Marin","Østersøen, Falster-Møn, Øst","14.05.2020 12.00.00 +02:00","Enkeltprøve",713784.1845946697,6087782.013660572,15,"15","Total","Nitrogen,total N"," =",240,"µg/l",9999999,NA,2
96100015,"6700053","Marin","Storebælt, Øst","04.10.1993 12.00.00 +01:00","Enkeltprøve",617597.4847568087,6152867.23567505,22,"22","Ej oplyst","Oxygen indhold"," =",4,"mg/l",9999999,NA,2
95600002,"6300043","Marin","Lillebælt, Syd","20.07.2021 12.00.00 +02:00","Enkeltprøve",574230.5421275778,6095149.346915318,10,"10","Partikelbundet - fra filteret","Chlorophyl (ukorrigeret)"," =",2.58,"µg/l",0.3,NA,2
96750002,"0018841","Marin","Kertinge Nor","12.06.1995 12.00.00 +02:00","Enkeltprøve",599575.8490961789,6144010.406309684,1,"1","Ej oplyst","Nitrogen,total N"," =",570,"µg/l",9999999,NA,2
95240002,"0018112","Marin","Gamborg Fjord","07.12.2011 12.00.00 +01:00","Enkeltprøve",548220.0489323538,6146155.106245044,10,"10","Opløst - filtrat fra filtrering","Ammoniak+ammonium-N"," =",20,"µg/l",9999999,NA,3
93500005,"Ud for Randers Fjord","Marin","Kattegat, Hevring Bugt","21.11.2006 12.00.00 +01:00","Enkeltprøve",588587.1435622714,6274889.271351774,1,"1","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",13,"µg/l",9999999,NA,1
95700001,"Flensborg fjord","Marin","Flensbord Fjord, åbne del","16.10.2012 12.00.00 +02:00","Enkeltprøve",552905.0343939409,6077027.19800387,1,"1","Total","Oxygen indhold"," =",8.82,"mg/l",9999999,NA,3
94230020,"6910008","Marin","Seden Strand","02.08.1990 12.00.00 +02:00","Enkeltprøve",593486.9484206162,6146066.175389178,0.45,"0,45","Ej oplyst","Oxygen indhold"," =",6.8,"mg/l",9999999,NA,2
96700017,"6700054","Marin","Storebælt, Vest","06.04.1989 12.00.00 +02:00","Enkeltprøve",619534.0815068241,6131949.110953468,0.33,"0,33","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",12,"mg/(m3*h)",9999999,NA,1
95300001,"6100021","Marin","Lillebælt, Bredningen,Nord","17.02.1993 12.00.00 +01:00","Enkeltprøve",545692.8196095304,6142772.550436986,1,"1","Ej oplyst","Nitrit+nitrat-N"," =",207,"µg/l",9999999,NA,2
97210004,"721 Amager/Svanemøllebugten","Marin","Amager/Svanemøllebugten","18.11.1996 12.00.00 +01:00","Blandingsprøve",731624.0268531183,6178924.396616816,1,"1","Total","Phosphor, total-P"," =",21,"µg/l",9999999,NA,2
93740007,"VIB3727-00001","Marin","Skive Fjord","24.06.2003 12.00.00 +02:00","Enkeltprøve",504653.4410506106,6275182.681496635,1,"1","Total","Oxygen indhold"," =",8.43,"mg/l",9999999,NA,2
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","07.01.1995 12.00.00 +01:00","Enkeltprøve",943545.1619785636,6144866.5376737,77,"77","Ej oplyst","Oxygen indhold"," =",4.09,"mg/l",9999999,NA,2
91500009,"Blåvand-Landegrænse, åbne del","Marin","Nordsøen, Blåvand-Landegrænsen","02.08.1993 12.00.00 +02:00","Blandingsprøve",445035.5342126398,6124807.494416037,0,"0","Total","Oxygen indhold"," =",9.03,"mg/l",9999999,NA,2
95240002,"0018112","Marin","Gamborg Fjord","05.03.2012 12.00.00 +01:00","Enkeltprøve",548202.1732434827,6146153.129543295,10,"10","Total","Phosphor, total-P"," =",20,"µg/l",9999999,NA,3
94300001,"Nordlige Lillebælt","Marin","Nordlige Bælthav, Fyn, Nord","06.03.1995 12.00.00 +01:00","Enkeltprøve",568524.2298026285,6170341.311189378,1,"1","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",29,"µg/l",9999999,NA,2
93720009,"Hjarbæk Fjord","Marin","Hjarbæk Fjord","01.05.2013 12.00.00 +02:00","Enkeltprøve",517999.87374261295,6272899.668511159,4.9,"4,9","Total","Phosphor, total-P"," =",20,"µg/l",9999999,NA,3
96220007,"Karrebæksminde Bugt","Marin","Karrebæksminde Bugt","03.09.1985 12.00.00 +02:00","Enkeltprøve",667770.2804521153,6117432.744121636,0.5,"0,5","Opløst - filtrat fra filtrering","Nitrit+nitrat-N"," =",3,"µg/l",9999999,NA,2
93530076,"Udbyhøj","Marin","Randers Fjord, ydre del","26.04.2006 12.00.00 +02:00","Enkeltprøve",579613.4695420398,6274307.357264603,1,"1","Ej oplyst","Chlorophyl (ukorrigeret)"," =",15,"µg/l",9999999,NA,1
91610002,"Grådyb tidevandsområde","Marin","Grådyb, Tidevandsområde","01.09.2011 12.00.00 +02:00","Enkeltprøve",458625.43716547015,6151945.074481727,1,"1","Partikelbundet - fra filteret","Suspenderede stoffer"," =",35,"mg/l",9999999,NA,2
95500001,"6200027","Marin","Lillebælt, Øst","09.10.1996 12.00.00 +02:00","Enkeltprøve",549447.0560633395,6118365.346200576,1,"1","Ej oplyst","Phosphor, total-P"," =",36,"µg/l",9999999,NA,2
94020010,"7677","Marin","Endelave","27.09.1990 12.00.00 +02:00","Enkeltprøve",576302.5670864651,6177576.11526871,14,"14","Ej oplyst","Nitrit+nitrat-N"," =",14,"µg/l",9999999,NA,2
94410004,"STUDSTRUPVÆRKET","Marin","Kalø Vig, ydre del","01.10.2013 12.00.00 +02:00","Enkeltprøve",584801.0957572726,6233943.157810684,11.8,"11,8","Opløst - filtrat fra filtrering","Silicium"," =",430,"µg/l",9999999,NA,3
93610032,"Dybet","Marin","Mariager Fjord, midter del","22.08.1989 12.00.00 +02:00","Enkeltprøve",559681.1976926005,6280260.280961748,13,"13","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",150,"µg/l",9999999,NA,2
91320001,"Ringkøbing Fjord","Marin","Ringkøbing Fjord, nord","05.10.2004 12.00.00 +02:00","Enkeltprøve",451721.1692838938,6215013.426833959,2.7,"2,7","Total","Nitrogen,total N"," =",970,"µg/l",9999999,NA,2
93420005,"2.5 KM ØST FOR UDLEDNING","Marin","Ålebugt, Fornæs, Gjerrild Bugt","22.09.1982 12.00.00 +02:00","Blandingsprøve",623538.6487284898,6256592.758497145,3.5,"3,5","Ej oplyst","Chlorophyl (ukorrigeret)"," =",4.3,"µg/l",9999999,NA,2
96220205,"Svinø","Marin","Karrebæksminde Bugt","24.04.2006 12.00.00 +02:00","Enkeltprøve",671324.0914905343,6110800.589405518,11.6,"11,6","Ej oplyst","Nitrit+nitrat-N"," =",7,"µg/l",9999999,NA,1
96600005,"6500053","Marin","Langelandssundet","20.11.2006 12.00.00 +01:00","Enkeltprøve",615079.6668659594,6103623.400418141,1,"1","Partikelbundet - fra filteret","Chlorophyl A"," =",3.18,"µg/l",9999999,NA,1
99000049,"910 Bornholm, åbne del","Marin","Østersøen, åbne del","15.07.2021 12.00.00 +02:00","Enkeltprøve",943545.1615836318,6144866.541597747,60,"60","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",28,"µg/l",1,NA,2
93600004,"Dokkedal 10 m","Marin","Kattegat, Aalborg Bugt, Syd","29.06.1993 12.00.00 +02:00","Blandingsprøve",592518.9248175832,6303625.926839375,0.11,"0,11","Opløst - filtrat fra filtrering","Ortho-phosphat-P"," =",5,"µg/l",9999999,NA,2
96700016,"6700009","Marin","Storebælt, Vest","15.01.1996 12.00.00 +01:00","Enkeltprøve",607092.4447781707,6164659.936199923,5.4,"5,4","Ej oplyst","Primær produktion assimilieret Carbon, potentielt"," =",0.87,"mg/(m3*h)",9999999,NA,1
91500007,"Blåvand-Landegrænse, åbne del","Marin","Nordsøen, Blåvand-Landegrænsen","12.10.2020 12.00.00 +02:00","Enkeltprøve",458812.81424359314,6132541.098790822,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",130,"µg/l",9999999,NA,2
95340006,"Hejls Nor","Marin","Hejls Nor","18.05.2021 12.00.00 +02:00","Enkeltprøve",537194.6397889355,6135735.028111665,1,"1","Opløst - filtrat fra filtrering","Silicium"," =",1200,"µg/l",5,NA,2
