"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"FUGLESØ-FREDERIKSBORG AMTS ST.","02.08.1993 12.00.00 +02:00","Marin",0,702078,6184754,"Oxygenmætning"," =",150,"pct",2
"Langesø /002","09.05.2019 12.00.00 +02:00","Marin",3,575712,6143790,"Oxygen indhold"," =",7.91,"mg/l",3
"SKT. JØRGENSØ NORD-BAS AMTST","18.06.2008 12.00.00 +02:00","Marin",0.2,723719,6176181,"Oxygen indhold"," =",12.2,"mg/l",2
"FURESØ, kemi","07.08.2019 12.00.00 +02:00","Marin",27,714084,6189179,"Oxygen indhold"," =",1.8,"mg/l",3
"ST.GRIB SØ","01.06.2006 12.00.00 +02:00","Marin",10,706078,6209294,"Oxygenmætning"," =",27,"pct",2
"SMØRMOSEN","19.04.2005 12.00.00 +02:00","Marin",1.5,715823,6183642,"Oxygen indhold"," =",8.8,"mg/l",2
"NEDENSKOV SØ","16.07.1997 12.00.00 +02:00","Marin",1.02,542455,6207373,"Oxygenmætning"," =",107.1,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","17.09.2025 12.00.00 +02:00","Marin",1.99,504515.0399677128,6211703.980554111,"Oxygen indhold","",9.37,"mg/l",2
"BORUP SØ ST AMT","22.08.2000 12.00.00 +02:00","Marin",1.3,687544,6154115,"Oxygen indhold"," =",9,"mg/l",2
"TYSTRUP SØ, kemi","06.09.1994 12.00.00 +02:00","Marin",13.01,663916,6137795,"Oxygenmætning"," =",69,"pct",2
"UTTERSLEV MOSE, MIDT BASSIN","04.01.2022 12.00.00 +01:00","Marin",1.7,720231.9998057615,6180183.003862957,"Oxygenmætning","",98.8,"pct",1
"LUND FJORD - vandkemi","10.09.2024 12.00.00 +02:00","Marin",0.2,502681.0142060168,6329400.04855183,"Oxygen indhold","",8.3,"mg/l",2
"TANGE SØ, Vandkemi GAMMEL","30.08.2017 12.00.00 +02:00","Marin",5.5,536479,6241513,"Oxygenmætning"," =",79.6,"pct",3
"Engelsholm Sø - vandkemi","28.04.2014 12.00.00 +02:00","Marin",0.2,520069,6174893,"Oxygen indhold"," =",11.01,"mg/l",2
"LYNGMOSEN V, Falkerslev, kemi","26.05.2025 12.00.00 +02:00","Marin",0.2,693128.9998367036,6079434.0037879,"Oxygen indhold","",10.1,"mg/l",2
"HVIDKILDE SØ /001","24.10.1989 12.00.00 +01:00","Marin",0.5,597396,6103326,"Oxygen indhold"," =",8.8,"mg/l",2
"RÆVSØ, MIDT","18.05.2005 12.00.00 +02:00","Marin",3,527614,6208973,"Oxygen indhold"," =",10.7,"mg/l",2
"ST.GRIB SØ","22.04.1997 12.00.00 +02:00","Marin",2,706078,6209294,"Oxygenmætning"," =",92,"pct",2
"BYGHOLM SØ ST.95","06.06.2013 12.00.00 +02:00","Marin",0.2,550329,6191820,"Oxygen indhold"," =",13.9,"mg/l",2
"Bagsø (8895083) - vandkemi","10.05.2023 12.00.00 +02:00","Marin",2.97,476977.0315119269,6322098.059651821,"Oxygenmætning","",0.9433,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","20.06.2012 12.00.00 +02:00","Marin",7.06,552519,6218243,"Oxygen indhold"," =",10,"mg/l",2
"FURESØ, kemi","26.03.2009 12.00.00 +01:00","Marin",1,714084,6189179,"Oxygenmætning"," =",104,"pct",2
"SØ ØST FOR MOVSØ, Vandkemi","14.05.2008 12.00.00 +02:00","Marin",4.05,514851,6253810,"Oxygen indhold"," =",2,"mg/l",2
"SØNDERBY SØ ST AMT","07.04.2005 12.00.00 +02:00","Marin",4,561030,6122153,"Oxygen indhold"," =",11.8,"mg/l",2
"Nysø  - vandkemi","18.06.2021 12.00.00 +02:00","Marin",2.01,470889.0000245224,6160218.003685059,"Oxygen indhold"," =",10.14,"mg/l",2
"Dons Nørresø - vandkemi","05.04.1989 12.00.00 +02:00","Marin",0.3,526783,6156900,"Oxygen indhold"," =",13,"mg/l",2
"KALLERUP KÆR, Vandkemi","20.04.2010 12.00.00 +02:00","Marin",0.2,468313,6277078,"Oxygen indhold"," =",13,"mg/l",2
"Engelsholm Sø - vandkemi","18.03.2014 12.00.00 +01:00","Marin",5.5,520069,6174893,"Oxygenmætning"," =",98.8,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","06.08.2012 12.00.00 +02:00","Marin",25.05,552519,6218243,"Oxygenmætning"," =",0,"pct",2
"TYSTRUP SØ, kemi","30.05.1991 12.00.00 +02:00","Marin",7.94,663916,6137795,"Oxygenmætning"," =",143,"pct",2
"VEDSØ, NONBO, Vandkemi","12.11.1985 12.00.00 +01:00","Marin",0.2,524269,6251523,"Oxygen indhold"," =",10.5,"mg/l",2
"KILEN, Vandkemi","05.03.1992 12.00.00 +01:00","Marin",0.2,473293,6261767,"Oxygenmætning"," =",102,"pct",1
"Langesø /002","07.09.2004 12.00.00 +02:00","Marin",4.5,575712,6143790,"Oxygenmætning"," =",1,"pct",2
"STUBBERGÅRD SØ, Vandkemi","29.05.1991 12.00.00 +02:00","Marin",8,495462,6253704,"Oxygenmætning"," =",64,"pct",2
"VIBORG NØRRESØ, Vandkemi","12.08.2021 12.00.00 +02:00","Marin",8.5,526648.999977655,6257983.003548598,"Oxygenmætning"," =",0.38,"pct",2
"ULSE SØ, kemi","19.04.2004 12.00.00 +02:00","Marin",10.22,691219,6132094,"Oxygenmætning"," =",97.4,"pct",2
"FURESØ, kemi","26.09.2005 12.00.00 +02:00","Marin",9,714084,6189179,"Oxygen indhold"," =",8.7,"mg/l",2
"OLLERUP SØ AMTST.1","07.08.1992 12.00.00 +02:00","Marin",0.2,594808,6103529,"Oxygenmætning"," =",113,"pct",2
"FURESØ, kemi","27.05.2004 12.00.00 +02:00","Marin",17.29,714084,6189179,"Oxygen indhold"," =",10.49,"mg/l",2
"RAMTEN SØ, SYDLIGE DEL- RAM 3","25.07.2016 12.00.00 +02:00","Marin",1.5,600401,6256199,"Oxygen indhold"," =",12.2,"mg/l",3
"SØHOLM SØ /001","22.08.1994 12.00.00 +02:00","Marin",10.5,571863,6125861,"Oxygenmætning"," =",2,"pct",2
"LANGPOLD SØ VEST, Vandkemi","06.06.2024 12.00.00 +02:00","Marin",0.2,451089.0143217387,6190390.022140115,"Oxygen indhold","",6.6317,"mg/l",2
"Vedbøl Sø - vandkemi","19.09.2017 12.00.00 +02:00","Marin",0.2,525333,6115998,"Oxygenmætning"," =",125,"pct",3
"FARUM SØ, DYBESTE STED NORD","30.10.2008 12.00.00 +01:00","Marin",5,710835,6189267,"Oxygenmætning"," =",83,"pct",2
"Furesø-3007","30.10.2003 12.00.00 +01:00","Marin",18.55,713292,6189209,"Oxygenmætning"," =",82,"pct",2
"ALMINDSØ  ALM 1","05.09.2018 12.00.00 +02:00","Marin",7.5,534102,6222659,"Oxygen indhold"," =",12.7,"mg/l",3
"RAVNSØ, MIDT -- RAV1 - vandkemi","22.08.2013 12.00.00 +02:00","Marin",28,552519,6218243,"Oxygenmætning"," =",2.2,"pct",2
"DALLERUP SØ  - vandkemi","22.06.2023 12.00.00 +02:00","Marin",2.95,552913.9597633143,6185556.083329088,"Oxygen indhold","",7.9524,"mg/l",2
"VIBORG SØNDERSØ, Vandkemi","27.06.1991 12.00.00 +02:00","Marin",3,525589,6255243,"Oxygen indhold"," =",8.5,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","27.04.1993 12.00.00 +02:00","Marin",5,532693,6208262,"Oxygen indhold"," =",12.8,"mg/l",2
"HINGE SØ - vandkemi","04.06.2013 12.00.00 +02:00","Marin",0.53,531019,6234743,"Oxygen indhold"," =",12.2,"mg/l",2
"ØRNSØ  - vandkemi","10.09.1987 12.00.00 +02:00","Marin",10,532481,6223358,"Oxygenmætning"," =",60,"pct",2
"GLENSTRUP SØ - vandkemi","01.08.2006 12.00.00 +02:00","Marin",4,552405,6272687,"Oxygen indhold"," =",7.1,"mg/l",2
"FURESØ, kemi","19.05.1994 12.00.00 +02:00","Marin",9.96,714084,6189179,"Oxygen indhold"," =",11,"mg/l",2
"TEBSTRUP SØ","24.09.2008 12.00.00 +02:00","Marin",10,554540,6201824,"Oxygenmætning"," =",3,"pct",2
"TEBSTRUP SØ","08.08.1996 12.00.00 +02:00","Marin",6,554540,6201824,"Oxygen indhold"," =",0.3,"mg/l",2
"SNESERE SØ,TAPPERNØJE","08.06.2023 12.00.00 +02:00","Marin",0.1,687867.9669481516,6117345.997757055,"Oxygenmætning","",139.5291,"pct",2
"FUGLSANGSSØEN MIDT","10.07.2013 12.00.00 +02:00","Marin",0.2,723452,6186637,"Oxygenmætning"," =",113,"pct",2
"VIBORG NØRRESØ, Vandkemi","29.08.1994 12.00.00 +02:00","Marin",10,526649,6257983,"Oxygen indhold"," =",1.5,"mg/l",2
"HULEMOSE SØ,VORDINGBORG","25.09.1997 12.00.00 +02:00","Marin",0.5,690162,6099336,"Oxygen indhold"," =",14.5,"mg/l",2
"HALD SØ, Vandkemi","20.11.2002 12.00.00 +01:00","Marin",16,520999,6247723,"Oxygen indhold"," =",9.3,"mg/l",2
"MARIBO SØNDERSØ, kemi","20.05.2019 12.00.00 +02:00","Marin",1.02,661571,6070255,"Oxygen indhold"," =",9.54,"mg/l",3
"Rødesø","04.09.2018 12.00.00 +02:00","Marin",4.5,540436,6211521,"Oxygen indhold"," =",0,"mg/l",3
"SØ VED REVNINGE AMT ST","21.08.2007 12.00.00 +02:00","Marin",2,603614,6142392,"Oxygenmætning"," =",83,"pct",2
"ENSØ, Vandkemi","16.11.2011 12.00.00 +01:00","Marin",1.59,518719,6199593,"Oxygenmætning"," =",85,"pct",2
"SØRUP SØ, Fyn /001","10.08.2004 12.00.00 +02:00","Marin",0.5,599779,6104178,"Oxygen indhold"," =",8.8,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","17.07.2007 12.00.00 +02:00","Marin",8,552519,6218243,"Oxygen indhold"," =",10.6,"mg/l",2
"Ban Sø - vandkemi","15.08.2001 12.00.00 +02:00","Marin",3,522191,6115971,"Oxygenmætning"," =",1.4,"pct",2
"Stallerup Sø - vandkemi","22.04.2013 12.00.00 +02:00","Marin",2,526538,6153355,"Oxygenmætning"," =",124.2,"pct",2
"VANSØ, Vandkemi","04.07.2011 12.00.00 +02:00","Marin",0.18,531169,6259883,"Oxygen indhold"," =",14,"mg/l",2
"FURESØ, kemi","14.09.1978 12.00.00 +01:00","Marin",0.1,714084,6189179,"Oxygen indhold"," =",8.6,"mg/l",2
"VEJLSØ MIDT","12.05.2016 12.00.00 +02:00","Marin",1.99,534698,6223046,"Oxygen indhold"," =",11,"mg/l",3
"RAVNSØ, MIDT -- RAV1 - vandkemi","04.09.1996 12.00.00 +02:00","Marin",25,552519,6218243,"Oxygenmætning"," =",39,"pct",2
"SIBIRIEN  AMT ST","04.08.1993 12.00.00 +02:00","Marin",1,725115,6099805,"Oxygen indhold"," =",6.1,"mg/l",2
"SØHOLM SØ /001","15.05.1995 12.00.00 +02:00","Marin",1,571863,6125861,"Oxygen indhold"," =",9.9,"mg/l",2
"MAGLESØ, kemi","04.12.2003 12.00.00 +01:00","Marin",2.53,669464,6168553,"Oxygen indhold"," =",10.35,"mg/l",2
"GRANE LANGSØ, MIDT","05.07.2023 12.00.00 +02:00","Marin",7.48,528200.0097046501,6208142.052465227,"Oxygenmætning","",106.7557,"pct",2
"SORTEDAMSSØ NORD-BAS, kemi","26.04.2023 12.00.00 +02:00","Marin",0.2,724715.9998018866,6177956.003866275,"Oxygenmætning","",105.4,"pct",1
"TISSØ, kemi","09.08.1989 12.00.00 +02:00","Marin",2.97,644295,6162469,"Oxygenmætning"," =",104,"pct",2
"FURESØEN STOREKALV AMT ST","19.09.1996 12.00.00 +02:00","Marin",1,715762,6190674,"Oxygen indhold"," =",9.1,"mg/l",2
"TYSTRUP SØ, kemi","17.08.1993 12.00.00 +02:00","Marin",4.12,663916,6137795,"Oxygen indhold"," =",9,"mg/l",2
"BLIDSØ","07.09.2004 12.00.00 +02:00","Marin",5.99,541416,6211642,"Oxygen indhold"," =",0,"mg/l",2
"NAVN SØ - vandkemi","16.06.2011 12.00.00 +02:00","Marin",5.5,527291,6304213,"Oxygenmætning"," =",25.9,"pct",2
"SØLLERØD SØ, kemi","13.11.2013 12.00.00 +01:00","Marin",0.2,718410,6190956,"Oxygenmætning"," =",59,"pct",1
"GLENSTRUP SØ - vandkemi","20.05.2021 12.00.00 +02:00","Marin",6.1,553293.678104935,6272307.584143105,"Oxygenmætning","",98.76,"pct",2
"TISSØ, kemi","08.09.1999 12.00.00 +02:00","Marin",8.98,644295,6162469,"Oxygenmætning"," =",99,"pct",2
"FURESØ, kemi","14.08.2000 12.00.00 +02:00","Marin",30,714084,6189179,"Oxygenmætning"," =",1,"pct",2
"GURRE SØ","25.09.1991 12.00.00 +02:00","Marin",1,717347,6215075,"Oxygenmætning"," =",96,"pct",2
"TYSTRUP SØ, kemi","11.10.1994 12.00.00 +01:00","Marin",6.01,663916,6137795,"Oxygenmætning"," =",76,"pct",2
"Arreskov Sø /004","11.08.2009 12.00.00 +02:00","Marin",3.5,583299,6113387,"Oxygen indhold"," =",8.1,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","27.06.2002 12.00.00 +02:00","Marin",13,552519,6218243,"Oxygen indhold"," =",8.8,"mg/l",2
"SARUP SØ ST AMT","08.08.1991 12.00.00 +02:00","Marin",2.5,567954,6118169,"Oxygen indhold"," =",4,"mg/l",2
"Arreskov Sø /004","27.08.2020 12.00.00 +02:00","Marin",2,583299,6113387,"Oxygen indhold"," =",7.6,"mg/l",2
"Hostrup Sø - vandkemi","18.07.2000 12.00.00 +02:00","Marin",4.98,527763,6090708,"Oxygenmætning"," =",111,"pct",2
"SØNDERSØ, kemi","16.04.1997 12.00.00 +02:00","Marin",1.5,710238,6186185,"Oxygenmætning"," =",101.7,"pct",2
"VOMME SØ ST 2 AMT","30.09.1992 12.00.00 +01:00","Marin",1,603570,6133607,"Oxygen indhold"," =",3.9,"mg/l",2
"TISSØ, kemi","28.04.1997 12.00.00 +02:00","Marin",11.97,644295,6162469,"Oxygenmætning"," =",94,"pct",2
"RINGBÆK SØ DYBESTE STED","03.07.1984 12.00.00 +02:00","Marin",1,714322,6168471,"Oxygenmætning"," =",97,"pct",2
"GUDME SØ ST 1","13.07.2000 12.00.00 +02:00","Marin",0.2,608329,6112863,"Oxygen indhold"," =",5.6,"mg/l",2
"VESTERBORG SØ, kemi","05.02.2004 12.00.00 +01:00","Marin",1,645924,6082133,"Oxygen indhold"," =",11.2,"mg/l",2
"HALLE SØ ST AMT","07.08.2014 12.00.00 +02:00","Marin",3,529628,6204776,"Oxygenmætning"," =",59,"pct",2
"VIBORG NØRRESØ, Vandkemi","25.04.1991 12.00.00 +02:00","Marin",2,526649,6257983,"Oxygen indhold"," =",13.5,"mg/l",2
"Grærup Sø - vandkemi","26.06.2025 12.00.00 +02:00","Marin",0.19,446339.01053969166,6167148.026944183,"Oxygenmætning","",96.85,"pct",2
"Store Søgård Sø - vandkemi","05.02.2013 12.00.00 +01:00","Marin",0.2,528587,6087722,"Oxygen indhold"," =",12,"mg/l",2
"GURRE SØ","11.07.1991 12.00.00 +02:00","Marin",1,717347,6215075,"Oxygenmætning"," =",102,"pct",2
"Ulstrup Langsø - vandkemi","08.08.1991 12.00.00 +02:00","Marin",2,599932,6236803,"Oxygenmætning"," =",105,"pct",2
"SØHOLM SØ /001","20.09.1990 12.00.00 +02:00","Marin",10,571863,6125861,"Oxygenmætning"," =",9,"pct",2
"BLIDSØ","14.06.2016 12.00.00 +02:00","Marin",6.52,541416,6211642,"Oxygenmætning"," =",0,"pct",3
"ULSE SØ, kemi","27.09.2016 12.00.00 +02:00","Marin",8.06,691219,6132094,"Oxygenmætning"," =",32.74,"pct",3
"Stilling Solbjerg Sø, SYD FOR KOLLEN","10.07.2012 12.00.00 +02:00","Marin",2,565236,6213113,"Oxygenmætning"," =",97,"pct",2
"KÆRENG SØ AMT ST","13.07.2006 12.00.00 +02:00","Marin",3,681522,6183433,"Oxygenmætning"," =",1,"pct",1
"SMØRMOSE - vandkemi","26.10.1995 12.00.00 +01:00","Marin",0.5,586416,6251014,"Oxygen indhold"," =",10.6,"mg/l",2
"PEDERSBORG SØ, kemi","24.11.2014 12.00.00 +01:00","Marin",4.92,661319,6147494,"Oxygen indhold"," =",9.38,"mg/l",2
"HALD SØ, Vandkemi","24.08.2023 12.00.00 +02:00","Marin",16,520999.0098558435,6247725.089344629,"Oxygen indhold","",0,"mg/l",2
"GAMBORG INDREFJORD AMT ST","18.09.2001 12.00.00 +02:00","Marin",0.2,550992,6145697,"Oxygenmætning"," =",87,"pct",2
"Ødam","07.04.1999 12.00.00 +02:00","Marin",0.2,706047,6204421,"Oxygenmætning"," =",109,"pct",2
"VIBORG SØNDERMOSE, Vandkemi","09.05.2022 12.00.00 +02:00","Marin",0.99,525168.982491625,6253514.943897366,"Oxygen indhold","",9.7482,"mg/l",2
"VELLING IGELSØ, midt - vandkemi","05.09.2023 12.00.00 +02:00","Marin",8.49,532506.9794452175,6211087.97158981,"Oxygenmætning","",46.3119,"pct",2
"GØDSTRUP SØ, Vandkemi","20.09.1990 12.00.00 +02:00","Marin",3.5,494267,6223446,"Oxygenmætning"," =",88,"pct",2
"VOMME SØ ST 2 AMT","16.03.1999 12.00.00 +01:00","Marin",1,603570,6133607,"Oxygenmætning"," =",125,"pct",2
"Holtebakke Sø - vandkemi","18.07.2024 12.00.00 +02:00","Marin",0.24,552355.0147055708,6335445.012912822,"Oxygenmætning","",110.54,"pct",2
"NORDBY SØ ST AMT","18.11.2003 12.00.00 +01:00","Marin",0.2,561051,6123651,"Oxygenmætning"," =",88,"pct",2
"HALD SØ, Vandkemi","13.10.1978 12.00.00 +01:00","Marin",29.5,520999,6247723,"Oxygen indhold"," =",2.1,"mg/l",2
"Sø øst for Tømmerby Fjord - vandkemi","03.09.2025 12.00.00 +02:00","Marin",0.19,499594.98894984333,6323342.081984237,"Oxygenmætning","",88.47,"pct",2
"BIRKERØD SØ","19.07.1989 12.00.00 +02:00","Marin",2,714472,6193251,"Oxygenmætning"," =",66,"pct",2
"SØGÅRD SØ (SYD, v. Vamdrup) - vandkemi","24.05.2005 12.00.00 +02:00","Marin",0.2,520785,6142631,"Oxygenmætning"," =",98,"pct",2
"Maggesøen - vandkemi","12.04.1988 12.00.00 +02:00","Marin",4.7,497089,6122008,"Oxygen indhold"," =",12.7,"mg/l",2
"OVERSØ","18.04.2007 12.00.00 +02:00","Marin",0.2,540802,6211728,"Oxygenmætning"," =",107,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","19.10.2010 12.00.00 +02:00","Marin",10.02,552519,6218243,"Oxygen indhold"," =",10.1,"mg/l",2
"SORTEDAMS SØ SYD BAS AMTST","23.12.2013 12.00.00 +01:00","Marin",0.2,724214,6177260,"Oxygen indhold"," =",12.6,"mg/l",1
"TORUP SØ - vandkemi","06.08.2013 12.00.00 +02:00","Marin",2.03,526958,6208210,"Oxygen indhold"," =",8.3,"mg/l",2
"Arreskov Sø /004","24.10.2016 12.00.00 +02:00","Marin",1,583299,6113387,"Oxygenmætning"," =",93,"pct",3
"Store Ibjerg Sø (Grusgravssø 4.2)/001","10.06.2021 12.00.00 +02:00","Marin",1,595982.0799971954,6130956.163686142,"Oxygen indhold","",10,"mg/l",2
"Fårup Sø - vandkemi","08.07.1991 12.00.00 +02:00","Marin",10.7,525369,6176393,"Oxygen indhold"," =",0.1,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","29.10.1992 12.00.00 +01:00","Marin",3,532693,6208262,"Oxygenmætning"," =",84,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","23.05.2013 12.00.00 +02:00","Marin",1.01,552519,6218243,"Oxygen indhold"," =",13.3,"mg/l",2
"Keldsnor /001, vandkemi, sediment","21.11.2017 12.00.00 +01:00","Marin",0.2,609890,6065908,"Oxygen indhold"," =",12.95,"mg/l",3
"ØSTERILD FJORD - vandkemi","18.06.1990 12.00.00 +02:00","Marin",1,492325,6318164,"Oxygen indhold"," =",10.5,"mg/l",2
"Torup Sø -  iltstation 1.1","27.05.2003 12.00.00 +02:00","Marin",2.01,526689,6208406,"Oxygen indhold"," =",15.3,"mg/l",2
"HAVEMOSE","19.04.1999 12.00.00 +02:00","Marin",2,680408,6179463,"Oxygen indhold"," =",11.3,"mg/l",2
"Nørresø, Fyn /001, vandkemi, sediment","31.08.1992 12.00.00 +02:00","Marin",0.2,587917,6112007,"Oxygen indhold"," =",9.8,"mg/l",2
"PYRITSØEN, kemi ","18.05.2005 12.00.00 +02:00","Marin",15.88,863551,6126567,"Oxygen indhold"," =",11.35,"mg/l",2
"LEGIND SØ - vandkemi","12.07.2016 12.00.00 +02:00","Marin",0.2,489559,6291232,"Oxygenmætning"," =",104.5,"pct",3
"VEDSØ, NONBO, Vandkemi","29.09.2015 12.00.00 +02:00","Marin",1,524269,6251523,"Oxygen indhold"," =",11.05,"mg/l",2
"KALGÅRD SØ, MIDT","01.09.1994 12.00.00 +02:00","Marin",9,528319,6207543,"Oxygenmætning"," =",2,"pct",2
"GØDSTRUP SØ, Vandkemi","09.08.1990 12.00.00 +02:00","Marin",0.2,494267,6223446,"Oxygen indhold"," =",11.3,"mg/l",2
"SOLBJERG ENGSØ, kemi","01.11.1995 12.00.00 +01:00","Marin",0,702841,6210370,"Oxygenmætning"," =",77,"pct",2
"Jels Nedersø - vandkemi","26.11.2001 12.00.00 +01:00","Marin",10.52,513937,6135204,"Oxygenmætning"," =",86.5,"pct",2
"BIRKERØD SØ","09.08.1989 12.00.00 +02:00","Marin",1,714472,6193251,"Oxygenmætning"," =",121,"pct",2
"MOSSØ - vandkemi","27.05.2015 12.00.00 +02:00","Marin",7.14,549550,6210472,"Oxygen indhold"," =",10.2,"mg/l",2
"STADIL FJORD, Vandkemi","08.04.2013 12.00.00 +02:00","Marin",2,451285,6224313,"Oxygen indhold"," =",13.04,"mg/l",2
"HOLME SØ","09.06.2023 12.00.00 +02:00","Marin",0.33,716343.4506158746,6168453.041131239,"Oxygen indhold","",8.6731,"mg/l",2
"FERRING SØ, Vandkemi","17.03.1998 12.00.00 +01:00","Marin",2.21,447186,6268201,"Oxygenmætning"," =",104,"pct",2
"NORDBY SØ ST AMT","19.08.1991 12.00.00 +02:00","Marin",0.2,561051,6123651,"Oxygenmætning"," =",73,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","08.09.1992 12.00.00 +02:00","Marin",25,552519,6218243,"Oxygen indhold"," =",0.8,"mg/l",2
"NORS SØ - vandkemi","02.07.2013 12.00.00 +02:00","Marin",8,476319,6320842,"Oxygenmætning"," =",101.3,"pct",2
"Store Ibjerg Sø (Grusgravssø 4.2)/001","04.08.2025 12.00.00 +02:00","Marin",6.08,595986.954998189,6130957.969112904,"Oxygenmætning","",96.52,"pct",2
"Dallund Sø /001","20.05.1996 12.00.00 +02:00","Marin",0.2,580869,6149324,"Oxygenmætning"," =",92,"pct",2
"SØBO SØ, vandkemi","09.08.1990 12.00.00 +02:00","Marin",4,576888,6118630,"Oxygenmætning"," =",99,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","29.04.2014 12.00.00 +02:00","Marin",18.07,552519,6218243,"Oxygenmætning"," =",101.5,"pct",2
"ARRESØ, kemi","12.01.1989 12.00.00 +01:00","Marin",0,693898,6209574,"Oxygen indhold"," =",13.1,"mg/l",2
"KILEN, Vandkemi","30.03.1989 12.00.00 +02:00","Marin",3.7,473293,6261767,"Oxygen indhold"," =",15.2,"mg/l",2
"Lille Søgård Sø - vandkemi","29.04.2009 12.00.00 +02:00","Marin",1,529313.999949248,6088259.00776338,"Oxygenmætning","",103.5,"pct",1
"SØBYLEJET 31, MELDGÅRD SØ, Vandkemi","17.08.2009 12.00.00 +02:00","Marin",3.85,506525,6207743,"Oxygenmætning"," =",92,"pct",1
"BAVELSE SØ, kemi","24.08.2004 12.00.00 +02:00","Marin",1.04,667069,6135191,"Oxygenmætning"," =",100.5,"pct",2
"Store Søgård Sø - vandkemi","24.07.2003 12.00.00 +02:00","Marin",1,528587,6087722,"Oxygen indhold"," =",9.1,"mg/l",2
"Furesø-3007","08.07.2004 12.00.00 +02:00","Marin",24.42,713292,6189209,"Oxygenmætning"," =",64.9,"pct",2
"FURESØ, kemi","13.01.2025 12.00.00 +01:00","Marin",18,714083.9998185481,6189179.003633557,"Oxygenmætning","",89,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","21.10.2025 12.00.00 +02:00","Marin",2,504515.0399677128,6211703.980554111,"Oxygen indhold","",10.64,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","17.09.1998 12.00.00 +02:00","Marin",3.1,552519,6218243,"Oxygenmætning"," =",102,"pct",2
"Store Søgård Sø - vandkemi","24.06.2010 12.00.00 +02:00","Marin",0.2,528587,6087722,"Oxygen indhold"," =",19.07,"mg/l",2
"Langesø /002","26.07.1990 12.00.00 +02:00","Marin",0.2,575712,6143790,"Oxygenmætning"," =",186,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","25.06.2020 12.00.00 +02:00","Marin",1.03,552519,6218243,"Oxygen indhold"," =",10,"mg/l",2
"TRYGGELEV NOR VEST MC ST 2","05.10.2006 12.00.00 +02:00","Marin",3.4,606770,6073340,"Oxygenmætning"," =",79,"pct",2
"SNABE IGELSØ, MIDT","03.07.2019 12.00.00 +02:00","Marin",0.2,529369,6209993,"Oxygenmætning"," =",100.1,"pct",3
"STRØLILLE GRAVSØ, kemi","21.05.2024 12.00.00 +02:00","Marin",16.9,695282.5362833459,6198956.192637966,"Oxygen indhold","",3.086,"mg/l",2
"Dons Nørresø - vandkemi","13.03.1991 12.00.00 +01:00","Marin",0.5,526783,6156900,"Oxygen indhold"," =",16.4,"mg/l",2
"MAGLESØ, kemi","17.06.2013 12.00.00 +02:00","Marin",5,669464,6168553,"Oxygenmætning"," =",82,"pct",2
"PEDERSBORG SØ, kemi","09.10.1996 12.00.00 +02:00","Marin",2,661319,6147494,"Oxygenmætning"," =",91,"pct",2
"HINGE SØ - vandkemi","17.05.2004 12.00.00 +02:00","Marin",0.2,531019,6234743,"Oxygen indhold"," =",10.5,"mg/l",2
"STUBBE SØ, MIDT -- STV5","17.05.2004 12.00.00 +02:00","Marin",5,604655,6235720,"Oxygen indhold"," =",12.4,"mg/l",2
"HØIER SØ AMT ST","20.05.1997 12.00.00 +02:00","Marin",2,686614,6109679,"Oxygen indhold"," =",8.2,"mg/l",2
"Grubevande - vandkemi","16.06.2015 12.00.00 +02:00","Marin",0.5,464926,6314631,"Oxygenmætning"," =",98.1,"pct",2
"Dallund Sø /001","14.05.1991 12.00.00 +02:00","Marin",1.5,580869,6149324,"Oxygen indhold"," =",9.4,"mg/l",2
"Fårup Sø - vandkemi","14.06.2006 12.00.00 +02:00","Marin",6.55,525369,6176393,"Oxygenmætning"," =",74.8,"pct",2
"KNUDMOSE SØ, Vandkemi","16.09.2024 12.00.00 +02:00","Marin",0.2,500840.0329715539,6219147.027835844,"Oxygenmætning","",88.1092,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","19.04.2006 12.00.00 +02:00","Marin",30,552519,6218243,"Oxygenmætning"," =",104,"pct",2
"SØLLERØD SØ, kemi","16.09.2002 12.00.00 +02:00","Marin",5,718410,6190956,"Oxygenmætning"," =",2,"pct",2
"GLUMSØ SØ,GLUMSØ, kemi","29.09.2005 12.00.00 +02:00","Marin",0.2,670310,6136956,"Oxygen indhold"," =",12.43,"mg/l",2
