"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"RAVNSØ, MIDT -- RAV1 - vandkemi","08.09.2010 12.00.00 +02:00","Marin",6.98,552519,6218243,"Oxygenmætning"," =",97.5,"pct",2
"Marielund Sø - vandkemi","14.05.2001 12.00.00 +02:00","Marin",3.51,530879,6150414,"Oxygen indhold"," =",13.5,"mg/l",2
"FUSSING SØ VEST -- FUS 2","15.08.1979 12.00.00 +01:00","Marin",1,552757,6259154,"Oxygen indhold"," =",9.9,"mg/l",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","18.12.2019 12.00.00 +01:00","Marin",5.7,504515,6211704,"Oxygen indhold"," =",12.35,"mg/l",3
"VOMME SØ ST 2 AMT","05.09.2017 12.00.00 +02:00","Marin",2,603570,6133607,"Oxygen indhold"," =",7.85,"mg/l",3
"Bjergene Sø /001, Ærø","10.09.2020 12.00.00 +02:00","Marin",0.04,590392,6084807,"Oxygenmætning"," =",117,"pct",2
"Smalby Sø vest - vandkemi","25.06.2018 12.00.00 +02:00","Marin",13,557002,6329407,"Oxygen indhold"," =",3.56,"mg/l",3
"HEJRESØ - Natosøen, kemi","21.05.2025 12.00.00 +02:00","Marin",0.37,724235.1730361339,6164676.0313114,"Oxygenmætning","",92.49,"pct",2
"BRYRUP LANGSØ,  BRY 1","06.06.1996 12.00.00 +02:00","Marin",1,532693,6208262,"Oxygenmætning"," =",114,"pct",2
"BURESØ","03.09.2012 12.00.00 +02:00","Marin",3,701619,6191260,"Oxygenmætning"," =",80,"pct",2
"KNUD SØ, ØST - Kemistation","26.04.2010 12.00.00 +02:00","Marin",18,547982,6217718,"Oxygen indhold"," =",13.6,"mg/l",2
"GUNDSØMAGLE SØ ST AMT","04.07.2007 12.00.00 +02:00","Marin",0.2,700368,6180364,"Oxygen indhold"," =",10.4,"mg/l",2
"Gråsten Slotssø - vandkemi","29.05.1997 12.00.00 +02:00","Marin",6,537772,6086237,"Oxygen indhold"," =",0.4,"mg/l",2
"SØNDERSØ, kemi","10.07.2019 12.00.00 +02:00","Marin",3,710238,6186185,"Oxygenmætning"," =",104,"pct",3
"KNUD SØ, ØST - Kemistation","09.05.1990 12.00.00 +02:00","Marin",10,547982,6217718,"Oxygen indhold"," =",11.3,"mg/l",2
"Skanderborg Lillesø, MIDT","07.09.1995 12.00.00 +02:00","Marin",1.3,557923,6209612,"Oxygen indhold"," =",9.3,"mg/l",2
"ST.GRIB SØ","22.06.2023 12.00.00 +02:00","Marin",2.51,706077.7530676462,6209291.965521992,"Oxygen indhold","",10.504,"mg/l",2
"LANGEDAM, kemi","09.07.2015 12.00.00 +02:00","Marin",0.19,687030,6129710,"Oxygen indhold"," =",6.93,"mg/l",2
"Grindsted Engsø /001 - vandkemi","22.10.2013 12.00.00 +02:00","Marin",1,492563,6179380,"Oxygen indhold"," =",10.62,"mg/l",2
"SVOGERSLEV SØ ST 1","19.06.1985 12.00.00 +02:00","Marin",3,689013,6170343,"Oxygen indhold"," =",11.6,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","16.11.1995 12.00.00 +01:00","Marin",12,552519,6218243,"Oxygenmætning"," =",90,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","01.04.2016 12.00.00 +02:00","Marin",20,552519,6218243,"Oxygenmætning"," =",99.4,"pct",3
"JULSØ - JUL1 - vandkemi","28.09.2010 12.00.00 +02:00","Marin",6,542593,6219335,"Oxygenmætning"," =",78.1,"pct",2
"SØMOSE","28.08.2002 12.00.00 +02:00","Marin",0.2,689831,6086450,"Oxygen indhold"," =",8.7,"mg/l",2
"ULSE SØ, kemi","20.06.2002 12.00.00 +02:00","Marin",16.22,691219,6132094,"Oxygen indhold"," =",0.68,"mg/l",2
"HUNDSØ, MIDT","30.06.2005 12.00.00 +02:00","Marin",6,533669,6210693,"Oxygen indhold"," =",0.3,"mg/l",2
"ØRNSØ  - vandkemi","12.11.1992 12.00.00 +01:00","Marin",7,532481,6223358,"Oxygenmætning"," =",86,"pct",2
"UTTERSLEV MOSE, ØSTLIGE BASSIN, kemi","23.04.2020 12.00.00 +02:00","Marin",0.2,720911.9998051785,6180567.003862453,"Oxygen indhold","",8.09,"mg/l",1
"GENTOFTE SØ AMT ST","01.11.1999 12.00.00 +01:00","Marin",1.4,721775,6183717,"Oxygenmætning"," =",114.1,"pct",2
"SVOGERSLEV SØ ST 1","06.09.1988 12.00.00 +02:00","Marin",2,689013,6170343,"Oxygen indhold"," =",14,"mg/l",2
"UDBYOVER SØ Ø-DEL (UDB 1)","26.05.2021 12.00.00 +02:00","Marin",1,574383.9812216253,6279463.081012356,"Oxygenmætning","",107.01,"pct",2
"Borremose, Krabbes mose, kemi","02.07.1997 12.00.00 +02:00","Marin",1,688449,6080264,"Oxygenmætning"," =",116,"pct",2
"Agsø - vandkemi","23.04.1992 12.00.00 +02:00","Marin",6,529690,6095870,"Oxygen indhold"," =",2,"mg/l",2
"FLØDESTRUP SØ ST AMT","21.06.1994 12.00.00 +02:00","Marin",0.2,606294,6137712,"Oxygen indhold"," =",12.3,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","12.06.2014 12.00.00 +02:00","Marin",13.03,552519,6218243,"Oxygenmætning"," =",69.2,"pct",2
"ALMINDSØ  ALM 1","28.07.1994 12.00.00 +02:00","Marin",5.1,534102,6222659,"Oxygen indhold"," =",12.7,"mg/l",2
"FURESØ, kemi","15.03.2007 12.00.00 +01:00","Marin",30,714084,6189179,"Oxygen indhold"," =",13.31,"mg/l",2
"Furesø-3007","21.08.2003 12.00.00 +02:00","Marin",10.16,713292,6189209,"Oxygen indhold"," =",1.43,"mg/l",2
"PYRITSØEN, kemi ","19.05.2022 12.00.00 +02:00","Marin",5.33,863551.3806034648,6126567.41182306,"Oxygenmætning","",134.032,"pct",2
"INDFJORDEN, Vandkemi","04.07.2018 12.00.00 +02:00","Marin",0.2,451213,6252061,"Oxygen indhold"," =",8.64,"mg/l",3
"SØBY SØ, MIDTJYLLAND, Vandkemi","25.10.2010 12.00.00 +02:00","Marin",0.2,504515,6211704,"Oxygenmætning"," =",94,"pct",2
"Torup Sø -  iltstation 1.1","24.09.2002 12.00.00 +02:00","Marin",3.03,526689,6208406,"Oxygen indhold"," =",5.3,"mg/l",2
"JULSØ - JUL1 - vandkemi","08.07.2024 12.00.00 +02:00","Marin",4.97,542593.0231956263,6219334.953455702,"Oxygen indhold","",7.71,"mg/l",2
"MADE SØ AMT ST","13.12.1990 12.00.00 +01:00","Marin",0,646119,6165994,"Oxygenmætning"," =",91,"pct",2
"TYSTRUP SØ, kemi","25.05.1993 12.00.00 +02:00","Marin",7.03,663916,6137795,"Oxygenmætning"," =",92,"pct",2
"Skærsø - vandkemi","17.04.2012 12.00.00 +02:00","Marin",0.2,517419,6159693,"Oxygen indhold"," =",11.34,"mg/l",2
"KÆRENG SØ AMT ST","17.05.2006 12.00.00 +02:00","Marin",2.9,681522,6183433,"Oxygenmætning"," =",1.5,"pct",2
"Hals sø amts st","23.07.2025 12.00.00 +02:00","Marin",3,572865.9999388815,6254128.003554598,"Oxygenmætning","",82.18,"pct",0
"BRASSØ, BRA 1","10.04.2014 12.00.00 +02:00","Marin",8,536232,6221992,"Oxygenmætning"," =",101.5,"pct",2
"Fårup Sø - vandkemi","22.06.1999 12.00.00 +02:00","Marin",9.51,525369,6176393,"Oxygen indhold"," =",1.7,"mg/l",2
"Skanderborg Sø - vandkemi","06.12.1995 12.00.00 +01:00","Marin",12,557952,6207834,"Oxygenmætning"," =",99,"pct",2
"SØHOLM SØ /001","03.07.2012 12.00.00 +02:00","Marin",9.5,571863,6125861,"Oxygen indhold"," =",0.2,"mg/l",2
"BLØDEMADE SØ, EVERDRUP","06.06.1990 12.00.00 +02:00","Marin",0.2,688382,6123881,"Oxygen indhold"," =",7.8,"mg/l",2
"Nørre Tvismark Sø - Vest - vandkemi","02.08.2023 12.00.00 +02:00","Marin",1,471479.00002405414,6112090.003749539,"Oxygenmætning","",75.7,"pct",2
"SARUP SØ ST AMT","04.07.1989 12.00.00 +02:00","Marin",1.5,567954,6118169,"Oxygen indhold"," =",8.8,"mg/l",2
"SKÅN SØ, Vandkemi","21.04.2009 12.00.00 +02:00","Marin",4.46,489508,6262774,"Oxygenmætning"," =",97,"pct",2
"NORS SØ - vandkemi","31.05.2007 12.00.00 +02:00","Marin",10,476319,6320842,"Oxygen indhold"," =",9.7,"mg/l",3
"TISSØ, kemi","03.10.1995 12.00.00 +01:00","Marin",0,644295,6162469,"Oxygenmætning"," =",87,"pct",2
"LINDHOLM KRIDTGRAV - vandkemi","13.09.2012 12.00.00 +02:00","Marin",29,555670,6325321,"Oxygenmætning"," =",19.3,"pct",2
"Rands Fjord  - vandkemi","16.05.2006 12.00.00 +02:00","Marin",1.26,544708,6162988,"Oxygen indhold"," =",8.7,"mg/l",2
"SØNDERSØ, kemi","07.07.1998 12.00.00 +02:00","Marin",6,710238,6186185,"Oxygen indhold"," =",8.7,"mg/l",2
"TISSØ, kemi","18.08.1997 12.00.00 +02:00","Marin",8.05,644295,6162469,"Oxygenmætning"," =",24,"pct",2
"BRYRUP LANGSØ,  BRY 1","04.08.2021 12.00.00 +02:00","Marin",3,532699.3224982646,6208285.751932522,"Oxygen indhold","",7.39,"mg/l",2
"DALBY SØ","29.10.2001 12.00.00 +01:00","Marin",0.2,689859,6152954,"Oxygen indhold"," =",11.1,"mg/l",2
"MAGLESØ, kemi","23.09.2008 12.00.00 +02:00","Marin",1,669464,6168553,"Oxygenmætning"," =",99,"pct",2
"Skjoldnæsholm Gårdsø, kemi","15.12.2003 12.00.00 +01:00","Marin",2.5,680216,6157969,"Oxygen indhold"," =",11,"mg/l",2
"Frederiksborg  Slotsø, kemi","09.06.2020 12.00.00 +02:00","Marin",5.5,706425,6203680,"Oxygenmætning"," =",0,"pct",2
"Dybesø - KEMI","07.11.2006 12.00.00 +01:00","Marin",0,671409,6205451,"Oxygenmætning"," =",95.1,"pct",2
"GLENSTRUP SØ - vandkemi","04.06.2024 12.00.00 +02:00","Marin",1.02,552404.972246835,6272686.911795638,"Oxygenmætning","",108.1,"pct",2
"SØBO SØ, vandkemi","07.05.2024 12.00.00 +02:00","Marin",1.1,576888.0422766963,6118630.0164778,"Oxygenmætning","",120.32,"pct",2
"FURESØ, kemi","14.05.1998 12.00.00 +02:00","Marin",11,714084,6189179,"Oxygenmætning"," =",94.5,"pct",2
"Kamstrup Grusgrav, kemi","30.06.2014 12.00.00 +02:00","Marin",0.2,694247,6167128,"Oxygen indhold"," =",10,"mg/l",2
"Torup Sø -  iltstation 1.1","01.06.2004 12.00.00 +02:00","Marin",2.01,526689,6208406,"Oxygen indhold"," =",12.1,"mg/l",2
"TISSØ, kemi","07.07.2009 12.00.00 +02:00","Marin",12.5,644295,6162469,"Oxygen indhold"," =",0.3,"mg/l",2
"LEMVIG SØ, Vandkemi","16.09.2014 12.00.00 +02:00","Marin",1,457993,6266836,"Oxygen indhold"," =",8.86,"mg/l",2
"Dybvad Sø dybeste sted - vandkemi","07.09.2017 12.00.00 +02:00","Marin",7,582563,6348382,"Oxygen indhold"," =",0,"mg/l",3
"SJØRUP SØ - vandkemi","27.07.2016 12.00.00 +02:00","Marin",14,524225,6302796,"Oxygen indhold"," =",0,"mg/l",3
"RAVNSØ, MIDT -- RAV1 - vandkemi","14.05.1996 12.00.00 +02:00","Marin",30,552519,6218243,"Oxygenmætning"," =",70,"pct",2
"VESTERBORG SØ, kemi","24.10.2005 12.00.00 +02:00","Marin",1,645924,6082133,"Oxygenmætning"," =",79.1,"pct",2
"Kvie Sø - vandkemi","10.05.2007 12.00.00 +02:00","Marin",1,485559,6175543,"Oxygen indhold"," =",10.11,"mg/l",2
"Silkeborg Langsø Midt 1","11.07.2024 12.00.00 +02:00","Marin",3.7,532936.9999723308,6225508.003594737,"Oxygen indhold"," =",0.8,"mg/l",1
"LADING SØ ØST,--LAD2","17.05.1989 12.00.00 +02:00","Marin",0.5,560076,6230597,"Oxygen indhold"," =",14.9,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","18.08.2015 12.00.00 +02:00","Marin",5.58,532693,6208262,"Oxygenmætning"," =",0,"pct",2
"VANDET SØ - vandkemi","01.05.2012 12.00.00 +02:00","Marin",2,473039,6319052,"Oxygenmætning"," =",98.5,"pct",2
"KÅS KÆR, Vandkemi","31.05.2017 12.00.00 +02:00","Marin",0.2,480729,6274196,"Oxygen indhold"," =",9.78,"mg/l",3
"TISSØ, kemi","15.11.1999 12.00.00 +01:00","Marin",10.02,644295,6162469,"Oxygenmætning"," =",85,"pct",2
"Fårup Sø - vandkemi","11.07.2002 12.00.00 +02:00","Marin",1.01,525369,6176393,"Oxygenmætning"," =",135.8,"pct",2
"Vejlen, Tåsinge /001","06.09.2007 12.00.00 +02:00","Marin",0.2,598488,6095353,"Oxygenmætning"," =",118,"pct",2
"KULSØ V. BRYRUP MIDT  KUL 1","27.09.1983 12.00.00 +01:00","Marin",0,530321,6209435,"Oxygen indhold"," =",10.8,"mg/l",2
"FARUM SØ, DYBESTE STED NORD","13.07.1988 12.00.00 +02:00","Marin",11,710835,6189267,"Oxygen indhold"," =",0,"mg/l",2
"HINGE SØ - vandkemi","14.12.2005 12.00.00 +01:00","Marin",1,531019,6234743,"Oxygen indhold"," =",12.3,"mg/l",2
"VOERBJERG LERGRAV - vandkemi","19.05.2021 12.00.00 +02:00","Marin",9,554305.0256874362,6328225.966341888,"Oxygenmætning","",30.84,"pct",2
"VEDSØ, RINDSHOLM, Vandkemi","08.06.1995 12.00.00 +02:00","Marin",2,525999,6250533,"Oxygen indhold"," =",8.2,"mg/l",2
"STEVNING DAM 2","27.03.1981 12.00.00 +01:00","Marin",0.5,522937,6122084,"Oxygen indhold"," =",9.86,"mg/l",2
"VEJLESØ, MIDT","06.10.1977 12.00.00 +01:00","Marin",0.6,717014,6190183,"Oxygenmætning"," =",79,"pct",2
"HAMMER SØ","22.04.2003 12.00.00 +02:00","Marin",0.2,866012,6141452,"Oxygenmætning"," =",103,"pct",2
"SØHOLM SØ /001","21.06.2011 12.00.00 +02:00","Marin",3,571863,6125861,"Oxygen indhold"," =",9.7,"mg/l",2
"VRADS SANDE SØ - sydbassin","06.04.1994 12.00.00 +02:00","Marin",0.2,527599,6211756,"Oxygenmætning"," =",102,"pct",2
"Langesø /002","07.08.1996 12.00.00 +02:00","Marin",4,575712,6143790,"Oxygenmætning"," =",0,"pct",2
"PYRITSØEN, kemi ","18.05.2005 12.00.00 +02:00","Marin",7.73,863551,6126567,"Oxygen indhold"," =",12.44,"mg/l",2
"Sø i Tøsby Mose - vandkemi","02.07.2012 12.00.00 +02:00","Marin",0.2,521074,6177744,"Oxygenmætning"," =",82,"pct",2
"BAGSVÆRD SØ, kemi","05.09.2000 12.00.00 +02:00","Marin",2.5,717383,6185871,"Oxygenmætning"," =",92.7,"pct",2
"MADUM SØ - vandkemi","26.01.1994 12.00.00 +01:00","Marin",4.5,557195,6295420,"Oxygen indhold"," =",15.1,"mg/l",2
"VESTERBORG SØ, kemi","06.12.2012 12.00.00 +01:00","Marin",1.04,645924,6082133,"Oxygenmætning"," =",85.23,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","23.05.2007 12.00.00 +02:00","Marin",26,552519,6218243,"Oxygenmætning"," =",48,"pct",2
"TYSTRUP SØ, kemi","06.09.1999 12.00.00 +02:00","Marin",1,663916,6137795,"Oxygen indhold"," =",11.7,"mg/l",2
"FURESØ, kemi","31.05.1990 12.00.00 +02:00","Marin",31,714084,6189179,"Oxygen indhold"," =",8.87,"mg/l",2
"FURESØ, kemi","13.10.1999 12.00.00 +02:00","Marin",15,714084,6189179,"Oxygenmætning"," =",72.4,"pct",2
"VESSØ","26.09.2000 12.00.00 +02:00","Marin",6,548964,6214249,"Oxygenmætning"," =",107,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","11.05.2016 12.00.00 +02:00","Marin",8.04,552519,6218243,"Oxygen indhold"," =",13.8,"mg/l",3
"VESTBIRK SØ - vandkemi","04.08.2005 12.00.00 +02:00","Marin",0.13,544046,6202980,"Oxygenmætning"," =",142,"pct",2
"TYSTRUP SØ, kemi","08.04.2002 12.00.00 +02:00","Marin",3.04,663916,6137795,"Oxygenmætning"," =",96.4,"pct",2
"VIBORG NØRRESØ, Vandkemi","20.06.2019 12.00.00 +02:00","Marin",10,526649,6257983,"Oxygen indhold"," =",1.43,"mg/l",3
"GLENSTRUP SØ - vandkemi","20.05.2021 12.00.00 +02:00","Marin",10.1,553293.678104935,6272307.584143105,"Oxygen indhold","",10.72,"mg/l",2
"UTTERSLEV MOSE, ØSTLIGE BASSIN, kemi","10.04.2001 12.00.00 +02:00","Marin",0.2,720912,6180567,"Oxygen indhold"," =",11.3,"mg/l",2
"ST.GRIB SØ","08.05.2017 12.00.00 +02:00","Marin",6,706078,6209294,"Oxygen indhold"," =",10.2,"mg/l",3
"FAVRHOLM SØ AMT ST","23.09.2015 12.00.00 +02:00","Marin",1,705171,6200936,"Oxygenmætning"," =",42,"pct",2
"MOVSØ, Vandkemi","20.07.2021 12.00.00 +02:00","Marin",3.5,513945.9999883033,6253458.003555005,"Oxygenmætning"," =",0.35,"pct",2
"H84-Hostrup, sø 23 - vandkemi","25.06.2019 12.00.00 +02:00","Marin",1,527926,6092233,"Oxygen indhold"," =",7.11,"mg/l",3
"FUSSING SØ MIDT ","24.05.2000 12.00.00 +02:00","Marin",17,553787,6258768,"Oxygenmætning"," =",82,"pct",2
"MOSSØ - vandkemi","30.09.1992 12.00.00 +01:00","Marin",2,549550,6210472,"Oxygen indhold"," =",8.4,"mg/l",2
"SØHOLM SØ /001","10.05.1989 12.00.00 +02:00","Marin",13,571863,6125861,"Oxygen indhold"," =",1.2,"mg/l",2
"GJORSLEV MØLLESØ, kemi","23.04.1998 12.00.00 +02:00","Marin",2,714654,6141325,"Oxygen indhold"," =",13.44,"mg/l",2
"DENDERUP SØ, RØNNEDE - Kemi","19.06.1991 12.00.00 +02:00","Marin",1.5,687888,6126727,"Oxygen indhold"," =",10.1,"mg/l",2
"ALMINDSØ  ALM 1","19.05.2004 12.00.00 +02:00","Marin",11,534102,6222659,"Oxygenmætning"," =",78,"pct",2
"LANGÅ SØ","14.04.2011 12.00.00 +02:00","Marin",1,554648,6249847,"Oxygenmætning"," =",95,"pct",2
"Skærsø - vandkemi","20.06.2001 12.00.00 +02:00","Marin",3,517419,6159693,"Oxygen indhold"," =",5.9,"mg/l",2
"TISSØ, kemi","14.06.2017 12.00.00 +02:00","Marin",11,644295,6162469,"Oxygen indhold"," =",9,"mg/l",3
"BAGSVÆRD SØ, kemi","26.06.2002 12.00.00 +02:00","Marin",2,717383,6185871,"Oxygen indhold"," =",9.6,"mg/l",2
"SØTORUP SØ, kemi","13.05.2013 12.00.00 +02:00","Marin",10,689419,6132094,"Oxygenmætning"," =",88.99,"pct",2
"SØTORUP SØ, kemi","11.06.2002 12.00.00 +02:00","Marin",4.09,689419,6132094,"Oxygen indhold"," =",10.27,"mg/l",2
"Fårup Sø - vandkemi","18.11.1997 12.00.00 +01:00","Marin",3.99,525369,6176393,"Oxygenmætning"," =",99.9,"pct",2
"MELLEMVESE, Vandkemi","12.03.1990 12.00.00 +01:00","Marin",0.25,448989,6271000,"Oxygenmætning"," =",104,"pct",2
"FURESØ, kemi","23.06.1977 12.00.00 +01:00","Marin",0.1,714084,6189179,"Oxygenmætning"," =",125,"pct",2
"FURESØ, kemi","01.04.1993 12.00.00 +02:00","Marin",7.02,714084,6189179,"Oxygen indhold"," =",13.7,"mg/l",2
"FUSSING SØ MIDT ","07.11.2012 12.00.00 +01:00","Marin",24,553787,6258768,"Oxygenmætning"," =",76.9,"pct",2
"STORE HULSØ, kemi","30.06.2022 12.00.00 +02:00","Marin",2,715002.9998177101,6186832.003636447,"Oxygen indhold","",5.5,"mg/l",2
"SNABE IGELSØ, MIDT","07.05.2025 12.00.00 +02:00","Marin",0.2,529368.9999753094,6209993.003616466,"Oxygen indhold","",10.3,"mg/l",2
"SØGÅRD SØ (SYD, v. Vamdrup) - vandkemi","03.07.2008 12.00.00 +02:00","Marin",1,520785,6142631,"Oxygen indhold"," =",10.73,"mg/l",2
"BASTRUP SØ, kemi","07.03.1989 12.00.00 +01:00","Marin",4,704828,6190664,"Oxygen indhold"," =",13.2,"mg/l",2
"GLENSTRUP SØ - vandkemi","19.08.2021 12.00.00 +02:00","Marin",1,553314.1744057081,6272299.231589142,"Oxygen indhold","",9.39,"mg/l",2
"BAVELSE SØ, kemi","15.11.2004 12.00.00 +01:00","Marin",1.01,667069,6135191,"Oxygen indhold"," =",10.03,"mg/l",2
"LYNGBY SØ, MIDT I VESTBASSIN, kemi","14.03.2006 12.00.00 +01:00","Marin",0.5,718006,6186555,"Oxygenmætning"," =",99,"pct",2
"Furesø-3008","21.08.2003 12.00.00 +02:00","Marin",6.21,714066,6188134,"Oxygenmætning"," =",73.1,"pct",2
"VELLING IGELSØ, midt - vandkemi","17.06.2002 12.00.00 +02:00","Marin",0.2,532507,6211090,"Oxygenmætning"," =",104,"pct",2
"NEDENSKOV SØ","29.05.2008 12.00.00 +02:00","Marin",7,542455,6207373,"Oxygen indhold"," =",0.6,"mg/l",2
"BORRESMINDE GRUSGRAV AMT ST","09.08.2001 12.00.00 +02:00","Marin",5,649283,6085746,"Oxygen indhold"," =",9,"mg/l",2
"TISSØ, kemi","26.01.2005 12.00.00 +01:00","Marin",13.19,644295,6162469,"Oxygenmætning"," =",91.8,"pct",2
"Vejlen, Tåsinge /001","07.07.2005 12.00.00 +02:00","Marin",0.1,598488,6095353,"Oxygen indhold"," =",9.2,"mg/l",2
"SØHOLM SØ /001","09.10.2007 12.00.00 +02:00","Marin",0.2,571863,6125861,"Oxygen indhold"," =",5.8,"mg/l",2
"FLYNDERSØ, SYDLIGE DEL, Vandkemi","08.06.2009 12.00.00 +02:00","Marin",8,493249,6259883,"Oxygen indhold"," =",0.09,"mg/l",2
"Sø ved Bromme - KEMI","20.04.2009 12.00.00 +02:00","Marin",1,660790,6150870,"Oxygen indhold"," =",11,"mg/l",2
"BASTRUP SØ, kemi","06.12.2000 12.00.00 +01:00","Marin",5,704828,6190664,"Oxygen indhold"," =",11.3,"mg/l",2
"SORØ SØ ST.1, HOVEDSTATIONEN","10.07.2012 12.00.00 +02:00","Marin",2.01,661416,6145195,"Oxygen indhold"," =",9.19,"mg/l",2
"Dybvad Sø dybeste sted - vandkemi","06.08.2020 12.00.00 +02:00","Marin",3,582563,6348382,"Oxygen indhold"," =",0.25,"mg/l",2
"ESRUM SØ, kemi","20.10.1987 12.00.00 +01:00","Marin",17,711305,6213072,"Oxygenmætning"," =",96,"pct",2
"TYSTRUP SØ, kemi","04.08.2016 12.00.00 +02:00","Marin",2.13,663916,6137795,"Oxygen indhold"," =",9.43,"mg/l",3
"VEJLESØ, MIDT","24.08.2005 12.00.00 +02:00","Marin",1,717014,6190183,"Oxygenmætning"," =",145,"pct",2
"HUNO SØ Møn, kemi","10.11.2014 12.00.00 +01:00","Marin",1.97,725328,6098699,"Oxygenmætning"," =",63.68,"pct",2
"BORUP SØ ST AMT","28.06.1994 12.00.00 +02:00","Marin",0.5,687544,6154115,"Oxygen indhold"," =",13.13,"mg/l",2
"MOSSØ - vandkemi","27.07.2015 12.00.00 +02:00","Marin",19.15,549550,6210472,"Oxygenmætning"," =",75.5,"pct",2
"ESRUM SØ, kemi","04.08.1988 12.00.00 +02:00","Marin",6,711305,6213072,"Oxygen indhold"," =",9.7,"mg/l",2
"STRØLILLE GRAVSØ, kemi","13.06.2016 12.00.00 +02:00","Marin",6,695283,6198956,"Oxygenmætning"," =",130,"pct",3
"NYRÅD TEGLVÆRKSSØ","06.06.1995 12.00.00 +02:00","Marin",4,690771,6099872,"Oxygen indhold"," =",0.3,"mg/l",2
"KRAGSØ VED KARUP, Vandkemi","23.06.2011 12.00.00 +02:00","Marin",0.2,505723,6238507,"Oxygenmætning"," =",101,"pct",2
"MAGLESØ, kemi","06.02.1990 12.00.00 +01:00","Marin",0,669464,6168553,"Oxygenmætning"," =",101,"pct",2
"VEDSØ, NONBO, Vandkemi","14.02.2022 12.00.00 +01:00","Marin",12,524269.0170174677,6251523.046434612,"Oxygenmætning","",107.7042,"pct",2
"KALGÅRD SØ, MIDT","02.05.2023 12.00.00 +02:00","Marin",2,528318.9738022062,6207541.992716903,"Oxygenmætning","",106.7372,"pct",2
"SØHOLM SØ /001","13.01.2014 12.00.00 +01:00","Marin",3,571863,6125861,"Oxygen indhold"," =",11.7,"mg/l",2
"Langesø /002","30.08.2016 12.00.00 +02:00","Marin",2,575712,6143790,"Oxygenmætning"," =",96.4,"pct",3
"ÅLEVANDE SØ GRØNNESTRAND - vandkemi","08.07.2015 12.00.00 +02:00","Marin",2,516374,6333103,"Oxygenmætning"," =",86.4,"pct",2
"FUSSING SØ MIDT ","21.09.2021 12.00.00 +02:00","Marin",4,553787.0041952978,6258767.891111011,"Oxygenmætning","",90.04,"pct",2
"SØGÅRD SØ (SYD, v. Vamdrup) - vandkemi","10.06.2002 12.00.00 +02:00","Marin",0.22,520785,6142631,"Oxygen indhold"," =",14.4,"mg/l",2
"Nørresø, Fyn /004, sediment","13.07.1994 12.00.00 +02:00","Marin",2,587900,6112247,"Oxygen indhold"," =",6,"mg/l",2
"Smalby Sø vest - vandkemi","19.06.2012 12.00.00 +02:00","Marin",18,557002,6329407,"Oxygenmætning"," =",8.8,"pct",2
"Pamhule Sø - vandkemi","14.06.2016 12.00.00 +02:00","Marin",1,527559,6118773,"Oxygen indhold"," =",6.6,"mg/l",3
"MAGLESØ, kemi","17.09.2014 12.00.00 +02:00","Marin",3,669464,6168553,"Oxygen indhold"," =",8,"mg/l",2
"Lunderup Sø - vandkemi","23.05.2023 12.00.00 +02:00","Marin",5.018335,520097.99996520823,6105005.007719182,"Oxygenmætning","",104.4751,"pct",2
"HORNUM SØ - vandkemi","13.11.2018 12.00.00 +01:00","Marin",1,545563,6306744,"Oxygen indhold"," =",11.24,"mg/l",3
"Engelsholm Sø - vandkemi","07.01.2014 12.00.00 +01:00","Marin",3,520069,6174893,"Oxygenmætning"," =",96.7,"pct",2
"RØNBÆKSØEN","08.05.2003 12.00.00 +02:00","Marin",0.2,565975,6235702,"Oxygenmætning"," =",80,"pct",2
"Fårup Sø - vandkemi","16.04.1996 12.00.00 +02:00","Marin",3,525369,6176393,"Oxygen indhold"," =",12.7,"mg/l",2
"FUSSING SØ MIDT ","21.06.2000 12.00.00 +02:00","Marin",3.1,553787,6258768,"Oxygen indhold"," =",13.8,"mg/l",2
"Kvie Sø - vandkemi","26.04.2011 12.00.00 +02:00","Marin",1,485559,6175543,"Oxygen indhold"," =",10.7,"mg/l",2
"BYGHOLM SØ ST.95","28.07.1993 12.00.00 +02:00","Marin",2,550329,6191820,"Oxygen indhold"," =",12.8,"mg/l",2
"HALD SØ, Vandkemi","14.07.1997 12.00.00 +02:00","Marin",4,520999,6247723,"Oxygen indhold"," =",12.3,"mg/l",2
"Store Søgård Sø - vandkemi","06.11.2013 12.00.00 +01:00","Marin",0.2,528587,6087722,"Oxygenmætning"," =",73.9,"pct",2
"RAJEMOSEN AMT ST","10.05.2006 12.00.00 +02:00","Marin",0.2,652947,6166944,"Oxygenmætning"," =",87.6,"pct",2
"FERRING SØ, Vandkemi","24.07.2002 12.00.00 +02:00","Marin",0.2,447186,6268201,"Oxygen indhold"," =",9.88,"mg/l",2
