"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"Vedbøl Sø - vandkemi","04.05.1990 12.00.00 +02:00","Sø",0.25,525333,6115998,"Oxygen indhold"," =",9.9,"mg/l",2
"TRYGGELEV NOR VEST MC ST 2","05.10.2004 12.00.00 +02:00","Sø",1.7,606770,6073340,"Oxygen indhold"," =",9.6,"mg/l",2
"Sortesø /001, Fyn","12.07.2006 12.00.00 +02:00","Sø",0.5,583515,6108993,"Oxygen indhold"," =",5.1,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","18.09.2018 12.00.00 +02:00","Sø",8.99,552519,6218243,"Oxygen indhold"," =",2.9,"mg/l",3
"ØRNSØ  - vandkemi","04.06.1997 12.00.00 +02:00","Sø",1.1,532481,6223358,"Oxygenmætning"," =",118.7,"pct",2
"FURESØ, kemi","01.07.2025 12.00.00 +02:00","Sø",28.99,714084.4349960297,6189178.677114806,"Oxygen indhold","",5.37,"mg/l",2
"SØBO SØ, vandkemi","24.10.1989 12.00.00 +01:00","Sø",4,576888,6118630,"Oxygenmætning"," =",79,"pct",2
"FURESØ, kemi","06.09.2011 12.00.00 +02:00","Sø",15,714084,6189179,"Oxygenmætning"," =",32,"pct",2
"TJELE LANGSØ, Vandkemi","30.07.2003 12.00.00 +02:00","Sø",8,538029,6265253,"Oxygen indhold"," =",0.7,"mg/l",2
"SANKT JØRGENSSØ SYD-BAS, kemi","31.08.2023 12.00.00 +02:00","Sø",4,723665.9998027799,6175816.003869181,"Oxygenmætning","",7.2,"pct",1
"RAVNSØ, MIDT -- RAV1 - vandkemi","04.03.1997 12.00.00 +01:00","Sø",21,552519,6218243,"Oxygen indhold"," =",15.2,"mg/l",2
"ARRESØ, kemi","15.12.2011 12.00.00 +01:00","Sø",0.2,693898,6209574,"Oxygen indhold"," =",12.5,"mg/l",2
"Fårup Sø - vandkemi","06.07.1999 12.00.00 +02:00","Sø",9.99,525369,6176393,"Oxygen indhold"," =",1.6,"mg/l",2
"ESRUM SØ, kemi","14.05.1986 12.00.00 +02:00","Sø",17,711305,6213072,"Oxygenmætning"," =",111,"pct",2
"SØNDERBY SØ ST AMT","02.05.1991 12.00.00 +02:00","Sø",4,561030,6122153,"Oxygen indhold"," =",10.6,"mg/l",2
"TANGE SØ, Vandkemi GAMMEL","09.06.2015 12.00.00 +02:00","Sø",6,536479,6241513,"Oxygen indhold"," =",8.24,"mg/l",2
"Vedsted Sø - vandkemi","21.07.1999 12.00.00 +02:00","Sø",4,523233,6116144,"Oxygenmætning"," =",79.5,"pct",2
"SARUP SØ ST AMT","27.05.1991 12.00.00 +02:00","Sø",0.2,567954,6118169,"Oxygenmætning"," =",98,"pct",2
"FURESØ, kemi","17.06.2019 12.00.00 +02:00","Sø",24,714084,6189179,"Oxygen indhold"," =",6.2,"mg/l",3
"EGGESØ, Vandkemi","17.07.2003 12.00.00 +02:00","Sø",3,490804,6264438,"Oxygen indhold"," =",0.4,"mg/l",1
"TISSØ, kemi","05.09.2005 12.00.00 +02:00","Sø",10.2,644295,6162469,"Oxygen indhold"," =",8.96,"mg/l",2
"TYSTRUP SØ, kemi","08.05.2002 12.00.00 +02:00","Sø",13.22,663916,6137795,"Oxygen indhold"," =",9.7,"mg/l",2
"FURESØ, kemi","06.05.2025 12.00.00 +02:00","Sø",26.07,714084.4349960297,6189178.677114806,"Oxygen indhold","",11.24,"mg/l",2
"HORN SØ, Vandkemi","11.08.1998 12.00.00 +02:00","Sø",0.92,455826,6269509,"Oxygen indhold"," =",7.7,"mg/l",2
"HVIDSØ","26.06.2003 12.00.00 +02:00","Sø",1.07,680788,6156622,"Oxygenmætning"," =",102,"pct",2
"Ultved Sø, nord - vandkemi","01.12.2011 12.00.00 +01:00","Sø",3,556406,6340960,"Oxygen indhold"," =",11.9,"mg/l",2
"SØBYLEJET 37, Vandkemi","25.09.2024 12.00.00 +02:00","Sø",3.01,504244.0379864598,6208179.082506854,"Oxygenmætning","",90.8988,"pct",2
"TRYGGELEV NOR VEST MC ST 2","26.01.2006 12.00.00 +01:00","Sø",1.8,606770,6073340,"Oxygenmætning"," =",111,"pct",2
"PEBLINGSØ  KOM ST","28.09.2023 12.00.00 +02:00","Sø",1,723896.999802585,6176639.003868052,"Oxygen indhold","",12.59,"mg/l",1
"SARUP SØ ST AMT","30.05.1990 12.00.00 +02:00","Sø",0.2,567954,6118169,"Oxygen indhold"," =",10.4,"mg/l",2
"FUSSING SØ MIDT ","05.09.2012 12.00.00 +02:00","Sø",15,553787,6258768,"Oxygenmætning"," =",0.6,"pct",2
"HELLESØ, Vandkemi","06.06.2012 12.00.00 +02:00","Sø",1,493446,6257475,"Oxygenmætning"," =",144.5,"pct",2
"Arreskov Sø /004","26.10.1989 12.00.00 +01:00","Sø",2,583299,6113387,"Oxygen indhold"," =",9.3,"mg/l",2
"Bønstrup Sø - vandkemi","17.09.2001 12.00.00 +02:00","Sø",0.28,518454,6143461,"Oxygen indhold"," =",10.9,"mg/l",2
"ESRUM SØ, kemi","04.04.1989 12.00.00 +02:00","Sø",15,711305,6213072,"Oxygenmætning"," =",112,"pct",2
"GLENSTRUP SØ - vandkemi","13.08.2007 12.00.00 +02:00","Sø",23,552405,6272687,"Oxygen indhold"," =",0,"mg/l",2
"NIELSTRUP SØ, (RØNNEDE)","23.05.1985 12.00.00 +02:00","Sø",0.2,690900,6131086,"Oxygen indhold"," =",10.9,"mg/l",2
"Arreskov Sø /004","12.01.1994 12.00.00 +01:00","Sø",2,583299,6113387,"Oxygen indhold"," =",15.4,"mg/l",2
"ALLINGGÅRD SØ, AMT ST","08.09.2022 12.00.00 +02:00","Sø",1.98,539029.0407017148,6236137.986996161,"Oxygenmætning","",57.2216,"pct",2
"HALD SØ, Vandkemi","13.01.1982 12.00.00 +01:00","Sø",0.2,520999,6247723,"Oxygen indhold"," =",13.8,"mg/l",2
"Råstofsø ved Uge 2 - vandkemi","14.08.2024 12.00.00 +02:00","Sø",7.02,517584.96876541985,6091393.920832559,"Oxygen indhold","",0.9,"mg/l",2
"ESRUM SØ, kemi","16.04.2013 12.00.00 +02:00","Sø",16,711305,6213072,"Oxygenmætning"," =",116,"pct",2
"VANDET SØ - vandkemi","18.05.2020 12.00.00 +02:00","Sø",17,473039,6319052,"Oxygenmætning"," =",95.6,"pct",2
"UTTERSLEV MOSE, VESTLIG BASSIN","17.04.1990 12.00.00 +02:00","Sø",0.5,719439,6179850,"Oxygen indhold"," =",16.7,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","16.12.2009 12.00.00 +01:00","Sø",5,552519,6218243,"Oxygenmætning"," =",80,"pct",2
"FRØSØ","22.08.2002 12.00.00 +02:00","Sø",1.5,535949,6213723,"Oxygen indhold"," =",1,"mg/l",2
"DYBSØ","23.05.1995 12.00.00 +02:00","Sø",1,714495,6142000,"Oxygenmætning"," =",153,"pct",2
"LYNGBY SØ, MIDT I VESTBASSIN, kemi","03.04.2002 12.00.00 +02:00","Sø",0.2,718006,6186555,"Oxygenmætning"," =",117,"pct",2
"SØHOLM SØ /001","06.11.2007 12.00.00 +01:00","Sø",14,571863,6125861,"Oxygen indhold"," =",6.8,"mg/l",2
"VIBORG NØRRESØ, Vandkemi","20.05.1999 12.00.00 +02:00","Sø",11,526649,6257983,"Oxygen indhold"," =",5.4,"mg/l",2
"TEGLDAMSGYDEN 45","18.09.2002 12.00.00 +02:00","Sø",0.2,586432,6125610,"Oxygenmætning"," =",55,"pct",2
"TANGE SØ, Vandkemi GAMMEL","11.08.2010 12.00.00 +02:00","Sø",1.04,536479,6241513,"Oxygenmætning"," =",110,"pct",2
"BRASSØ, BRA 1","11.09.1973 12.00.00 +01:00","Sø",5,536232,6221992,"Oxygen indhold"," =",8.5,"mg/l",2
"ULVEKÆR C, Vandkemi","03.07.2023 12.00.00 +02:00","Sø",1.1,499129.9492605418,6262230.91427027,"Oxygen indhold","",6.6651,"mg/l",2
"TRYGGELEV NOR VEST MC ST 2","14.09.2004 12.00.00 +02:00","Sø",2.2,606770,6073340,"Oxygen indhold"," =",9.2,"mg/l",2
"Løgtved 1","28.09.2023 12.00.00 +02:00","Sø",0.21,644564.9739309603,6172472.067617527,"Oxygenmætning","",104.5494,"pct",2
"GUNDSØMAGLE SØ ST AMT","05.09.2000 12.00.00 +02:00","Sø",1.45,700368,6180364,"Oxygen indhold"," =",8.8,"mg/l",2
"SØNDERBY SØ ST AMT","21.04.1994 12.00.00 +02:00","Sø",3,561030,6122153,"Oxygen indhold"," =",11.3,"mg/l",2
"TYSTRUP SØ, kemi","17.04.1997 12.00.00 +02:00","Sø",16.03,663916,6137795,"Oxygenmætning"," =",93,"pct",2
"LINDHOLM KRIDTGRAV - vandkemi","09.07.2012 12.00.00 +02:00","Sø",29,555670,6325321,"Oxygen indhold"," =",6.8,"mg/l",2
"NEDERSØ, Vandkemi","02.12.1997 12.00.00 +01:00","Sø",0.24,521067,6198453,"Oxygenmætning"," =",110.6,"pct",2
"VEDSTED SØ AMT ST 2","05.08.1997 12.00.00 +02:00","Sø",7.98,523151,6116246,"Oxygenmætning"," =",3.9,"pct",1
"VIBORG NØRRESØ, Vandkemi","18.07.1994 12.00.00 +02:00","Sø",4,526649,6257983,"Oxygen indhold"," =",2.9,"mg/l",2
"MAGLESØ, kemi","11.09.2001 12.00.00 +02:00","Sø",3,669464,6168553,"Oxygen indhold"," =",7.8,"mg/l",2
"Sortesø /001, Fyn","12.06.1991 12.00.00 +02:00","Sø",3.3,583515,6108993,"Oxygen indhold"," =",0.3,"mg/l",2
"TISSØ, kemi","04.04.1995 12.00.00 +02:00","Sø",9.03,644295,6162469,"Oxygen indhold"," =",14.2,"mg/l",2
"Kruså Møllesø - vandkemi","12.11.1992 12.00.00 +01:00","Sø",0.2,525357,6077691,"Oxygen indhold"," =",11.2,"mg/l",2
"Store Søgård Sø - vandkemi","11.10.2022 12.00.00 +02:00","Sø",0.2234486,528586.9999505066,6087722.00776478,"Oxygen indhold","",10.33108,"mg/l",2
"Hudevad Sø /001","26.06.1992 12.00.00 +02:00","Sø",4,597539,6131354,"Oxygenmætning"," =",4,"pct",2
"TANGE SØ, Vandkemi GAMMEL","24.05.2017 12.00.00 +02:00","Sø",5,536479,6241513,"Oxygenmætning"," =",108.4,"pct",3
"GLENSTRUP SØ - vandkemi","17.02.2000 12.00.00 +01:00","Sø",0.2,552405,6272687,"Oxygen indhold"," =",13,"mg/l",2
"HALD SØ, Vandkemi","10.09.1996 12.00.00 +02:00","Sø",5,520999,6247723,"Oxygen indhold"," =",11.6,"mg/l",2
"FURESØ, kemi","21.08.2003 12.00.00 +02:00","Sø",15.3,714084,6189179,"Oxygenmætning"," =",45.4,"pct",2
"Jels Oversø - vandkemi","28.05.1997 12.00.00 +02:00","Sø",0.2,515695,6136936,"Oxygenmætning"," =",123.2,"pct",2
"STUBBERGÅRD SØ, Vandkemi","28.03.1990 12.00.00 +02:00","Sø",8.5,495462,6253704,"Oxygen indhold"," =",11.2,"mg/l",2
"Rygbjerg Sø - vandkemi","17.04.1996 12.00.00 +02:00","Sø",12.5,522378,6116429,"Oxygenmætning"," =",79,"pct",2
"Grindsted Engsø /001 - vandkemi","24.07.2014 12.00.00 +02:00","Sø",1.7,492563,6179380,"Oxygenmætning"," =",116.7,"pct",2
"SØ VED RAVNSHOLTE AMT ST","29.06.2006 12.00.00 +02:00","Sø",1.5,681317,6159518,"Oxygen indhold"," =",0.1,"mg/l",2
"HALLE SØ ST AMT","02.07.2009 12.00.00 +02:00","Sø",1.51,529628,6204776,"Oxygen indhold"," =",15.7,"mg/l",2
"VOERBJERG LERGRAV - vandkemi","10.08.2005 12.00.00 +02:00","Sø",2,554305,6328226,"Oxygen indhold"," =",9.7,"mg/l",2
"SØNDERBY SØ ST AMT","17.06.1997 12.00.00 +02:00","Sø",0.5,561030,6122153,"Oxygenmætning"," =",82,"pct",2
"STORE KATTINGE SØ, kemi","25.04.1994 12.00.00 +02:00","Sø",1,689552,6172212,"Oxygen indhold"," =",19.2,"mg/l",2
"SALTEN LANGSØ , MIDT --SAL2","27.02.2025 12.00.00 +01:00","Sø",5.03,539846.0393452402,6213393.029312176,"Oxygen indhold","",11.73,"mg/l",1
"RAVNSØ, MIDT -- RAV1 - vandkemi","29.07.2003 12.00.00 +02:00","Sø",3,552519,6218243,"Oxygen indhold"," =",11.8,"mg/l",2
"Skanderborg Sø - vandkemi","06.06.2006 12.00.00 +02:00","Sø",8,557952,6207834,"Oxygen indhold"," =",9.2,"mg/l",2
"HUNO SØ Møn, kemi","14.08.2018 12.00.00 +02:00","Sø",3.04,725328,6098699,"Oxygenmætning"," =",67.03,"pct",3
"Mørke Mosesø N - vandkemi","29.11.2000 12.00.00 +01:00","Sø",0.2,583239,6244843,"Oxygenmætning"," =",98,"pct",2
"MOSSØ - vandkemi","01.09.1999 12.00.00 +02:00","Sø",14,549550,6210472,"Oxygenmætning"," =",79,"pct",2
"ULVEKÆR C, Vandkemi","04.09.2023 12.00.00 +02:00","Sø",0.99,499129.9492605418,6262230.91427027,"Oxygenmætning","",33.3148,"pct",2
"HALD SØ, Vandkemi","11.08.2008 12.00.00 +02:00","Sø",25.65,520999,6247723,"Oxygen indhold"," =",0.9,"mg/l",2
"HVIDKILDE SØ /001","03.09.2013 12.00.00 +02:00","Sø",0.5,597396,6103326,"Oxygen indhold"," =",8.8,"mg/l",2
"HINGE SØ - vandkemi","20.02.2014 12.00.00 +01:00","Sø",2,531019,6234743,"Oxygenmætning"," =",91,"pct",2
"SØHOLM SØ /001","10.12.1996 12.00.00 +01:00","Sø",10,571863,6125861,"Oxygen indhold"," =",11.8,"mg/l",2
"ST.GRIB SØ","10.08.1988 12.00.00 +02:00","Sø",3,706078,6209294,"Oxygenmætning"," =",2,"pct",2
"Haderslev Dam - vandkemi","08.07.1996 12.00.00 +02:00","Sø",1,527839,6121117,"Oxygenmætning"," =",136,"pct",2
"Skanderborg Sø - vandkemi","23.08.2012 12.00.00 +02:00","Sø",10.94,557952,6207834,"Oxygen indhold"," =",4.1,"mg/l",2
"SØHOLM SØ /001","06.05.2008 12.00.00 +02:00","Sø",13,571863,6125861,"Oxygen indhold"," =",0.8,"mg/l",2
"Uge Sø 3 (G42)  - vandkemi","08.08.2012 12.00.00 +02:00","Sø",14.5,518587,6091795,"Oxygen indhold"," =",0,"mg/l",2
"GLENSTRUP SØ - vandkemi","14.06.2012 12.00.00 +02:00","Sø",18,552405,6272687,"Oxygen indhold"," =",8.4,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","15.11.2008 12.00.00 +01:00","Sø",15,552519,6218243,"Oxygenmætning"," =",79,"pct",2
"MØLHOLM KRIDTGRAV - vandkemi","01.10.2009 12.00.00 +02:00","Sø",0.2,553378,6322437,"Oxygen indhold"," =",8.8,"mg/l",2
"OLLERUP SØ AMTST.1","10.06.1997 12.00.00 +02:00","Sø",0.5,594808,6103529,"Oxygenmætning"," =",62,"pct",2
"HANNEBJERG MOSE,NORDVEST BASSI","24.06.2003 12.00.00 +02:00","Sø",2.5,610684,6079454,"Oxygenmætning"," =",77,"pct",2
"SANKT JØRGENSSØ SYD-BAS, kemi","30.09.2002 12.00.00 +02:00","Sø",0.2,723666,6175816,"Oxygen indhold"," =",7.9,"mg/l",2
"BRASSØ, BRA 1","21.10.1999 12.00.00 +02:00","Sø",8,536232,6221992,"Oxygenmætning"," =",90,"pct",2
"SØBYGÅRD SØ - vandkemi","04.06.1988 12.00.00 +02:00","Sø",0,550066,6234790,"Oxygen indhold"," =",7.78,"mg/l",2
"LILLESØ, MIDT  LIS 1","11.04.2000 12.00.00 +02:00","Sø",5,535889,6224973,"Oxygen indhold"," =",7,"mg/l",2
"FURESØEN STOREKALV AMT ST","28.10.1993 12.00.00 +01:00","Sø",1.06,715762,6190674,"Oxygenmætning"," =",78.2,"pct",2
"TUEL SØ ST.1,HOVEDSTATION","30.11.1995 12.00.00 +01:00","Sø",1.95,663416,6147895,"Oxygenmætning"," =",82,"pct",2
"GRANE LANGSØ, MIDT","17.05.2016 12.00.00 +02:00","Sø",7.01,528200,6208143,"Oxygenmætning"," =",105.2,"pct",3
"SØHOLM SØ /001","01.06.1993 12.00.00 +02:00","Sø",1,571863,6125861,"Oxygen indhold"," =",9.5,"mg/l",2
"MARIBO SØNDERSØ, kemi","05.08.2013 12.00.00 +02:00","Sø",0.98,661571,6070255,"Oxygen indhold"," =",9.16,"mg/l",2
"Furesø-3008","24.06.2004 12.00.00 +02:00","Sø",6.28,714066,6188134,"Oxygenmætning"," =",96.5,"pct",2
"TISSØ, kemi","27.09.2012 12.00.00 +02:00","Sø",2,644295,6162469,"Oxygen indhold"," =",9.2,"mg/l",2
"Gråsten Slotssø - vandkemi","26.04.2010 12.00.00 +02:00","Sø",6,537772,6086237,"Oxygen indhold"," =",0,"mg/l",2
"STRØLILLE GRAVSØ, kemi","15.07.2024 12.00.00 +02:00","Sø",7.48,695282.5362833459,6198956.192637966,"Oxygen indhold","",13.5923,"mg/l",2
"GRUSGRAVSSØ ØST FOR DARUPVEJ","13.09.2016 12.00.00 +02:00","Sø",1,693258,6167500,"Oxygen indhold"," =",9.7,"mg/l",3
"HUNO SØ Møn, kemi","06.09.2001 12.00.00 +02:00","Sø",4.5,725328,6098699,"Oxygenmætning"," =",1,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","25.05.2022 12.00.00 +02:00","Sø",23.06,552519.0274697327,6218242.98182966,"Oxygen indhold","",7.8389,"mg/l",2
"Råstofsø NØ for Rødekro 1 (G31) - vandkemi","01.05.2024 12.00.00 +02:00","Sø",6.0000343,522519.9999610149,6103561.007723026,"Oxygenmætning","",96.81669,"pct",2
"Holm Sø - vandkemi","31.08.2009 12.00.00 +02:00","Sø",0.5,450100,6166893,"Oxygen indhold"," =",9.56,"mg/l",2
"GJESSØ, MIDT--GJE1","21.07.1998 12.00.00 +02:00","Sø",5,530844,6218918,"Oxygen indhold"," =",0.8,"mg/l",2
"Arreskov Sø /004","14.04.1998 12.00.00 +02:00","Sø",1,583299,6113387,"Oxygen indhold"," =",11.9,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","03.10.1991 12.00.00 +01:00","Sø",27,552519,6218243,"Oxygen indhold"," =",0.1,"mg/l",2
"FUSSING SØ MIDT ","25.10.2000 12.00.00 +02:00","Sø",17,553787,6258768,"Oxygen indhold"," =",10,"mg/l",2
"Fåresø - vandkemi","10.07.2014 12.00.00 +02:00","Sø",0.2,452131,6164521,"Oxygenmætning"," =",101.1,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","30.04.1991 12.00.00 +02:00","Sø",7,552519,6218243,"Oxygenmætning"," =",113,"pct",2
"HVIDKILDE SØ /001","13.06.1991 12.00.00 +02:00","Sø",0.2,597396,6103326,"Oxygenmætning"," =",113,"pct",2
"SJÆLSØ","21.04.2009 12.00.00 +02:00","Sø",1,715252,6196623,"Oxygen indhold"," =",10,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","24.10.2012 12.00.00 +02:00","Sø",1.02,552519,6218243,"Oxygenmætning"," =",90.7,"pct",2
"SALME NOR MC/001","22.11.2004 12.00.00 +01:00","Sø",0.3,607070,6072700,"Oxygen indhold"," =",15.7,"mg/l",2
"BROMME LILLESØ, kemi","18.08.2009 12.00.00 +02:00","Sø",1,658919,6151194,"Oxygenmætning"," =",92.62,"pct",2
"SØLLERØD SØ, kemi","22.07.2002 12.00.00 +02:00","Sø",3,718410,6190956,"Oxygenmætning"," =",138,"pct",2
"Fønix Sø /001","17.11.2005 12.00.00 +01:00","Sø",2,598288,6132928,"Oxygen indhold"," =",11.4,"mg/l",2
"Engelsholm Sø - vandkemi","07.09.2005 12.00.00 +02:00","Sø",5.01,520069,6174893,"Oxygen indhold"," =",0,"mg/l",2
"Louns Sø - vandkemi","20.09.2017 12.00.00 +02:00","Sø",1.4,513742,6282967,"Oxygen indhold"," =",9.54,"mg/l",3
"HOLMEGÅRDS MOSE, Stillehavet, kemi","09.08.1989 12.00.00 +02:00","Sø",0.2,680191,6130513,"Oxygen indhold"," =",6.67,"mg/l",2
"FURESØ, kemi","07.07.1987 12.00.00 +02:00","Sø",0,714084,6189179,"Oxygenmætning"," =",121.6,"pct",2
"NØRRESØ ST.1, Hovedstation, NORD","20.11.2007 12.00.00 +01:00","Sø",0.2,660078,6073670,"Oxygen indhold"," =",10.03,"mg/l",2
"MADUM SØ - vandkemi","23.06.1997 12.00.00 +02:00","Sø",0.2,557195,6295420,"Oxygen indhold"," =",8.6,"mg/l",2
"HALD SØ, Vandkemi","08.06.2011 12.00.00 +02:00","Sø",24.27,520999,6247723,"Oxygenmætning"," =",51,"pct",2
"Sortesø /001, Fyn","20.08.1996 12.00.00 +02:00","Sø",1,583515,6108993,"Oxygenmætning"," =",87,"pct",2
"BASTRUP SØ, kemi","16.03.1994 12.00.00 +01:00","Sø",6.5,704828,6190664,"Oxygenmætning"," =",92,"pct",2
"VELLING IGELSØ, midt - vandkemi","17.05.2005 12.00.00 +02:00","Sø",4,532507,6211090,"Oxygenmætning"," =",84,"pct",2
"Engelsholm Sø - vandkemi","08.05.2008 12.00.00 +02:00","Sø",5.51,520069,6174893,"Oxygen indhold"," =",0.5,"mg/l",2
"TRANEMOSE, Vandkemi","22.03.2023 12.00.00 +01:00","Sø",1,490178.0141547731,6264057.091312975,"Oxygenmætning","",98.9236,"pct",2
"SØNDERSØ, kemi","29.08.2002 12.00.00 +02:00","Sø",0.1,710238,6186185,"Oxygenmætning"," =",128.9,"pct",2
"SØHOLM SØ /001","04.10.1993 12.00.00 +01:00","Sø",2,571863,6125861,"Oxygenmætning"," =",78,"pct",2
"BRYRUP LANGSØ,  BRY 1","10.07.2002 12.00.00 +02:00","Sø",6,532693,6208262,"Oxygen indhold"," =",3.3,"mg/l",2
"Arreskov Sø /004","22.03.2005 12.00.00 +01:00","Sø",1,583299,6113387,"Oxygen indhold"," =",13,"mg/l",2
"Tronholm sø - Vandkemi","16.05.2018 12.00.00 +02:00","Sø",0.2,588017,6245363,"Oxygenmætning"," =",108.9,"pct",3
"NØRREMOSE SØ, Vandkemi","01.06.2010 12.00.00 +02:00","Sø",0.58,524179,6262593,"Oxygenmætning"," =",93,"pct",2
"GAMBORG INDREFJORD AMT ST","26.06.2023 12.00.00 +02:00","Sø",0.55,550992.1825125102,6145698.555431814,"Oxygenmætning","",128.231,"pct",2
"Kvie Sø - vandkemi","15.05.2013 12.00.00 +02:00","Sø",1,485559,6175543,"Oxygenmætning"," =",108,"pct",2
"Dybesø - KEMI","16.06.2020 12.00.00 +02:00","Sø",0.2,671409,6205451,"Oxygen indhold"," =",11.9,"mg/l",2
"GUNDSØMAGLE SØ ST AMT","24.11.1986 12.00.00 +01:00","Sø",1,700368,6180364,"Oxygen indhold"," =",8.8,"mg/l",2
"TYSTRUP SØ, kemi","07.03.1995 12.00.00 +01:00","Sø",18.09,663916,6137795,"Oxygen indhold"," =",11.2,"mg/l",2
"ESRUM SØ, kemi","17.12.1986 12.00.00 +01:00","Sø",18,711305,6213072,"Oxygenmætning"," =",97,"pct",2
"VIBORG NØRRESØ, Vandkemi","11.10.1999 12.00.00 +02:00","Sø",0.2,526649,6257983,"Oxygen indhold"," =",7.4,"mg/l",2
"HALD SØ ST.2","25.06.1991 12.00.00 +02:00","Sø",14.1,522439,6249893,"Oxygen indhold"," =",8.9,"mg/l",2
"SØRUP SØ, Fyn /001","17.10.1991 12.00.00 +01:00","Sø",2,599779,6104178,"Oxygen indhold"," =",8.2,"mg/l",2
"MARIBO SØNDERSØ, kemi","09.07.1990 12.00.00 +02:00","Sø",2,661571,6070255,"Oxygen indhold"," =",9.8,"mg/l",2
"RØGBØLLE SØ, SYDB, kemi","16.07.2010 12.00.00 +02:00","Sø",2.46,666003,6065651,"Oxygen indhold"," =",8.69,"mg/l",2
"MARIBO SØNDERSØ, kemi","11.08.1998 12.00.00 +02:00","Sø",2,661571,6070255,"Oxygen indhold"," =",9.09,"mg/l",2
"KARLSMOSE AMT ST","02.08.1999 12.00.00 +02:00","Sø",2,685704,6121029,"Oxygen indhold"," =",0,"mg/l",2
"SØLVSTEN DAMME AMT ST","10.06.2014 12.00.00 +02:00","Sø",0.2,557707,6237142,"Oxygen indhold"," =",9.4,"mg/l",2
"TANGE SØ, Vandkemi GAMMEL","13.08.2015 12.00.00 +02:00","Sø",0.2,536479,6241513,"Oxygen indhold"," =",10.31,"mg/l",2
"SLÅEN SØ - vandkemi","12.09.1974 12.00.00 +01:00","Sø",9,538285,6219967,"Oxygen indhold"," =",0.5,"mg/l",2
"Haderslev Dam - vandkemi","18.03.2003 12.00.00 +01:00","Sø",2.36,527839,6121117,"Oxygen indhold"," =",11.4,"mg/l",2
"BASTRUP SØ, kemi","26.03.1998 12.00.00 +01:00","Sø",6,704828,6190664,"Oxygen indhold"," =",13.4,"mg/l",2
"Nørrekær - vandkemi","09.08.2007 12.00.00 +02:00","Sø",0.2,448320,6170402,"Oxygen indhold"," =",8.44,"mg/l",2
"HULEMOSE SØ,VORDINGBORG","18.06.2009 12.00.00 +02:00","Sø",0.2,690162,6099336,"Oxygen indhold"," =",13.4,"mg/l",2
"STUBBERGÅRD SØ, Vandkemi","06.06.2012 12.00.00 +02:00","Sø",8,495462,6253704,"Oxygen indhold"," =",11.37,"mg/l",2
"FURESØEN STOREKALV AMT ST","22.08.1991 12.00.00 +02:00","Sø",1.01,715762,6190674,"Oxygenmætning"," =",134,"pct",2
"VOMME SØ ST 2 AMT","25.09.1989 12.00.00 +01:00","Sø",2,603570,6133607,"Oxygen indhold"," =",3.2,"mg/l",2
"Store Søgård Sø - vandkemi","10.05.2010 12.00.00 +02:00","Sø",1,528587,6087722,"Oxygenmætning"," =",89.9,"pct",2
"Jels Midtsø - vandkemi","06.08.2001 12.00.00 +02:00","Sø",6,514794,6136906,"Oxygen indhold"," =",0.4,"mg/l",2
"RØGBØLLE SØ, SYDB, kemi","27.04.1993 12.00.00 +02:00","Sø",0.2,666003,6065651,"Oxygen indhold"," =",9.6,"mg/l",2
"TYSTRUP SØ, kemi","16.05.1990 12.00.00 +02:00","Sø",1.97,663916,6137795,"Oxygen indhold"," =",13.5,"mg/l",2
"ALLING SØ, MIDT - ALL 1","19.08.2016 12.00.00 +02:00","Sø",0.2,536842,6236011,"Oxygenmætning"," =",139.3,"pct",3
"Store Bjergemark Sø (Linde sø), kemi","17.08.2000 12.00.00 +02:00","Sø",0.2,688886,6101644,"Oxygen indhold"," =",4.3,"mg/l",2
"FÆSTNINGSKANALEN ST.1711","18.05.2004 12.00.00 +02:00","Sø",0.3,715577,6172113,"Oxygenmætning"," =",67,"pct",2
"Uge Sø 2 - vandkemi","03.07.1997 12.00.00 +02:00","Sø",2,519204,6091055,"Oxygen indhold"," =",11.8,"mg/l",2
"SJØRUP SØ - vandkemi","25.08.2016 12.00.00 +02:00","Sø",6.5,524225,6302796,"Oxygenmætning"," =",66.1,"pct",3
"MES SØ, Vandkemi","16.05.1989 12.00.00 +02:00","Sø",0.2,509786,6201272,"Oxygen indhold"," =",13.9,"mg/l",2
"HVIDKILDE SØ /001","17.07.2003 12.00.00 +02:00","Sø",1,597396,6103326,"Oxygen indhold"," =",18.2,"mg/l",2
"SIVDAM AMT ST","13.05.2013 12.00.00 +02:00","Sø",0.21,686940,6129450,"Oxygenmætning"," =",87.26,"pct",2
"Store Søgård Sø - vandkemi","28.05.2001 12.00.00 +02:00","Sø",3,528587,6087722,"Oxygen indhold"," =",7.9,"mg/l",2
