"Stedtekst","Dato","Medie","Dybde","Målested, x-koordinat","Målested, y-koordinat","Parameter","Resultat-attribut","Resultat","Enhed","Kvalitetsmærke"
"ELLESØ MIDT  ELL 1 - vandkemi","04.09.2007 12.00.00 +02:00","Sø",0.4,535671,6220656,"Oxygenmætning"," =",108,"pct",2
"LINDHOLM KRIDTGRAV - vandkemi","15.05.2023 12.00.00 +02:00","Sø",10.04,555934.999904065,6325360.007098812,"Oxygenmætning","",112.9907,"pct",2
"Vedsted Sø - vandkemi","16.09.1997 12.00.00 +02:00","Sø",6,523233,6116144,"Oxygenmætning"," =",76.2,"pct",2
"VESTERBORG SØ, kemi","20.04.1998 12.00.00 +02:00","Sø",1.5,645924,6082133,"Oxygenmætning"," =",139,"pct",2
"LYNGSØ","10.05.2016 12.00.00 +02:00","Sø",6.98,533819,6223793,"Oxygenmætning"," =",9.9,"pct",3
"SVANHOLM SØ, Vandkemi","18.07.2007 12.00.00 +02:00","Sø",1,486550,6197247,"Oxygenmætning"," =",106.6,"pct",2
"BRYRUP LANGSØ,  BRY 1","16.03.2023 12.00.00 +01:00","Sø",5,532692.9999760212,6208263.038708844,"Oxygenmætning","",93.2708,"pct",2
"FURESØ, kemi","17.12.1991 12.00.00 +01:00","Sø",9.97,714084,6189179,"Oxygenmætning"," =",85,"pct",2
"BORBJERG MØLLESØ, Vandkemi","02.08.2001 12.00.00 +02:00","Sø",0.5,485144,6251534,"Oxygen indhold"," =",12.1,"mg/l",2
"PEDERSBORG SØ, kemi","15.06.2020 12.00.00 +02:00","Sø",0.2,661319,6147494,"Oxygenmætning"," =",102.7,"pct",2
"ULSE SØ, kemi","19.11.2002 12.00.00 +01:00","Sø",9.19,691219,6132094,"Oxygenmætning"," =",77.2,"pct",2
"HVIDKILDE SØ /001","14.11.2001 12.00.00 +01:00","Sø",2,597396,6103326,"Oxygen indhold"," =",10.2,"mg/l",2
"TISSØ, kemi","14.07.2003 12.00.00 +02:00","Sø",1.01,644295,6162469,"Oxygen indhold"," =",12.57,"mg/l",2
"SORTEDAMS SØ SYD BAS AMTST","29.01.2020 12.00.00 +01:00","Sø",1.8,724213.9998023158,6177260.003867206,"Oxygen indhold","",13.41,"mg/l",1
"DYSSEMOSE, AMT ST","08.08.2006 12.00.00 +02:00","Sø",2.5,669119,6163894,"Oxygen indhold"," =",0.09,"mg/l",2
"FARUM SØ, FISKEBÆK","07.08.1975 12.00.00 +01:00","Sø",0,711411,6189632,"Oxygen indhold"," =",13,"mg/l",2
"Skanderborg Sø - vandkemi","14.11.1990 12.00.00 +01:00","Sø",7,557952,6207834,"Oxygenmætning"," =",93,"pct",2
"FUGLSANG SØ, Vandkemi","06.08.2012 12.00.00 +02:00","Sø",2,496819,6223403,"Oxygenmætning"," =",107,"pct",2
"HALD SØ, Vandkemi","11.08.2008 12.00.00 +02:00","Sø",15.71,520999,6247723,"Oxygen indhold"," =",1.1,"mg/l",2
"FURESØ, kemi","13.10.2023 12.00.00 +02:00","Sø",8.04,714084.4349960297,6189178.677114806,"Oxygen indhold","",8.2742,"mg/l",2
"SØNDERSØ, kemi","26.05.1993 12.00.00 +02:00","Sø",6,710238,6186185,"Oxygen indhold"," =",5.6,"mg/l",2
"SJÆLSØ","15.11.1990 12.00.00 +01:00","Sø",1.5,715252,6196623,"Oxygenmætning"," =",82,"pct",2
"HUNO SØ Møn, kemi","19.06.1995 12.00.00 +02:00","Sø",3.25,725328,6098699,"Oxygen indhold"," =",0.7,"mg/l",2
"TRYGGELEV NOR VEST MC ST 2","20.04.2006 12.00.00 +02:00","Sø",0.5,606770,6073340,"Oxygen indhold"," =",7.6,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","31.07.1990 12.00.00 +02:00","Sø",2,532693,6208262,"Oxygen indhold"," =",14.7,"mg/l",2
"Furesø-3007","04.09.2003 12.00.00 +02:00","Sø",3.01,713292,6189209,"Oxygenmætning"," =",100.4,"pct",2
"NØRRE SØ VED VEDERSØ, Vandkemi","03.08.2020 12.00.00 +02:00","Sø",0.2,450677,6233658,"Oxygen indhold"," =",9.21,"mg/l",2
"KARLSTRUP SØ, kemi","25.08.1986 12.00.00 +02:00","Sø",3,702477,6160382,"Oxygenmætning"," =",107,"pct",2
"Løgtved 1","22.05.2023 12.00.00 +02:00","Sø",3.04,644564.9739309603,6172472.067617527,"Oxygen indhold","",10.2861,"mg/l",2
"Engelsholm Sø - vandkemi","27.06.2017 12.00.00 +02:00","Sø",2,520069,6174893,"Oxygen indhold"," =",6.5,"mg/l",3
"Hostrup Sø - vandkemi","14.08.2024 12.00.00 +02:00","Sø",0.2,527763.0396605639,6090708.015427541,"Oxygen indhold","",8.35,"mg/l",2
"TUEHOLM SØ MIDT I ØSTBASSIN","19.04.2006 12.00.00 +02:00","Sø",0.2,710694,6171579,"Oxygenmætning"," =",130,"pct",2
"ARRESØ, kemi","08.12.2005 12.00.00 +01:00","Sø",4,693898,6209574,"Oxygen indhold"," =",12.4,"mg/l",2
"Grærup Langsø - vandkemi","25.09.2017 12.00.00 +02:00","Sø",0.2,447614,6167828,"Oxygen indhold"," =",8.48,"mg/l",3
"FARUM SØ, DYBESTE STED NORD","17.10.1983 12.00.00 +01:00","Sø",9,710835,6189267,"Oxygenmætning"," =",85,"pct",2
"BRYRUP LANGSØ,  BRY 1","26.09.1989 12.00.00 +01:00","Sø",3,532693,6208262,"Oxygen indhold"," =",9.1,"mg/l",2
"TYSTRUP SØ, kemi","18.01.1994 12.00.00 +01:00","Sø",4.1,663916,6137795,"Oxygenmætning"," =",91,"pct",2
"Torup Sø, Iltstation 3.1","06.09.2004 12.00.00 +02:00","Sø",6.99,526712,6208145,"Oxygenmætning"," =",56.1,"pct",2
"KNUD SØ, ØST - Kemistation","18.11.2010 12.00.00 +01:00","Sø",0.25,547982,6217718,"Oxygenmætning"," =",74.3,"pct",2
"LADING SØ ØST,--LAD2","22.07.2009 12.00.00 +02:00","Sø",1,560076,6230597,"Oxygenmætning"," =",95,"pct",2
"TUEHOLM SØ MIDT I ØSTBASSIN","16.04.1998 12.00.00 +02:00","Sø",0.8,710694,6171579,"Oxygenmætning"," =",110.3,"pct",2
"Vedbøl Sø - vandkemi","10.04.1990 12.00.00 +02:00","Sø",3,525333,6115998,"Oxygen indhold"," =",11.7,"mg/l",2
"Vedsted Sø - vandkemi","07.11.1995 12.00.00 +01:00","Sø",5.98,523233,6116144,"Oxygenmætning"," =",53,"pct",2
"Torup Sø, Iltstation 3.1","28.07.2003 12.00.00 +02:00","Sø",2.76,526712,6208145,"Oxygenmætning"," =",0,"pct",1
"FURESØ, kemi","16.06.2025 12.00.00 +02:00","Sø",25.98,714084.4349960297,6189178.677114806,"Oxygen indhold","",7.23,"mg/l",2
"NORS SØ - vandkemi","12.07.1999 12.00.00 +02:00","Sø",13,476319,6320842,"Oxygen indhold"," =",7.4,"mg/l",2
"ULSE SØ, kemi","20.06.2002 12.00.00 +02:00","Sø",6.1,691219,6132094,"Oxygen indhold"," =",8.81,"mg/l",2
"SØNDERVIG - vandkemi","22.05.2014 12.00.00 +02:00","Sø",3,478399,6285172,"Oxygen indhold"," =",9.24,"mg/l",2
"Marbæk Sø - Midt - vandkemi","25.04.2001 12.00.00 +02:00","Sø",1.5,457050,6157055,"Oxygen indhold"," =",10.6,"mg/l",2
"FLØDESTRUP SØ ST AMT","11.08.2010 12.00.00 +02:00","Sø",0.5,606294,6137712,"Oxygenmætning"," =",84,"pct",2
"SØGÅRD SØ (SYD, v. Vamdrup) - vandkemi","05.09.2006 12.00.00 +02:00","Sø",2,520785,6142631,"Oxygen indhold"," =",9.7,"mg/l",1
"HALD SØ ST.2","04.09.1989 12.00.00 +02:00","Sø",4,522439,6249893,"Oxygen indhold"," =",9.4,"mg/l",2
"Skanderborg Lillesø, MIDT","12.12.1990 12.00.00 +01:00","Sø",0.5,557923,6209612,"Oxygenmætning"," =",90,"pct",2
"TYSTRUP SØ, kemi","20.10.1998 12.00.00 +02:00","Sø",16.05,663916,6137795,"Oxygenmætning"," =",75,"pct",2
"Nørreballe Nor","09.05.2017 12.00.00 +02:00","Sø",1,608010,6075000,"Oxygen indhold"," =",10.6,"mg/l",3
"TORP SØ","11.06.2024 12.00.00 +02:00","Sø",2.03,545640.0217251909,6200821.975542748,"Oxygenmætning","",78.8571,"pct",2
"NORS SØ - vandkemi","27.02.2012 12.00.00 +01:00","Sø",8,476319,6320842,"Oxygen indhold"," =",13.8,"mg/l",2
"LYNGSØ","31.08.2004 12.00.00 +02:00","Sø",3,533819,6223793,"Oxygen indhold"," =",8.8,"mg/l",2
"Rørbæk Sø - vandkemi","19.09.2016 12.00.00 +02:00","Sø",3,523097,6198608,"Oxygen indhold"," =",9.7,"mg/l",3
"ARRESØ, kemi","28.09.2009 12.00.00 +02:00","Sø",4,693898,6209574,"Oxygenmætning"," =",83,"pct",2
"TISSØ, kemi","09.08.1999 12.00.00 +02:00","Sø",0.98,644295,6162469,"Oxygen indhold"," =",9.6,"mg/l",2
"Arreskov Sø /004","09.07.1991 12.00.00 +02:00","Sø",1.5,583299,6113387,"Oxygen indhold"," =",7.5,"mg/l",2
"TISSØ, kemi","21.05.2007 12.00.00 +02:00","Sø",5,644295,6162469,"Oxygenmætning"," =",94,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","17.09.1998 12.00.00 +02:00","Sø",3,552519,6218243,"Oxygenmætning"," =",102,"pct",2
"BAGSVÆRD SØ, kemi","23.07.2003 12.00.00 +02:00","Sø",2.5,717383,6185871,"Oxygen indhold"," =",10.2,"mg/l",2
"HALD SØ, Vandkemi","30.06.1998 12.00.00 +02:00","Sø",12,520999,6247723,"Oxygen indhold"," =",6.3,"mg/l",2
"VOMME SØ ST 2 AMT","01.06.1992 12.00.00 +02:00","Sø",3.5,603570,6133607,"Oxygen indhold"," =",0.5,"mg/l",2
"VANDHUL VED BASBJERG","26.09.2001 12.00.00 +02:00","Sø",0.2,591619,6227391,"Oxygen indhold"," =",11.4,"mg/l",2
"Vedbøl Sø - vandkemi","15.09.1998 12.00.00 +02:00","Sø",2,525333,6115998,"Oxygenmætning"," =",94.4,"pct",2
"NORS SØ - vandkemi","29.08.2024 12.00.00 +02:00","Sø",6.99,476200.98624243616,6320964.953877215,"Oxygen indhold","",9.27,"mg/l",2
"HALD SØ, Vandkemi","04.05.2011 12.00.00 +02:00","Sø",22.99,520999,6247723,"Oxygen indhold"," =",11.4,"mg/l",2
"VEJLESØ, MIDT","01.05.2002 12.00.00 +02:00","Sø",0.5,717014,6190183,"Oxygen indhold"," =",11.5,"mg/l",2
"JÆGERSØ, kemi","11.07.2007 12.00.00 +02:00","Sø",2.7,712702,6167074,"Oxygen indhold"," =",9.8,"mg/l",2
"SKT. JØRGENSØ NORD-BAS AMTST","14.10.2014 12.00.00 +02:00","Sø",0.2,723719,6176181,"Oxygenmætning"," =",89.1,"pct",1
"ALMINDSØ  ALM 1","07.07.2004 12.00.00 +02:00","Sø",10,534102,6222659,"Oxygen indhold"," =",5.9,"mg/l",2
"Stilling Solbjerg Sø, SYD FOR KOLLEN","02.07.1996 12.00.00 +02:00","Sø",2,565236,6213113,"Oxygen indhold"," =",10.3,"mg/l",2
"TISSØ, kemi","18.09.1995 12.00.00 +02:00","Sø",9.01,644295,6162469,"Oxygenmætning"," =",87,"pct",2
"SIDETAGSSØ M, Vestervang sø, Vandkemi","21.07.2010 12.00.00 +02:00","Sø",2.61,502391,6219303,"Oxygen indhold"," =",9.6,"mg/l",2
"EGGESØ, Vandkemi","22.07.2020 12.00.00 +02:00","Sø",4,490804,6264438,"Oxygenmætning"," =",0.29,"pct",2
"SØBYLEJET 31, MELDGÅRD SØ, Vandkemi","18.11.2009 12.00.00 +01:00","Sø",7.53,506525,6207743,"Oxygen indhold"," =",11.6,"mg/l",1
"FURESØ, kemi","15.03.1988 12.00.00 +01:00","Sø",22,714084,6189179,"Oxygen indhold"," =",13.1,"mg/l",2
"TYSTRUP SØ, kemi","05.05.2022 12.00.00 +02:00","Sø",8,663915.9998617338,6137795.00371484,"Oxygen indhold","",11.2,"mg/l",2
"Østerå Sø - vandkemi","03.10.2014 12.00.00 +02:00","Sø",19,555818,6320159,"Oxygenmætning"," =",0,"pct",2
"Hostrup Sø - vandkemi","05.10.2000 12.00.00 +02:00","Sø",0.2,527763,6090708,"Oxygen indhold"," =",9.9,"mg/l",2
"STUBBE SØ, MIDT -- STV5","09.06.2005 12.00.00 +02:00","Sø",5,604655,6235720,"Oxygen indhold"," =",11.6,"mg/l",2
"BASTRUP SØ, kemi","05.01.2000 12.00.00 +01:00","Sø",7,704828,6190664,"Oxygen indhold"," =",12.4,"mg/l",2
"Furesø-3008","10.08.2006 12.00.00 +02:00","Sø",1,714066,6188134,"Oxygenmætning"," =",125,"pct",1
"Rygbjerg Sø - vandkemi","11.05.2017 12.00.00 +02:00","Sø",5,522378,6116429,"Oxygen indhold"," =",11.05,"mg/l",3
"Grov Sø - vandkemi","30.04.2001 12.00.00 +02:00","Sø",1,449588,6165083,"Oxygen indhold"," =",9.9,"mg/l",2
"SNABE IGELSØ, MIDT","16.02.1995 12.00.00 +01:00","Sø",0.2,529369,6209993,"Oxygenmætning"," =",88,"pct",2
"TISSØ, kemi","11.05.1998 12.00.00 +02:00","Sø",10.01,644295,6162469,"Oxygenmætning"," =",96,"pct",2
"FERRING SØ, Vandkemi","15.11.1989 12.00.00 +01:00","Sø",2.5,447186,6268201,"Oxygen indhold"," =",10.6,"mg/l",1
"NORDBY SØ ST AMT","02.09.2002 12.00.00 +02:00","Sø",2,561051,6123651,"Oxygenmætning"," =",73,"pct",2
"MAGLESØ, kemi","13.07.1999 12.00.00 +02:00","Sø",3.52,669464,6168553,"Oxygen indhold"," =",7.4,"mg/l",2
"BAGSVÆRD SØ, kemi","12.07.1994 12.00.00 +02:00","Sø",2.5,717383,6185871,"Oxygen indhold"," =",2.3,"mg/l",2
"Fårup Sø - vandkemi","19.08.2003 12.00.00 +02:00","Sø",7.02,525369,6176393,"Oxygenmætning"," =",52.2,"pct",2
"SØHOLM SØ /001","06.03.1991 12.00.00 +01:00","Sø",8,571863,6125861,"Oxygenmætning"," =",106,"pct",2
"GRUSGRAVSSØ RØDEKRO 1 AMTST 3","14.05.1996 12.00.00 +02:00","Sø",8,519128,6101463,"Oxygen indhold"," =",10.3,"mg/l",2
"TÅGESKOVGÅRD SØ AMT ST","08.08.1996 12.00.00 +02:00","Sø",0.2,689012,6121929,"Oxygenmætning"," =",23,"pct",2
"Rørbæk Sø - vandkemi","30.04.2002 12.00.00 +02:00","Sø",4.01,523097,6198608,"Oxygenmætning"," =",113.7,"pct",2
"NORS SØ - vandkemi","30.11.2022 12.00.00 +01:00","Sø",1.02,476200.98624243616,6320964.953877215,"Oxygen indhold","",12.1542,"mg/l",2
"BRAHETROLLEBORG SLOTSSØ ST AMT","08.09.1998 12.00.00 +02:00","Sø",0.2,586001,6112584,"Oxygen indhold"," =",11.5,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","08.08.1989 12.00.00 +02:00","Sø",5,552519,6218243,"Oxygenmætning"," =",107,"pct",2
"Søndermade","26.06.2013 12.00.00 +02:00","Sø",0.5,552099,6258904,"Oxygenmætning"," =",42,"pct",2
"PEBLINGSØ  KOM ST","26.01.2023 12.00.00 +01:00","Sø",1,723896.999802585,6176639.003868052,"Oxygenmætning","",103,"pct",1
"BASTRUP SØ, kemi","07.11.1996 12.00.00 +01:00","Sø",6.5,704828,6190664,"Oxygen indhold"," =",10,"mg/l",2
"BRÆNDELØKKE DAM","18.06.2014 12.00.00 +02:00","Sø",0.2,653214,6166011,"Oxygen indhold"," =",13.4,"mg/l",2
"AVNSØ,ROSKILDE","25.08.1988 12.00.00 +02:00","Sø",6,682116,6161511,"Oxygen indhold"," =",0.3,"mg/l",2
"BRYRUP LANGSØ,  BRY 1","03.04.2002 12.00.00 +02:00","Sø",5,532693,6208262,"Oxygen indhold"," =",15.4,"mg/l",2
"Haderslev Dam - vandkemi","10.05.2022 12.00.00 +02:00","Sø",1.02,527838.9999765251,6121117.003737583,"Oxygen indhold"," =",9.22,"mg/l",2
"HALD SØ, Vandkemi","13.05.2008 12.00.00 +02:00","Sø",29.53,520999,6247723,"Oxygenmætning"," =",42,"pct",2
"Hejlsminde Nor - vandkemi","23.03.1999 12.00.00 +01:00","Sø",1,537195,6135735,"Oxygenmætning"," =",95.8,"pct",2
"STUBBERGÅRD SØ, Vandkemi","18.04.2012 12.00.00 +02:00","Sø",7,495462,6253704,"Oxygen indhold"," =",11.63,"mg/l",2
"HINGE SØ - vandkemi","13.12.2022 12.00.00 +01:00","Sø",1.62,531019.0171151932,6234743.05362366,"Oxygen indhold","",11.9044,"mg/l",2
"NORS SØ - vandkemi","26.09.1989 12.00.00 +01:00","Sø",16,476319,6320842,"Oxygen indhold"," =",9.7,"mg/l",2
"KULSØ, NØRRE SNEDE, Vandkemi","10.09.2002 12.00.00 +02:00","Sø",0.19,520106,6198657,"Oxygen indhold"," =",10.6,"mg/l",2
"JØLBY NOR - vandkemi","03.06.2010 12.00.00 +02:00","Sø",0.2,479289,6297572,"Oxygenmætning"," =",149,"pct",2
"SØHOLM SØ /001","11.10.2010 12.00.00 +02:00","Sø",14.5,571863,6125861,"Oxygenmætning"," =",1,"pct",2
"ØRNSØ  - vandkemi","02.06.1994 12.00.00 +02:00","Sø",6,532481,6223358,"Oxygenmætning"," =",90,"pct",2
"FURESØ, kemi","28.04.1988 12.00.00 +02:00","Sø",20,714084,6189179,"Oxygen indhold"," =",13.9,"mg/l",2
"NYRÅD TEGLVÆRKSSØ","29.07.1992 12.00.00 +02:00","Sø",0.2,690771,6099872,"Oxygenmætning"," =",97,"pct",2
"TYSTRUP SØ, kemi","24.03.1992 12.00.00 +01:00","Sø",0.01,663916,6137795,"Oxygenmætning"," =",85,"pct",2
"VIRKET SØ, kemi","05.07.1990 12.00.00 +02:00","Sø",5,690400,6080263,"Oxygenmætning"," =",0,"pct",2
"UTTERSLEV MOSE, MIDT BASSIN","28.04.2021 12.00.00 +02:00","Sø",0.2,720231.9998057615,6180183.003862957,"Oxygen indhold","",11.86,"mg/l",1
"HAMPEN SØ, Vandkemi","05.07.2007 12.00.00 +02:00","Sø",1,524669,6208043,"Oxygenmætning"," =",102.2,"pct",2
"SØHOLM SØ /001","25.09.2000 12.00.00 +02:00","Sø",4,571863,6125861,"Oxygen indhold"," =",10.3,"mg/l",2
"SØGÅRD SØ (SYD, v. Vamdrup) - vandkemi","06.08.1998 12.00.00 +02:00","Sø",1,520785,6142631,"Oxygen indhold"," =",9.3,"mg/l",2
"MADUM SØ - vandkemi","22.01.1990 12.00.00 +01:00","Sø",3,557195,6295420,"Oxygen indhold"," =",13.4,"mg/l",2
"TONEDAM,RØNNEDE","09.08.1989 12.00.00 +02:00","Sø",0.2,686912,6127226,"Oxygenmætning"," =",104,"pct",2
"SØBO SØ, vandkemi","14.05.1997 12.00.00 +02:00","Sø",3,576888,6118630,"Oxygen indhold"," =",10.5,"mg/l",2
"FURESØ, kemi","03.06.2025 12.00.00 +02:00","Sø",15.52,714084.4349960297,6189178.677114806,"Oxygenmætning","",82.36,"pct",2
"SØLLERØD SØ, kemi","18.07.2012 12.00.00 +02:00","Sø",3,718410,6190956,"Oxygenmætning"," =",100,"pct",2
"MAGLESØ, kemi","14.03.1991 12.00.00 +01:00","Sø",4.01,669464,6168553,"Oxygen indhold"," =",12.4,"mg/l",2
"TISSØ, kemi","04.09.1990 12.00.00 +02:00","Sø",8.02,644295,6162469,"Oxygenmætning"," =",81,"pct",2
"NORDBY SØ ST AMT","24.05.1994 12.00.00 +02:00","Sø",1,561051,6123651,"Oxygen indhold"," =",10.1,"mg/l",2
"SØHOLM SØ /001","13.03.1995 12.00.00 +01:00","Sø",1,571863,6125861,"Oxygen indhold"," =",14.5,"mg/l",2
"ESRUM SØ, kemi","01.03.1988 12.00.00 +01:00","Sø",21,711305,6213072,"Oxygen indhold"," =",15.3,"mg/l",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","29.06.1993 12.00.00 +02:00","Sø",7,552519,6218243,"Oxygen indhold"," =",10.7,"mg/l",2
"Hindemaj - vandkemi","24.09.2003 12.00.00 +02:00","Sø",0.54,525938,6120227,"Oxygenmætning"," =",106.7,"pct",2
"SORTESØ, kemi","31.08.2018 12.00.00 +02:00","Sø",0.2,721464,6217053,"Oxygen indhold"," =",6.5,"mg/l",3
"LINDHOLM KRIDTGRAV - vandkemi","16.05.2012 12.00.00 +02:00","Sø",17,555670,6325321,"Oxygenmætning"," =",107,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","10.07.1996 12.00.00 +02:00","Sø",11,552519,6218243,"Oxygen indhold"," =",6.8,"mg/l",2
"Botofte Skovmose","05.07.2016 12.00.00 +02:00","Sø",1.5,620188,6095600,"Oxygenmætning"," =",57.8,"pct",3
"PYRITSØEN, kemi ","30.07.2025 12.00.00 +02:00","Sø",4.97,863551.3806034648,6126567.41182306,"Oxygen indhold","",9.74,"mg/l",2
"TRYGGELEV NOR VEST MC ST 2","31.05.1994 12.00.00 +02:00","Sø",1.8,606770,6073340,"Oxygen indhold"," =",11,"mg/l",2
"GUNDSØMAGLE SØ ST AMT","14.03.1988 12.00.00 +01:00","Sø",1,700368,6180364,"Oxygen indhold"," =",13.8,"mg/l",2
"Sortesø /001, Fyn","02.05.2022 12.00.00 +02:00","Sø",1.49,583515.0032245216,6108992.953458692,"Oxygen indhold","",6.9176,"mg/l",2
"BAGSVÆRD SØ, kemi","13.06.2001 12.00.00 +02:00","Sø",2.5,717383,6185871,"Oxygenmætning"," =",97,"pct",2
"FUSSING SØ VEST -- FUS 2","15.08.1979 12.00.00 +01:00","Sø",17,552757,6259154,"Oxygen indhold"," =",2.7,"mg/l",2
"H84-Hostrup, Sø 2 - vandkemi","27.05.2019 12.00.00 +02:00","Sø",1,525435,6091884,"Oxygenmætning"," =",67.2,"pct",3
"HOLMGÅRD SØ, Vandkemi","16.12.2008 12.00.00 +01:00","Sø",0.61,484940,6252816,"Oxygenmætning"," =",82,"pct",2
"ESRUM SØ, kemi","19.10.1988 12.00.00 +01:00","Sø",1,711305,6213072,"Oxygen indhold"," =",9.5,"mg/l",2
"Råstofsø NØ for Rødekro 1 (G31) - vandkemi","06.08.2024 12.00.00 +02:00","Sø",7.94,522520.03751400526,6103561.095391465,"Oxygenmætning","",0.26,"pct",2
"RAVNSØ, MIDT -- RAV1 - vandkemi","20.06.2012 12.00.00 +02:00","Sø",11.5,552519,6218243,"Oxygen indhold"," =",9.5,"mg/l",2
"Grusgravsø ved Rødekro 1 - vandkemi","13.08.2001 12.00.00 +02:00","Sø",11,519548,6101682,"Oxygenmætning"," =",1.7,"pct",2
"Riis Sø - vandkemi","15.05.2006 12.00.00 +02:00","Sø",0.19,518344,6187450,"Oxygenmætning"," =",52.7,"pct",1
"FURESØ, kemi","18.02.2004 12.00.00 +01:00","Sø",24.63,714084,6189179,"Oxygenmætning"," =",95.5,"pct",2
"STORE KATTINGE SØ, kemi","10.05.1999 12.00.00 +02:00","Sø",1,689552,6172212,"Oxygenmætning"," =",120.5,"pct",2
"ESRUM SØ, kemi","21.05.1987 12.00.00 +02:00","Sø",6,711305,6213072,"Oxygen indhold"," =",14.2,"mg/l",2
"TISSØ, kemi","10.05.2004 12.00.00 +02:00","Sø",5.06,644295,6162469,"Oxygenmætning"," =",93.3,"pct",2
"VESTBIRK SØ - vandkemi","20.04.1993 12.00.00 +02:00","Sø",1,544046,6202980,"Oxygen indhold"," =",14.5,"mg/l",2
"SJÆLSØ","28.06.1989 12.00.00 +02:00","Sø",2,715252,6196623,"Oxygen indhold"," =",8.5,"mg/l",2
"Engelsholm Sø - vandkemi","22.05.2023 12.00.00 +02:00","Sø",5.047045,520068.9999653063,6174893.007530112,"Oxygen indhold","",2.141003,"mg/l",2
"GØDSTRUP SØ, Vandkemi","02.05.2013 12.00.00 +02:00","Sø",2,494267,6223446,"Oxygen indhold"," =",10.33,"mg/l",2
"LØVENHOLM LANGSØ,NORDBASS-LØV2","18.05.2021 12.00.00 +02:00","Sø",5,592128.3145594413,6257565.143538379,"Oxygen indhold","",6.95,"mg/l",2
"PEBLINGSØ  KOM ST","28.10.2021 12.00.00 +02:00","Sø",0.2,723896.999802585,6176639.003868052,"Oxygenmætning","",104.9,"pct",1
"NORET, Vandkemi","07.08.2013 12.00.00 +02:00","Sø",0.2,448905,6272000,"Oxygenmætning"," =",115.7,"pct",2
"KRAFTVÆRKSSØEN, Holtbjerg Sø, Vandkemi","14.06.2010 12.00.00 +02:00","Sø",2.02,500173,6220183,"Oxygenmætning"," =",99,"pct",2
"DØJ SØ AMT ST","07.03.1995 12.00.00 +01:00","Sø",1.5,556539,6209723,"Oxygenmætning"," =",97,"pct",2
"Råstofsø NØ for Rødekro (G36) - vandkemi","14.08.2018 12.00.00 +02:00","Sø",0.2,523625,6104547,"Oxygenmætning"," =",77.4,"pct",3
"SØBY SØ, MIDTJYLLAND, Vandkemi","17.12.2004 12.00.00 +01:00","Sø",0.2,504515,6211704,"Oxygen indhold"," =",11.4,"mg/l",2
"Gråsten Slotssø - vandkemi","14.05.2025 12.00.00 +02:00","Sø",1.93,537772.0504907854,6086236.94183413,"Oxygenmætning","",24.16,"pct",2
"Skanderborg Sø - vandkemi","09.05.2001 12.00.00 +02:00","Sø",14,557952,6207834,"Oxygenmætning"," =",97,"pct",2
"HALD SØ, Vandkemi","24.08.1977 12.00.00 +01:00","Sø",15,520999,6247723,"Oxygen indhold"," =",0.7,"mg/l",2
"FURESØ, kemi","10.09.1991 12.00.00 +02:00","Sø",1.13,714084,6189179,"Oxygenmætning"," =",81,"pct",2
"NORS SØ - vandkemi","03.06.2009 12.00.00 +02:00","Sø",18.71,476319,6320842,"Oxygen indhold"," =",7.69,"mg/l",3
"VIBORG NØRRESØ, Vandkemi","17.12.2002 12.00.00 +01:00","Sø",11,526649,6257983,"Oxygen indhold"," =",10.7,"mg/l",2
"SNÆBUM SØ - vandkemi","30.06.2015 12.00.00 +02:00","Sø",7,539799,6278193,"Oxygen indhold"," =",1.79,"mg/l",2
"ARRESØ, kemi","30.05.1989 12.00.00 +02:00","Sø",3,693898,6209574,"Oxygenmætning"," =",103,"pct",2
"SØBY SØ, MIDTJYLLAND, Vandkemi","09.07.1996 12.00.00 +02:00","Sø",4.26,504515,6211704,"Oxygen indhold"," =",8.3,"mg/l",2
"FURESØ, kemi","21.04.2005 12.00.00 +02:00","Sø",1.03,714084,6189179,"Oxygen indhold"," =",15.67,"mg/l",2
"Østerå Sø - vandkemi","20.05.2014 12.00.00 +02:00","Sø",0.2,555818,6320159,"Oxygen indhold"," =",10.48,"mg/l",2
"SØ ØST FOR MOVSØ, Vandkemi","07.07.2015 12.00.00 +02:00","Sø",3,514851,6253810,"Oxygenmætning"," =",2.7,"pct",2
"VIBORG SØNDERSØ, Vandkemi","02.04.2002 12.00.00 +02:00","Sø",2,525589,6255243,"Oxygen indhold"," =",15.3,"mg/l",2
"Uge Sø 3 (G42)  - vandkemi","24.09.2024 12.00.00 +02:00","Sø",16.290415,518559.9999678672,6091330.007755228,"Oxygenmætning","",0,"pct",2
"Arreskov Sø /004","21.06.2006 12.00.00 +02:00","Sø",1,583299,6113387,"Oxygenmætning"," =",98,"pct",2
"PEDERSBORG SØ, kemi","20.06.2007 12.00.00 +02:00","Sø",0.83,661319,6147494,"Oxygen indhold"," =",12.59,"mg/l",2
"VIBORG SØNDERSØ, Vandkemi","09.09.1991 12.00.00 +02:00","Sø",5,525589,6255243,"Oxygen indhold"," =",9.3,"mg/l",2
